embedded,prior_type,item,embedded_content,prior,background,prompt,rating,distribution,raw_probs
not_p,low_prior,Frank,Frank didn't get a cat,Frank is allergic to cats.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Frank is allergic to cats. Question: How likely is it that Frank didn't get a cat?",0.85,-0.000140847,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0001408466, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-0.6344531, top_logprobs=[])]"
not_p,low_prior,Jackson,Jackson didn't run 10 miles,Jackson is obese.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jackson is obese. Question: How likely is it that Jackson didn't run 10 miles?",0.85,-0.001507482,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.001507482, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-0.9693721, top_logprobs=[])]"
not_p,low_prior,Jayden,Jayden didn't rent a car,Jayden doesn't have a driver's license.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jayden doesn't have a driver's license. Question: How likely is it that Jayden didn't rent a car?",0.85,-0.004078878,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.004078878, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-0.708438, top_logprobs=[])]"
not_p,low_prior,Tony,Tony didn't have a drink last night,Tony has been sober for 20 years.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Tony has been sober for 20 years. Question: How likely is it that Tony didn't have a drink last night?",0.99,-0.02975118,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.02975118, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-7.89631e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='99', bytes=[57, 57], logprob=-0.121950306, top_logprobs=[])]"
not_p,low_prior,Josh,Josh didn't learn to ride a bike yesterday,Josh is a 75-year old man.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josh is a 75-year old man. Question: How likely is it that Josh didn't learn to ride a bike yesterday?",0.95,-0.16022636,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.16022636, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.5738898, top_logprobs=[])]"
not_p,low_prior,Owen,Owen didn't shovel snow last winter,Owen lives in New Orleans.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Owen lives in New Orleans. Question: How likely is it that Owen didn't shovel snow last winter?",0.95,-0.0380431,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0380431, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.06446464, top_logprobs=[])]"
not_p,low_prior,Olivia,Olivia doesn't sleep until noon,Olivia has two small children.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Olivia has two small children. Question: How likely is it that Olivia doesn't sleep until noon?",0.95,-0.005234475,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0052344752, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.28803468, top_logprobs=[])]"
not_p,low_prior,Jon,Jon doesn't walk to work,Jon lives 10 miles away from work.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jon lives 10 miles away from work. Question: How likely is it that Jon doesn't walk to work?",0.95,-0.004078521,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0040785205, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.5561611, top_logprobs=[])]"
not_p,low_prior,Charley,Charley doesn't speak Spanish,Charley lives in Korea.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Charley lives in Korea. Question: How likely is it that Charley doesn't speak Spanish?",0.7,-1.62E-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.6240566e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.5122365e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-1.0162805, top_logprobs=[])]"
not_p,low_prior,Mia,Mia didn't drink 2 cocktails last night,Mia is a nun.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mia is a nun. Question: How likely is it that Mia didn't drink 2 cocktails last night?",0.95,-0.00407947,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0040794704, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-9.0883464e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.2837529, top_logprobs=[])]"
not_p,low_prior,Sophia,Sophia didn't get a tattoo,Sophia is a high end fashion model.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Sophia is a high end fashion model. Question: How likely is it that Sophia didn't get a tattoo?",0.6,-7.90E-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-7.89631e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.2664457e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='6', bytes=[54], logprob=-1.6639005, top_logprobs=[])]"
