embedded,prior_type,item,embedded_content,prior,background,prompt,rating,distribution,raw_probs
p,low_prior,Sophia,Sophia got a tattoo,Sophia is a high end fashion model.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Sophia is a high end fashion model. Question: How likely is it that Sophia got a tattoo?",0.65,-0.000531468,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00053146784, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='65', bytes=[54, 53], logprob=-1.5474098, top_logprobs=[])]"
not_p,high_prior,Mary,Mary is not pregnant,Mary is taking a prenatal yoga class.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mary is taking a prenatal yoga class. Question: How likely is it that Mary is not pregnant?",0.05,-0.02386516,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.02386516, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-2.2961513e-05, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.9149076, top_logprobs=[])]"
not_p,low_prior,Josie,Josie didn't go on vacation to France,Josie doesn't have a passport,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josie doesn't have a passport Question: How likely is it that Josie didn't go on vacation to France?",0.95,-0.010618221,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.010618221, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.0153419, top_logprobs=[])]"
not_p,high_prior,Emma,Emma didn't study on Saturday morning,Emma is in law school.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emma is in law school. Question: How likely is it that Emma didn't study on Saturday morning?",0.2,-0.009659873,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.009659873, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.3761264, top_logprobs=[])]"
not_p,high_prior,Julian,Julian doesn't dance salsa,Julian is Cuban.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Julian is Cuban. Question: How likely is it that Julian doesn't dance salsa?",0.2,-0.000851678,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0008516783, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.0025326, top_logprobs=[])]"
not_p,high_prior,Isabella,Isabella didnt eat a steak on Sunday,Isabella is from Argentina.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Isabella is from Argentina. Question: How likely is it that Isabella didnt eat a steak on Sunday?",0.7,-0.01568942,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.01568942, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-1.1359146, top_logprobs=[])]"
not_p,high_prior,Emily,Emily didn't buy a car yesterday,Emily has been saving for a year.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emily has been saving for a year. Question: How likely is it that Emily didn't buy a car yesterday?",0.95,-0.08191635,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.08191635, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.29653558, top_logprobs=[])]"
not_p,high_prior,Danny,Danny didn't eat the last cupcake,Danny loves cake.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Danny loves cake. Question: How likely is it that Danny didn't eat the last cupcake?",0.7,-0.06150506,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.06150506, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-0.8510122, top_logprobs=[])]"
not_p,high_prior,Grace,Grace didn't visit her sister,Grace loves her sister.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Grace loves her sister. Question: How likely is it that Grace didn't visit her sister?",0.2,-0.014192651,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.014192651, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.0280384e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.28097585, top_logprobs=[])]"
not_p,high_prior,Zoe,Zoe didn't calculate the tip,Zoe is a math major.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Zoe is a math major. Question: How likely is it that Zoe didn't calculate the tip?",0.1,-0.005660818,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.005660818, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.2664457e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.1982961, top_logprobs=[])]"
not_p,high_prior,Frank,Frank didn't get a cat,Frank has always wanted a pet.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Frank has always wanted a pet. Question: How likely is it that Frank didn't get a cat?",0.8,-0.002838515,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0028385147, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-1.1787357, top_logprobs=[])]"
not_p,high_prior,Jackson,Jackson didn't run 10 miles,Jackson is training for a marathon.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jackson is training for a marathon. Question: How likely is it that Jackson didn't run 10 miles?",0.2,-0.008795616,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.008795616, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.8488158, top_logprobs=[])]"
not_p,high_prior,Jayden,Jayden didn't rent a car,Jayden's car is in the shop.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jayden's car is in the shop. Question: How likely is it that Jayden didn't rent a car?",0.8,-0.003806257,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0038062572, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-1.0174444, top_logprobs=[])]"
not_p,high_prior,Tony,Tony didn't have a drink last night,Tony really likes to party with his friends.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Tony really likes to party with his friends. Question: How likely is it that Tony didn't have a drink last night?",0.2,-0.001288213,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0012882133, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.59931034, top_logprobs=[])]"
not_p,high_prior,Josh,Josh didn't learn to ride a bike yesterday,Josh is a 5-year old boy.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josh is a 5-year old boy. Question: How likely is it that Josh didn't learn to ride a bike yesterday?",0.95,-0.03255471,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.03255471, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.33986655, top_logprobs=[])]"
not_p,high_prior,Owen,Owen didn't shovel snow last winter,Owen lives in Chicago.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Owen lives in Chicago. Question: How likely is it that Owen didn't shovel snow last winter?",0.7,-0.024930932,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.024930932, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-0.70562387, top_logprobs=[])]"
not_p,high_prior,Olivia,Olivia doesn't sleep until noon,Olivia works the third shift.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Olivia works the third shift. Question: How likely is it that Olivia doesn't sleep until noon?",0.85,-0.001143315,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0011433148, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.2022779, top_logprobs=[])]"
not_p,high_prior,Jon,Jon doesn't walk to work,Jon lives 2 blocks away from work.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jon lives 2 blocks away from work. Question: How likely is it that Jon doesn't walk to work?",0.2,-0.006781689,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.006781689, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.7432603e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.861392, top_logprobs=[])]"
not_p,high_prior,Charley,Charley doesn't speak Spanish,Charley lives in Mexico.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Charley lives in Mexico. Question: How likely is it that Charley doesn't speak Spanish?",0.05,-0.08462294,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.08462294, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.246537e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.31650996, top_logprobs=[])]"
not_p,high_prior,Mia,Mia didn't drink 2 cocktails last night,Mia is a college student.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mia is a college student. Question: How likely is it that Mia didn't drink 2 cocktails last night?",0.8,-0.006503628,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.006503628, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-0.41615498, top_logprobs=[])]"
not_p,high_prior,Sophia,Sophia didn't get a tattoo,Sophia is a hipster.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Sophia is a hipster. Question: How likely is it that Sophia didn't get a tattoo?",0.7,-0.002036657,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.002036657, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='7', bytes=[55], logprob=-1.0282657, top_logprobs=[])]"
not_p,low_prior,Mary,Mary is not pregnant,Mary is a middle school student.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Mary is a middle school student. Question: How likely is it that Mary is not pregnant?",1,-0.005240157,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.005240157, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.18793061, top_logprobs=[]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-0.012319387, top_logprobs=[])]"
not_p,high_prior,Josie,Josie didn't go on vacation to France,Josie loves France.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josie loves France. Question: How likely is it that Josie didn't go on vacation to France?",0.2,-0.000967322,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00096732244, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.08149493, top_logprobs=[])]"
not_p,low_prior,Emma,Emma didn't study on Saturday morning,Emma is in first grade.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emma is in first grade. Question: How likely is it that Emma didn't study on Saturday morning?",0.8,-0.001344996,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0013449964, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-1.1412522, top_logprobs=[])]"
not_p,low_prior,Julian,Julian doesn't dance salsa,Julian is German.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Julian is German. Question: How likely is it that Julian doesn't dance salsa?",0.8,-0.002900805,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.002900805, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-0.7190052, top_logprobs=[])]"
not_p,low_prior,Isabella,Isabella didnt eat a steak on Sunday,Isabella is a vegetarian.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Isabella is a vegetarian. Question: How likely is it that Isabella didnt eat a steak on Sunday?",0.95,-0.002673042,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0026730418, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.797814, top_logprobs=[])]"
not_p,low_prior,Emily,Emily didn't buy a car yesterday,Emily never has any money.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Emily never has any money. Question: How likely is it that Emily didn't buy a car yesterday?",0.95,-0.037400343,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.037400343, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.9617593e-06, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.2511926, top_logprobs=[])]"
not_p,low_prior,Danny,Danny didn't eat the last cupcake,Danny is a diabetic.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Danny is a diabetic. Question: How likely is it that Danny didn't eat the last cupcake?",0.75,-0.002623455,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0026234547, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-0.8324752, top_logprobs=[])]"
not_p,low_prior,Grace,Grace didn't visit her sister,Grace hates her sister.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Grace hates her sister. Question: How likely is it that Grace didn't visit her sister?",0.95,-0.008233581,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.008233581, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.9691795, top_logprobs=[])]"
not_p,low_prior,Zoe,Zoe didn't calculate the tip,Zoe is 5 years old.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Zoe is 5 years old. Question: How likely is it that Zoe didn't calculate the tip?",0.95,-0.012425236,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0124252355, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00056185015, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.32931626, top_logprobs=[])]"
not_p,low_prior,Frank,Frank didn't get a cat,Frank is allergic to cats.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Frank is allergic to cats. Question: How likely is it that Frank didn't get a cat?",0.95,-0.06639357,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.06639357, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-3.1281633e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.885617, top_logprobs=[])]"
not_p,low_prior,Jackson,Jackson didn't run 10 miles,Jackson is obese.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jackson is obese. Question: How likely is it that Jackson didn't run 10 miles?",0.8,-0.004520197,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0045201965, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-9.0883464e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-0.8287798, top_logprobs=[])]"
not_p,low_prior,Jayden,Jayden didn't rent a car,Jayden doesn't have a driver's license.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jayden doesn't have a driver's license. Question: How likely is it that Jayden didn't rent a car?",0.95,-0.002467571,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.002467571, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-1.9361265e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.66253555, top_logprobs=[])]"
not_p,low_prior,Tony,Tony didn't have a drink last night,Tony has been sober for 20 years.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Tony has been sober for 20 years. Question: How likely is it that Tony didn't have a drink last night?",0.95,-0.003897584,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0038975838, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-4.3202e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.30741075, top_logprobs=[])]"
not_p,low_prior,Josh,Josh didn't learn to ride a bike yesterday,Josh is a 75-year old man.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Josh is a 75-year old man. Question: How likely is it that Josh didn't learn to ride a bike yesterday?",0.99,-0.54942995,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.54942995, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.967624e-05, top_logprobs=[]), ChatCompletionTokenLogprob(token='99', bytes=[57, 57], logprob=-0.07014972, top_logprobs=[])]"
not_p,low_prior,Owen,Owen didn't shovel snow last winter,Owen lives in New Orleans.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Owen lives in New Orleans. Question: How likely is it that Owen didn't shovel snow last winter?",0.95,-0.029499471,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.029499471, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.157039e-05, top_logprobs=[]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-0.2069745, top_logprobs=[])]"
not_p,low_prior,Olivia,Olivia doesn't sleep until noon,Olivia has two small children.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Olivia has two small children. Question: How likely is it that Olivia doesn't sleep until noon?",0.15,-0.001286902,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.001286902, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.5122365e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='15', bytes=[49, 53], logprob=-1.2070562, top_logprobs=[])]"
not_p,low_prior,Jon,Jon doesn't walk to work,Jon lives 10 miles away from work.,"You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely.","You will read a fact about the world and are asked to assess how likely an event is, given that fact. Please provide a rating from 0 to 1, where 0 means impossible and 1 means definitely. Fact: Jon lives 10 miles away from work. Question: How likely is it that Jon doesn't walk to work?",0.8,-0.005073653,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0050736526, top_logprobs=[]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-5.5122365e-07, top_logprobs=[]), ChatCompletionTokenLogprob(token='8', bytes=[56], logprob=-1.1774625, top_logprobs=[])]"
