verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,output_probs,raw_probs
see,p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Brian asks: Did Jason see that Tony had a drink last night? Question: Does Brian believe that Tony didn't have a drink last night?,Brian asks: Did Jason see that Tony had a drink last night?,Does Brian believe that Tony had a drink last night?,Does Brian believe that Tony didn't have a drink last night?,0.6,-2.073229398757,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.1398757e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.1398757e-05), TopLogprob(token='1', bytes=[49], logprob=-11.390636), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.656261), TopLogprob(token='-', bytes=[45], logprob=-18.968761), TopLogprob(token='.', bytes=[46], logprob=-19.375011)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.164062), TopLogprob(token='\n', bytes=[10], logprob=-18.992188), TopLogprob(token='<|end|>', bytes=None, logprob=-20.507812), TopLogprob(token='-', bytes=[45], logprob=-20.570312)]), ChatCompletionTokenLogprob(token='6', bytes=[54], logprob=-2.073218, top_logprobs=[TopLogprob(token='6', bytes=[54], logprob=-2.073218), TopLogprob(token='5', bytes=[53], logprob=-2.198218), TopLogprob(token='60', bytes=[54, 48], logprob=-2.291968), TopLogprob(token='4', bytes=[52], logprob=-2.323218), TopLogprob(token='70', bytes=[55, 48], logprob=-2.448218)])]"
suggest,p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: George asks: Did Ronald suggest that Tony had a drink last night? Question: Does George believe that Tony didn't have a drink last night?,George asks: Did Ronald suggest that Tony had a drink last night?,Does George believe that Tony had a drink last night?,Does George believe that Tony didn't have a drink last night?,0.5,-0.179896804853,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.504853e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.504853e-06), TopLogprob(token='1', bytes=[49], logprob=-13.500002), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.593752), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.359377), TopLogprob(token='We', bytes=[87, 101], logprob=-18.406252)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='\n', bytes=[10], logprob=-18.421875), TopLogprob(token=',', bytes=[44], logprob=-18.640625), TopLogprob(token='<|end|>', bytes=None, logprob=-19.414062), TopLogprob(token='-', bytes=[45], logprob=-20.546875)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.1798953, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.1798953), TopLogprob(token='50', bytes=[53, 48], logprob=-1.9923953), TopLogprob(token='6', bytes=[54], logprob=-4.3830204), TopLogprob(token='75', bytes=[55, 53], logprob=-5.5705204), TopLogprob(token='60', bytes=[54, 48], logprob=-5.9767704)])]"
think,p,low_prior,Tony,Tony has been sober for 20 years.,Fact: Tony has been sober for 20 years. Sentence: Kimberly asks: Does Timothy think that Tony had a drink last night? Question: Does Kimberly believe that Tony didn't have a drink last night?,Kimberly asks: Does Timothy think that Tony had a drink last night?,Does Kimberly believe that Tony had a drink last night?,Does Kimberly believe that Tony didn't have a drink last night?,0.5,-0.8755532216599999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-7.982166e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-7.982166e-05), TopLogprob(token='1', bytes=[49], logprob=-9.4418335), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.710138), TopLogprob(token='We', bytes=[87, 101], logprob=-16.990595), TopLogprob(token='It', bytes=[73, 116], logprob=-17.120857)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.904926), TopLogprob(token='<|end|>', bytes=None, logprob=-18.084969), TopLogprob(token='\n', bytes=[10], logprob=-20.143791), TopLogprob(token='-', bytes=[45], logprob=-20.663326)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.8754734, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.8754734), TopLogprob(token='50', bytes=[53, 48], logprob=-2.1879678), TopLogprob(token='75', bytes=[55, 53], logprob=-2.5182004), TopLogprob(token='6', bytes=[54], logprob=-2.6549172), TopLogprob(token='7', bytes=[55], logprob=-2.676642)])]"
acknowledge,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Jennifer asks: Did Melissa acknowledge that Josh learned to ride a bike yesterday? Question: Does Jennifer believe that Josh didn't learn to ride a bike yesterday?,Jennifer asks: Did Melissa acknowledge that Josh learned to ride a bike yesterday?,Does Jennifer believe that Josh learned to ride a bike yesterday?,Does Jennifer believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.15883518892600001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.888926e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.888926e-06), TopLogprob(token='1', bytes=[49], logprob=-12.491564), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.454065), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.963062), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.41878)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.709936), TopLogprob(token='<|end|>', bytes=None, logprob=-19.070217), TopLogprob(token='\n', bytes=[10], logprob=-19.296824), TopLogprob(token='-', bytes=[45], logprob=-20.530546)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.1588313, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.1588313), TopLogprob(token='50', bytes=[53, 48], logprob=-3.0989902), TopLogprob(token='6', bytes=[54], logprob=-3.5676944), TopLogprob(token='4', bytes=[52], logprob=-3.976012), TopLogprob(token='45', bytes=[52, 53], logprob=-5.105395)])]"
admit,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Lisa asks: Did Jason admit that Josh learned to ride a bike yesterday? Question: Does Lisa believe that Josh didn't learn to ride a bike yesterday?,Lisa asks: Did Jason admit that Josh learned to ride a bike yesterday?,Does Lisa believe that Josh learned to ride a bike yesterday?,Does Lisa believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.32233680529680003,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.9352968e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.9352968e-06), TopLogprob(token='1', bytes=[49], logprob=-12.765628), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.250004), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.820316), TopLogprob(token='-', bytes=[45], logprob=-19.007816)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.953125), TopLogprob(token='\n', bytes=[10], logprob=-19.28125), TopLogprob(token='<|end|>', bytes=None, logprob=-19.945312), TopLogprob(token='-', bytes=[45], logprob=-20.742188)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.32233387, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.32233387), TopLogprob(token='6', bytes=[54], logprob=-2.5567088), TopLogprob(token='50', bytes=[53, 48], logprob=-2.8067088), TopLogprob(token='4', bytes=[52], logprob=-3.4785838), TopLogprob(token='60', bytes=[54, 48], logprob=-4.462959)])]"
announce,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Kimberly asks: Did Timothy announce that Josh learned to ride a bike yesterday? Question: Does Kimberly believe that Josh didn't learn to ride a bike yesterday?,Kimberly asks: Did Timothy announce that Josh learned to ride a bike yesterday?,Does Kimberly believe that Josh learned to ride a bike yesterday?,Does Kimberly believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.03588691202,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.3202e-07), TopLogprob(token='1', bytes=[49], logprob=-14.875), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.78125), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.96875), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.5)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.34375), TopLogprob(token='\n', bytes=[10], logprob=-19.6875), TopLogprob(token='-', bytes=[45], logprob=-20.515625), TopLogprob(token='<|end|>', bytes=None, logprob=-20.890625)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.03588648, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.03588648), TopLogprob(token='50', bytes=[53, 48], logprob=-3.6608865), TopLogprob(token='6', bytes=[54], logprob=-5.5983863), TopLogprob(token='4', bytes=[52], logprob=-6.7858863), TopLogprob(token='75', bytes=[55, 53], logprob=-7.3327613)])]"
annoyed,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Jennifer asks: Is Rebecca annoyed that Josh learned to ride a bike yesterday? Question: Does Jennifer believe that Josh didn't learn to ride a bike yesterday?,Jennifer asks: Is Rebecca annoyed that Josh learned to ride a bike yesterday?,Does Jennifer believe that Josh learned to ride a bike yesterday?,Does Jennifer believe that Josh didn't learn to ride a bike yesterday?,0.5,-1.146208804842,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00013345598, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00013345598), TopLogprob(token='1', bytes=[49], logprob=-8.922977), TopLogprob(token='No', bytes=[78, 111], logprob=-17.335373), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.691076), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.0065)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-2.7848862e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-2.7848862e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-10.489514), TopLogprob(token=',', bytes=[44], logprob=-21.723577), TopLogprob(token='\n', bytes=[10], logprob=-22.082266), TopLogprob(token='<|end|>', bytes=None, logprob=-22.561224)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-1.1460475, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-1.1460475), TopLogprob(token='25', bytes=[50, 53], logprob=-2.0100117), TopLogprob(token='2', bytes=[50], logprob=-2.1700478), TopLogprob(token='3', bytes=[51], logprob=-2.6551743), TopLogprob(token='1', bytes=[49], logprob=-2.663269)])]"
right,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Jennifer asks: Is Eric right that Josh learned to ride a bike yesterday? Question: Does Jennifer believe that Josh didn't learn to ride a bike yesterday?,Jennifer asks: Is Eric right that Josh learned to ride a bike yesterday?,Does Jennifer believe that Josh learned to ride a bike yesterday?,Does Jennifer believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.21496642724200002,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.147242e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.147242e-06), TopLogprob(token='1', bytes=[49], logprob=-13.706023), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.103456), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.912088), TopLogprob(token='.', bytes=[46], logprob=-18.923471)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.528587), TopLogprob(token='\n', bytes=[10], logprob=-18.594908), TopLogprob(token='<|end|>', bytes=None, logprob=-20.233807), TopLogprob(token='-', bytes=[45], logprob=-20.724968)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.21496528, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.21496528), TopLogprob(token='50', bytes=[53, 48], logprob=-2.772388), TopLogprob(token='6', bytes=[54], logprob=-2.93712), TopLogprob(token='75', bytes=[55, 53], logprob=-4.1257014), TopLogprob(token='65', bytes=[54, 53], logprob=-4.4648128)])]"
confess,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: George asks: Did Jacob confess that Josh learned to ride a bike yesterday? Question: Does George believe that Josh didn't learn to ride a bike yesterday?,George asks: Did Jacob confess that Josh learned to ride a bike yesterday?,Does George believe that Josh learned to ride a bike yesterday?,Does George believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.0349369513153,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.5313153e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.5313153e-06), TopLogprob(token='1', bytes=[49], logprob=-12.563248), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.46763), TopLogprob(token='-', bytes=[45], logprob=-19.032566), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-19.34812)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.21802), TopLogprob(token='<|end|>', bytes=None, logprob=-18.63803), TopLogprob(token='\n', bytes=[10], logprob=-20.021225), TopLogprob(token='-', bytes=[45], logprob=-20.563068)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.03493342, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.03493342), TopLogprob(token='50', bytes=[53, 48], logprob=-3.6834338), TopLogprob(token='6', bytes=[54], logprob=-5.2539735), TopLogprob(token='4', bytes=[52], logprob=-7.2006955), TopLogprob(token='7', bytes=[55], logprob=-7.494162)])]"
confirm,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Jennifer asks: Did Laura confirm that Josh learned to ride a bike yesterday? Question: Does Jennifer believe that Josh didn't learn to ride a bike yesterday?,Jennifer asks: Did Laura confirm that Josh learned to ride a bike yesterday?,Does Jennifer believe that Josh learned to ride a bike yesterday?,Does Jennifer believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.324160140075,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.220075e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.220075e-06), TopLogprob(token='1', bytes=[49], logprob=-13.040033), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.020256), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.672495), TopLogprob(token='.', bytes=[46], logprob=-18.71686)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-18.226547), TopLogprob(token='<|end|>', bytes=None, logprob=-18.804117), TopLogprob(token='\n', bytes=[10], logprob=-19.458248), TopLogprob(token='-', bytes=[45], logprob=-20.489712)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.32415792, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.32415792), TopLogprob(token='6', bytes=[54], logprob=-2.5487673), TopLogprob(token='50', bytes=[53, 48], logprob=-2.6805842), TopLogprob(token='4', bytes=[52], logprob=-3.244385), TopLogprob(token='60', bytes=[54, 48], logprob=-4.4801216)])]"
demonstrate,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Donna asks: Did Carol demonstrate that Josh learned to ride a bike yesterday? Question: Does Donna believe that Josh didn't learn to ride a bike yesterday?,Donna asks: Did Carol demonstrate that Josh learned to ride a bike yesterday?,Does Donna believe that Josh learned to ride a bike yesterday?,Does Donna believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.053013124853000006,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.504853e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.504853e-06), TopLogprob(token='1', bytes=[49], logprob=-13.421053), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.732473), TopLogprob(token='.', bytes=[46], logprob=-18.187792), TopLogprob(token='-', bytes=[45], logprob=-18.577354)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.99633), TopLogprob(token='<|end|>', bytes=None, logprob=-19.172127), TopLogprob(token='\n', bytes=[10], logprob=-19.49194), TopLogprob(token='-', bytes=[45], logprob=-20.302078)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.05301162, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.05301162), TopLogprob(token='50', bytes=[53, 48], logprob=-3.2275035), TopLogprob(token='6', bytes=[54], logprob=-5.174998), TopLogprob(token='4', bytes=[52], logprob=-6.2736917), TopLogprob(token='7', bytes=[55], logprob=-7.5234685)])]"
discover,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Nancy asks: Did Laura discover that Josh learned to ride a bike yesterday? Question: Does Nancy believe that Josh didn't learn to ride a bike yesterday?,Nancy asks: Did Laura discover that Josh learned to ride a bike yesterday?,Does Nancy believe that Josh learned to ride a bike yesterday?,Does Nancy believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.1080202824639,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.8624639e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.8624639e-06), TopLogprob(token='1', bytes=[49], logprob=-13.227427), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.664152), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-18.23427), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.51951)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='<|end|>', bytes=None, logprob=-18.515713), TopLogprob(token=',', bytes=[44], logprob=-19.152615), TopLogprob(token='\n', bytes=[10], logprob=-21.314497), TopLogprob(token='-', bytes=[45], logprob=-22.109104)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.10801842, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.10801842), TopLogprob(token='50', bytes=[53, 48], logprob=-2.891292), TopLogprob(token='6', bytes=[54], logprob=-4.1873126), TopLogprob(token='4', bytes=[52], logprob=-4.2421355), TopLogprob(token='45', bytes=[52, 53], logprob=-6.18148)])]"
establish,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Donna asks: Did Michelle establish that Josh learned to ride a bike yesterday? Question: Does Donna believe that Josh didn't learn to ride a bike yesterday?,Donna asks: Did Michelle establish that Josh learned to ride a bike yesterday?,Does Donna believe that Josh learned to ride a bike yesterday?,Does Donna believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.6311902968895999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.6968896e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.6968896e-06), TopLogprob(token='1', bytes=[49], logprob=-12.851499), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.381084), TopLogprob(token='.', bytes=[46], logprob=-18.740164), TopLogprob(token='-', bytes=[45], logprob=-18.925455)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-17.589808), TopLogprob(token='\n', bytes=[10], logprob=-19.092937), TopLogprob(token='<|end|>', bytes=None, logprob=-20.04427), TopLogprob(token='-', bytes=[45], logprob=-20.305626)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.6311876, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.6311876), TopLogprob(token='6', bytes=[54], logprob=-1.7617095), TopLogprob(token='50', bytes=[53, 48], logprob=-2.835995), TopLogprob(token='4', bytes=[52], logprob=-3.0035594), TopLogprob(token='7', bytes=[55], logprob=-3.6072752)])]"
hear,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Steven asks: Did Jason hear that Josh learned to ride a bike yesterday? Question: Does Steven believe that Josh didn't learn to ride a bike yesterday?,Steven asks: Did Jason hear that Josh learned to ride a bike yesterday?,Does Steven believe that Josh learned to ride a bike yesterday?,Does Steven believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.34246460813,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.00813e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.00813e-06), TopLogprob(token='1', bytes=[49], logprob=-12.484356), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.221016), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.559277), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-17.727997)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='<|end|>', bytes=None, logprob=-17.425388), TopLogprob(token=',', bytes=[44], logprob=-19.010109), TopLogprob(token='\n', bytes=[10], logprob=-20.233473), TopLogprob(token='-', bytes=[45], logprob=-20.998951)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.3424606, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.3424606), TopLogprob(token='50', bytes=[53, 48], logprob=-2.2156982), TopLogprob(token='6', bytes=[54], logprob=-3.3053703), TopLogprob(token='4', bytes=[52], logprob=-3.9484444), TopLogprob(token='75', bytes=[55, 53], logprob=-4.277792)])]"
inform,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Kathleen asks: Did Michelle inform Jane that Josh learned to ride a bike yesterday? Question: Does Kathleen believe that Josh didn't learn to ride a bike yesterday?,Kathleen asks: Did Michelle inform Jane that Josh learned to ride a bike yesterday?,Does Kathleen believe that Josh learned to ride a bike yesterday?,Does Kathleen believe that Josh didn't learn to ride a bike yesterday?,0.5,-0.017878766853,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.504853e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.504853e-06), TopLogprob(token='1', bytes=[49], logprob=-13.548283), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.97402), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.121206), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-17.595188)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token='<|end|>', bytes=None, logprob=-17.515326), TopLogprob(token=',', bytes=[44], logprob=-18.858292), TopLogprob(token='\n', bytes=[10], logprob=-20.191929), TopLogprob(token='-', bytes=[45], logprob=-20.57751)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-0.017877262, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-0.017877262), TopLogprob(token='50', bytes=[53, 48], logprob=-4.143308), TopLogprob(token='6', bytes=[54], logprob=-7.2426543), TopLogprob(token='4', bytes=[52], logprob=-8.173283), TopLogprob(token='51', bytes=[53, 49], logprob=-9.316397)])]"
know,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Jennifer asks: Does Sharon know that Josh learned to ride a bike yesterday? Question: Does Jennifer believe that Josh didn't learn to ride a bike yesterday?,Jennifer asks: Does Sharon know that Josh learned to ride a bike yesterday?,Does Jennifer believe that Josh learned to ride a bike yesterday?,Does Jennifer believe that Josh didn't learn to ride a bike yesterday?,0.25,-1.6161665401499399,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.5313153e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.5313153e-06), TopLogprob(token='1', bytes=[49], logprob=-12.562504), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.765629), TopLogprob(token='From', bytes=[70, 114, 111, 109], logprob=-17.859379), TopLogprob(token='Based', bytes=[66, 97, 115, 101, 100], logprob=-18.640629)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-9.0883464e-07, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-9.0883464e-07), TopLogprob(token='<|end|>', bytes=None, logprob=-14.015626), TopLogprob(token=',', bytes=[44], logprob=-19.5625), TopLogprob(token='\n', bytes=[10], logprob=-20.6875), TopLogprob(token='-', bytes=[45], logprob=-21.875)]), ChatCompletionTokenLogprob(token='25', bytes=[50, 53], logprob=-1.6161621, top_logprobs=[TopLogprob(token='25', bytes=[50, 53], logprob=-1.6161621), TopLogprob(token='2', bytes=[50], logprob=-2.022412), TopLogprob(token='5', bytes=[53], logprob=-2.038037), TopLogprob(token='3', bytes=[51], logprob=-2.334912), TopLogprob(token='4', bytes=[52], logprob=-2.616162)])]"
pretend,p,low_prior,Josh,Josh is a 75-year old man.,Fact: Josh is a 75-year old man. Sentence: Karen asks: Did Eric pretend that Josh learned to ride a bike yesterday? Question: Does Karen believe that Josh didn't learn to ride a bike yesterday?,Karen asks: Did Eric pretend that Josh learned to ride a bike yesterday?,Does Karen believe that Josh learned to ride a bike yesterday?,Does Karen believe that Josh didn't learn to ride a bike yesterday?,0.5,-1.0509397141899999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.501419e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.501419e-05), TopLogprob(token='1', bytes=[49], logprob=-10.010455), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.923815), TopLogprob(token='-', bytes=[45], logprob=-18.381155), TopLogprob(token='.', bytes=[46], logprob=-18.723116)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=0.0, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=0.0), TopLogprob(token=',', bytes=[44], logprob=-16.986267), TopLogprob(token='\n', bytes=[10], logprob=-17.592999), TopLogprob(token='<|end|>', bytes=None, logprob=-18.676167), TopLogprob(token='-', bytes=[45], logprob=-20.03843)]), ChatCompletionTokenLogprob(token='5', bytes=[53], logprob=-1.0508947, top_logprobs=[TopLogprob(token='5', bytes=[53], logprob=-1.0508947), TopLogprob(token='6', bytes=[54], logprob=-1.5012884), TopLogprob(token='7', bytes=[55], logprob=-2.6666174), TopLogprob(token='75', bytes=[55, 53], logprob=-2.814742), TopLogprob(token='65', bytes=[54, 53], logprob=-2.8153296)])]"
