verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,output_probs,raw_probs
suggest,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Kimberly asks: Did Amanda suggest that Zoe didn't calculate the tip? Question: Is Kimberly certain that Zoe didn't calculate the tip?,Kimberly asks: Did Amanda suggest that Zoe didn't calculate the tip?,Is Kimberly certain that Zoe didn't calculate the tip?,Is Kimberly certain that Zoe calculated the tip?,0.15,-2.0327263501400004,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00019221604, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00019221604), TopLogprob(token='1', bytes=[49], logprob=-8.709072), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.011864), TopLogprob(token=' ', bytes=[32], logprob=-12.819544), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.858675)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0011203341, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0011203341), TopLogprob(token='<|end|>', bytes=None, logprob=-6.7972593), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.970427), TopLogprob(token='\n', bytes=[10], logprob=-14.078771), TopLogprob(token=' ', bytes=[32], logprob=-14.45816)]), ChatCompletionTokenLogprob(token='15', bytes=[49, 53], logprob=-2.0314138, top_logprobs=[TopLogprob(token='15', bytes=[49, 53], logprob=-2.0314138), TopLogprob(token='10', bytes=[49, 48], logprob=-2.253248), TopLogprob(token='05', bytes=[48, 53], logprob=-2.261768), TopLogprob(token='85', bytes=[56, 53], logprob=-2.4894388), TopLogprob(token='25', bytes=[50, 53], logprob=-2.4990785)])]"
think,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Kevin asks: Does Michelle think that Zoe didn't calculate the tip? Question: Is Kevin certain that Zoe didn't calculate the tip?,Kevin asks: Does Michelle think that Zoe didn't calculate the tip?,Is Kevin certain that Zoe didn't calculate the tip?,Is Kevin certain that Zoe calculated the tip?,0.15,-2.0419172148,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0002483463, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0002483463), TopLogprob(token='1', bytes=[49], logprob=-8.4160595), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.020185), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.243572), TopLogprob(token=' ', bytes=[32], logprob=-13.041353)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0009264685, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0009264685), TopLogprob(token='<|end|>', bytes=None, logprob=-6.9874835), TopLogprob(token='\n', bytes=[10], logprob=-13.917367), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.985262), TopLogprob(token='<|end|>', bytes=None, logprob=-14.9318695)]), ChatCompletionTokenLogprob(token='15', bytes=[49, 53], logprob=-2.0407424, top_logprobs=[TopLogprob(token='15', bytes=[49, 53], logprob=-2.0407424), TopLogprob(token='25', bytes=[50, 53], logprob=-2.0722728), TopLogprob(token='75', bytes=[55, 53], logprob=-2.2590575), TopLogprob(token='2', bytes=[50], logprob=-2.4332862), TopLogprob(token='85', bytes=[56, 53], logprob=-2.621738)])]"
polar,not_p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: George asks: Did Zoe calculate the tip? Question: Is George certain that Zoe didn't calculate the tip?,George asks: Did Zoe calculate the tip?,Is George certain that Zoe didn't calculate the tip?,,0.01,-1.9943297238,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0015416422, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0015416422), TopLogprob(token='1', bytes=[49], logprob=-6.548548), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.420272), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-11.44621), TopLogprob(token='I', bytes=[73], logprob=-12.462777)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0062651816, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0062651816), TopLogprob(token='<|end|>', bytes=None, logprob=-5.077644), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-12.055768), TopLogprob(token='\n', bytes=[10], logprob=-12.761675), TopLogprob(token=' ', bytes=[32], logprob=-13.631339)]), ChatCompletionTokenLogprob(token='01', bytes=[48, 49], logprob=-1.9865229, top_logprobs=[TopLogprob(token='01', bytes=[48, 49], logprob=-1.9865229), TopLogprob(token='10', bytes=[49, 48], logprob=-2.151953), TopLogprob(token='95', bytes=[57, 53], logprob=-2.1732771), TopLogprob(token='85', bytes=[56, 53], logprob=-2.4550173), TopLogprob(token='05', bytes=[48, 53], logprob=-2.618151)])]"
acknowledge,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Kimberly asks: Did Amanda acknowledge that Frank didn't get a cat? Question: Is Kimberly certain that Frank didn't get a cat?,Kimberly asks: Did Amanda acknowledge that Frank didn't get a cat?,Is Kimberly certain that Frank didn't get a cat?,Is Kimberly certain that Frank got a cat?,0.95,-1.5342738672,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0010335227, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0010335227), TopLogprob(token='1', bytes=[49], logprob=-6.909242), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.556734), TopLogprob(token='I', bytes=[73], logprob=-12.628752), TopLogprob(token=' ', bytes=[32], logprob=-13.353994)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0033420445, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0033420445), TopLogprob(token='<|end|>', bytes=None, logprob=-5.703833), TopLogprob(token='\n', bytes=[10], logprob=-13.863724), TopLogprob(token=' ', bytes=[32], logprob=-14.212394), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.226578)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.5298983, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.5298983), TopLogprob(token='85', bytes=[56, 53], logprob=-1.6576868), TopLogprob(token='75', bytes=[55, 53], logprob=-2.475409), TopLogprob(token='8', bytes=[56], logprob=-2.490975), TopLogprob(token='9', bytes=[57], logprob=-2.88061)])]"
admit,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Christopher asks: Did Stephanie admit that Frank didn't get a cat? Question: Is Christopher certain that Frank didn't get a cat?,Christopher asks: Did Stephanie admit that Frank didn't get a cat?,Is Christopher certain that Frank didn't get a cat?,Is Christopher certain that Frank got a cat?,0.85,-2.02600577134,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00046701534, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00046701534), TopLogprob(token='1', bytes=[49], logprob=-7.6977935), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.619066), TopLogprob(token=' ', bytes=[32], logprob=-13.282963), TopLogprob(token='I', bytes=[73], logprob=-14.423056)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.002103156, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.002103156), TopLogprob(token='<|end|>', bytes=None, logprob=-6.167619), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.455704), TopLogprob(token='\n', bytes=[10], logprob=-13.614923), TopLogprob(token=' ', bytes=[32], logprob=-14.122668)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-2.0234356, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-2.0234356), TopLogprob(token='95', bytes=[57, 53], logprob=-2.2512627), TopLogprob(token='75', bytes=[55, 53], logprob=-2.2819138), TopLogprob(token='8', bytes=[56], logprob=-2.5454159), TopLogprob(token='01', bytes=[48, 49], logprob=-2.8224277)])]"
announce,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Christopher asks: Did Ryan announce that Frank didn't get a cat? Question: Is Christopher certain that Frank didn't get a cat?,Christopher asks: Did Ryan announce that Frank didn't get a cat?,Is Christopher certain that Frank didn't get a cat?,Is Christopher certain that Frank got a cat?,0.95,-1.8108984956999998,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0013482113, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0013482113), TopLogprob(token='1', bytes=[49], logprob=-6.618501), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.779976), TopLogprob(token=' ', bytes=[32], logprob=-12.90012), TopLogprob(token='I', bytes=[73], logprob=-14.971321)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0020330844, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0020330844), TopLogprob(token='<|end|>', bytes=None, logprob=-6.200699), TopLogprob(token='\n', bytes=[10], logprob=-13.863944), TopLogprob(token='<|end|>', bytes=None, logprob=-14.306113), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.476813)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.8075172, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.8075172), TopLogprob(token='85', bytes=[56, 53], logprob=-1.9295818), TopLogprob(token='75', bytes=[55, 53], logprob=-2.3827238), TopLogprob(token='01', bytes=[48, 49], logprob=-2.7267485), TopLogprob(token='8', bytes=[56], logprob=-2.7994947)])]"
annoyed,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Lisa asks: Is Carol annoyed that Frank didn't get a cat? Question: Is Lisa certain that Frank didn't get a cat?,Lisa asks: Is Carol annoyed that Frank didn't get a cat?,Is Lisa certain that Frank didn't get a cat?,Is Lisa certain that Frank got a cat?,0.85,-1.94956888608,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00039194638, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00039194638), TopLogprob(token='1', bytes=[49], logprob=-7.913041), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.987172), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.833909), TopLogprob(token=' ', bytes=[32], logprob=-12.994031)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0015078397, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0015078397), TopLogprob(token='<|end|>', bytes=None, logprob=-6.5004168), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.371935), TopLogprob(token='\n', bytes=[10], logprob=-13.5810175), TopLogprob(token=' ', bytes=[32], logprob=-14.612809)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.9476691, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.9476691), TopLogprob(token='75', bytes=[55, 53], logprob=-1.9875957), TopLogprob(token='8', bytes=[56], logprob=-2.4321184), TopLogprob(token='2', bytes=[50], logprob=-2.4405947), TopLogprob(token='25', bytes=[50, 53], logprob=-2.8012762)])]"
right,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Kathleen asks: Is Jeffrey right that Frank didn't get a cat? Question: Is Kathleen certain that Frank didn't get a cat?,Kathleen asks: Is Jeffrey right that Frank didn't get a cat?,Is Kathleen certain that Frank didn't get a cat?,Is Kathleen certain that Frank got a cat?,0.85,-1.66325080864,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00091372844, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00091372844), TopLogprob(token='1', bytes=[49], logprob=-7.035221), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.770411), TopLogprob(token='I', bytes=[73], logprob=-12.6966915), TopLogprob(token=' ', bytes=[32], logprob=-12.931316)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0005464802, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0005464802), TopLogprob(token='<|end|>', bytes=None, logprob=-7.515807), TopLogprob(token='\n', bytes=[10], logprob=-14.358398), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.531617), TopLogprob(token='<|end|>', bytes=None, logprob=-15.09761)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.6617906, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.6617906), TopLogprob(token='75', bytes=[55, 53], logprob=-2.1347234), TopLogprob(token='95', bytes=[57, 53], logprob=-2.2372282), TopLogprob(token='15', bytes=[49, 53], logprob=-2.929241), TopLogprob(token='8', bytes=[56], logprob=-2.9805372)])]"
confess,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Paul asks: Did Amanda confess that Frank didn't get a cat? Question: Is Paul certain that Frank didn't get a cat?,Paul asks: Did Amanda confess that Frank didn't get a cat?,Is Paul certain that Frank didn't get a cat?,Is Paul certain that Frank got a cat?,0.85,-1.81497327309,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00075030565, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00075030565), TopLogprob(token='1', bytes=[49], logprob=-7.2111826), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.747493), TopLogprob(token=' ', bytes=[32], logprob=-13.12979), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-14.9668)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00070766744, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00070766744), TopLogprob(token='<|end|>', bytes=None, logprob=-7.2573223), TopLogprob(token='\n', bytes=[10], logprob=-14.041909), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.26211), TopLogprob(token=' ', bytes=[32], logprob=-14.818684)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.8135153, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.8135153), TopLogprob(token='75', bytes=[55, 53], logprob=-2.1159348), TopLogprob(token='95', bytes=[57, 53], logprob=-2.4458432), TopLogprob(token='8', bytes=[56], logprob=-2.7469869), TopLogprob(token='2', bytes=[50], logprob=-2.952538)])]"
confirm,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Jennifer asks: Did Carol confirm that Frank didn't get a cat? Question: Is Jennifer certain that Frank didn't get a cat?,Jennifer asks: Did Carol confirm that Frank didn't get a cat?,Is Jennifer certain that Frank didn't get a cat?,Is Jennifer certain that Frank got a cat?,0.85,-1.7871104807,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0008681101, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0008681101), TopLogprob(token='1', bytes=[49], logprob=-7.0637364), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.74605), TopLogprob(token=' ', bytes=[32], logprob=-13.07947), TopLogprob(token='I', bytes=[73], logprob=-14.576231)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0003491706, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0003491706), TopLogprob(token='<|end|>', bytes=None, logprob=-7.966404), TopLogprob(token='\n', bytes=[10], logprob=-14.141276), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.288731), TopLogprob(token=' ', bytes=[32], logprob=-15.188154)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.7858932, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.7858932), TopLogprob(token='95', bytes=[57, 53], logprob=-2.0936687), TopLogprob(token='75', bytes=[55, 53], logprob=-2.2846859), TopLogprob(token='90', bytes=[57, 48], logprob=-3.0470016), TopLogprob(token='01', bytes=[48, 49], logprob=-3.089608)])]"
demonstrate,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Kimberly asks: Did Rebecca demonstrate that Frank didn't get a cat? Question: Is Kimberly certain that Frank didn't get a cat?,Kimberly asks: Did Rebecca demonstrate that Frank didn't get a cat?,Is Kimberly certain that Frank didn't get a cat?,Is Kimberly certain that Frank got a cat?,0.85,-1.4601617891,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0014786788, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0014786788), TopLogprob(token='1', bytes=[49], logprob=-6.5338407), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.029845), TopLogprob(token=' ', bytes=[32], logprob=-12.940915), TopLogprob(token='I', bytes=[73], logprob=-13.219558)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0007852103, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0007852103), TopLogprob(token='<|end|>', bytes=None, logprob=-7.153026), TopLogprob(token='\n', bytes=[10], logprob=-13.947087), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.494418), TopLogprob(token='<|end|>', bytes=None, logprob=-14.929309)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.4578979, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.4578979), TopLogprob(token='95', bytes=[57, 53], logprob=-1.8634384), TopLogprob(token='75', bytes=[55, 53], logprob=-1.9783409), TopLogprob(token='90', bytes=[57, 48], logprob=-2.7252624), TopLogprob(token='8', bytes=[56], logprob=-2.9745243)])]"
discover,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Jennifer asks: Did Melissa discover that Frank didn't get a cat? Question: Is Jennifer certain that Frank didn't get a cat?,Jennifer asks: Did Melissa discover that Frank didn't get a cat?,Is Jennifer certain that Frank didn't get a cat?,Is Jennifer certain that Frank got a cat?,0.85,-1.6575132866,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0016412617, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0016412617), TopLogprob(token='1', bytes=[49], logprob=-6.4203424), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.950778), TopLogprob(token=' ', bytes=[32], logprob=-12.803962), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-14.3627825)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0014064249, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0014064249), TopLogprob(token='<|end|>', bytes=None, logprob=-6.569672), TopLogprob(token='\n', bytes=[10], logprob=-13.784009), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.204385), TopLogprob(token='<|end|>', bytes=None, logprob=-14.373332)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.6544656, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.6544656), TopLogprob(token='95', bytes=[57, 53], logprob=-1.7123517), TopLogprob(token='75', bytes=[55, 53], logprob=-2.277257), TopLogprob(token='90', bytes=[57, 48], logprob=-2.7642126), TopLogprob(token='8', bytes=[56], logprob=-2.9487047)])]"
establish,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Scott asks: Did Jeffrey establish that Frank didn't get a cat? Question: Is Scott certain that Frank didn't get a cat?,Scott asks: Did Jeffrey establish that Frank didn't get a cat?,Is Scott certain that Frank didn't get a cat?,Is Scott certain that Frank got a cat?,0.85,-1.6230537193999999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0004623664, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0004623664), TopLogprob(token='1', bytes=[49], logprob=-7.8230295), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.948358), TopLogprob(token='I', bytes=[73], logprob=-12.114852), TopLogprob(token=' ', bytes=[32], logprob=-13.178294)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.003817653, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.003817653), TopLogprob(token='<|end|>', bytes=None, logprob=-5.571046), TopLogprob(token='\n', bytes=[10], logprob=-13.786882), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.929167), TopLogprob(token=' ', bytes=[32], logprob=-14.05673)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.6187737, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.6187737), TopLogprob(token='95', bytes=[57, 53], logprob=-1.8899415), TopLogprob(token='75', bytes=[55, 53], logprob=-2.2122242), TopLogprob(token='8', bytes=[56], logprob=-2.4177964), TopLogprob(token='90', bytes=[57, 48], logprob=-2.7120507)])]"
hear,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Sandra asks: Did Melissa hear that Frank didn't get a cat? Question: Is Sandra certain that Frank didn't get a cat?,Sandra asks: Did Melissa hear that Frank didn't get a cat?,Is Sandra certain that Frank didn't get a cat?,Is Sandra certain that Frank got a cat?,0.85,-1.89888436244,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00021176544, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00021176544), TopLogprob(token='1', bytes=[49], logprob=-8.503971), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-12.107193), TopLogprob(token=' ', bytes=[32], logprob=-13.74848), TopLogprob(token='I', bytes=[73], logprob=-13.928471)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.001559497, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.001559497), TopLogprob(token='<|end|>', bytes=None, logprob=-6.466186), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.042054), TopLogprob(token='\n', bytes=[10], logprob=-14.101342), TopLogprob(token=' ', bytes=[32], logprob=-14.291847)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.8971131, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.8971131), TopLogprob(token='75', bytes=[55, 53], logprob=-2.0038273), TopLogprob(token='25', bytes=[50, 53], logprob=-2.8646424), TopLogprob(token='8', bytes=[56], logprob=-2.9151738), TopLogprob(token='95', bytes=[57, 53], logprob=-3.025369)])]"
inform,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Paul asks: Did Jonathan inform Jane that Frank didn't get a cat? Question: Is Paul certain that Frank didn't get a cat?,Paul asks: Did Jonathan inform Jane that Frank didn't get a cat?,Is Paul certain that Frank didn't get a cat?,Is Paul certain that Frank got a cat?,0.85,-1.58526728683,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00030995993, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00030995993), TopLogprob(token='1', bytes=[49], logprob=-8.162257), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.862853), TopLogprob(token='I', bytes=[73], logprob=-13.373826), TopLogprob(token=' ', bytes=[32], logprob=-13.738639)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0033160269, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0033160269), TopLogprob(token='<|end|>', bytes=None, logprob=-5.712161), TopLogprob(token=' ', bytes=[32], logprob=-13.409789), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.743127), TopLogprob(token='\n', bytes=[10], logprob=-13.846294)]), ChatCompletionTokenLogprob(token='85', bytes=[56, 53], logprob=-1.5816413, top_logprobs=[TopLogprob(token='85', bytes=[56, 53], logprob=-1.5816413), TopLogprob(token='75', bytes=[55, 53], logprob=-1.9678756), TopLogprob(token='95', bytes=[57, 53], logprob=-2.4075575), TopLogprob(token='8', bytes=[56], logprob=-2.7174807), TopLogprob(token='90', bytes=[57, 48], logprob=-3.2006674)])]"
know,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Larry asks: Does Stephanie know that Frank didn't get a cat? Question: Is Larry certain that Frank didn't get a cat?,Larry asks: Does Stephanie know that Frank didn't get a cat?,Is Larry certain that Frank didn't get a cat?,Is Larry certain that Frank got a cat?,0.95,-1.5241636142000001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0006141476, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0006141476), TopLogprob(token='1', bytes=[49], logprob=-7.420164), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.813902), TopLogprob(token=' ', bytes=[32], logprob=-13.060104), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.168314)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0010880666, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0010880666), TopLogprob(token='<|end|>', bytes=None, logprob=-6.8267317), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.823202), TopLogprob(token='\n', bytes=[10], logprob=-14.106995), TopLogprob(token='<|end|>', bytes=None, logprob=-14.593672)]), ChatCompletionTokenLogprob(token='95', bytes=[57, 53], logprob=-1.5224614, top_logprobs=[TopLogprob(token='95', bytes=[57, 53], logprob=-1.5224614), TopLogprob(token='85', bytes=[56, 53], logprob=-1.7462602), TopLogprob(token='8', bytes=[56], logprob=-2.3069386), TopLogprob(token='75', bytes=[55, 53], logprob=-2.322106), TopLogprob(token='9', bytes=[57], logprob=-2.701573)])]"
pretend,not_p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Larry asks: Did Ronald pretend that Frank didn't get a cat? Question: Is Larry certain that Frank didn't get a cat?,Larry asks: Did Ronald pretend that Frank didn't get a cat?,Is Larry certain that Frank didn't get a cat?,Is Larry certain that Frank got a cat?,0.25,-2.33283686047,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00021295747, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00021295747), TopLogprob(token='1', bytes=[49], logprob=-8.532767), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.538346), TopLogprob(token=' ', bytes=[32], logprob=-13.381225), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.442758)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.004330303, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.004330303), TopLogprob(token='<|end|>', bytes=None, logprob=-5.44566), TopLogprob(token=' ', bytes=[32], logprob=-13.497306), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.497949), TopLogprob(token='\n', bytes=[10], logprob=-13.597721)]), ChatCompletionTokenLogprob(token='25', bytes=[50, 53], logprob=-2.3282936, top_logprobs=[TopLogprob(token='25', bytes=[50, 53], logprob=-2.3282936), TopLogprob(token='01', bytes=[48, 49], logprob=-2.508683), TopLogprob(token='15', bytes=[49, 53], logprob=-2.5226104), TopLogprob(token='2', bytes=[50], logprob=-2.5264633), TopLogprob(token='75', bytes=[55, 53], logprob=-2.572564)])]"
