verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,distribution,raw_probs
demonstrate,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Paul asks: Did Carol demonstrate that Zoe calculated the tip? Question: Does Paul believe that Zoe calculated the tip?,Paul asks: Did Carol demonstrate that Zoe calculated the tip?,Does Paul believe that Zoe calculated the tip?,Does Paul believe that Zoe didn't calculate the tip?,0.02,-8.061054e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-8.061054e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-8.061054e-06), TopLogprob(token='1', bytes=[49], logprob=-11.750008), TopLogprob(token=' ', bytes=[32], logprob=-15.625008), TopLogprob(token='-', bytes=[45], logprob=-17.000008), TopLogprob(token='No', bytes=[78, 111], logprob=-17.375008)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0011720099, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0011720099), TopLogprob(token='<|end|>', bytes=None, logprob=-6.751172), TopLogprob(token='<|end|>', bytes=None, logprob=-13.501172), TopLogprob(token=',', bytes=[44], logprob=-16.001171), TopLogprob(token='\n', bytes=[10], logprob=-16.251171)]), ChatCompletionTokenLogprob(token='02', bytes=[48, 50], logprob=-1.4756007, top_logprobs=[TopLogprob(token='02', bytes=[48, 50], logprob=-1.4756007), TopLogprob(token='05', bytes=[48, 53], logprob=-1.7256007), TopLogprob(token='03', bytes=[48, 51], logprob=-2.3506007), TopLogprob(token='10', bytes=[49, 48], logprob=-2.6006007), TopLogprob(token='04', bytes=[48, 52], logprob=-2.6006007)])]"
discover,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Sandra asks: Did Jeffrey discover that Zoe calculated the tip? Question: Does Sandra believe that Zoe calculated the tip?,Sandra asks: Did Jeffrey discover that Zoe calculated the tip?,Does Sandra believe that Zoe calculated the tip?,Does Sandra believe that Zoe didn't calculate the tip?,0.10,-9.133887e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-9.133887e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-9.133887e-06), TopLogprob(token='1', bytes=[49], logprob=-11.62501), TopLogprob(token=' ', bytes=[32], logprob=-16.12501), TopLogprob(token='-', bytes=[45], logprob=-18.00001), TopLogprob(token='No', bytes=[78, 111], logprob=-18.25001)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0040805396, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0040805396), TopLogprob(token='<|end|>', bytes=None, logprob=-5.504081), TopLogprob(token='<|end|>', bytes=None, logprob=-13.504081), TopLogprob(token='<|end|>', bytes=None, logprob=-16.00408), TopLogprob(token='\n', bytes=[10], logprob=-16.62908)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-0.99207336, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-0.99207336), TopLogprob(token='05', bytes=[48, 53], logprob=-1.8670733), TopLogprob(token='15', bytes=[49, 53], logprob=-2.2420733), TopLogprob(token='02', bytes=[48, 50], logprob=-2.3670733), TopLogprob(token='20', bytes=[50, 48], logprob=-2.6170733)])]"
establish,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Ashley asks: Did Nicholas establish that Zoe calculated the tip? Question: Does Ashley believe that Zoe calculated the tip?,Ashley asks: Did Nicholas establish that Zoe calculated the tip?,Does Ashley believe that Zoe calculated the tip?,Does Ashley believe that Zoe didn't calculate the tip?,0.02,-1.5213274e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.5213274e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.5213274e-05), TopLogprob(token='1', bytes=[49], logprob=-11.125015), TopLogprob(token=' ', bytes=[32], logprob=-15.375015), TopLogprob(token='-', bytes=[45], logprob=-17.625015), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-17.625015)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0031853172, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0031853172), TopLogprob(token='<|end|>', bytes=None, logprob=-5.7531853), TopLogprob(token='<|end|>', bytes=None, logprob=-12.253185), TopLogprob(token=',', bytes=[44], logprob=-14.128185), TopLogprob(token='\n', bytes=[10], logprob=-14.753185)]), ChatCompletionTokenLogprob(token='02', bytes=[48, 50], logprob=-1.442907, top_logprobs=[TopLogprob(token='02', bytes=[48, 50], logprob=-1.442907), TopLogprob(token='05', bytes=[48, 53], logprob=-1.567907), TopLogprob(token='10', bytes=[49, 48], logprob=-2.3179069), TopLogprob(token='03', bytes=[48, 51], logprob=-2.4429069), TopLogprob(token='04', bytes=[48, 52], logprob=-2.6929069)])]"
hear,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Karen asks: Did Jonathan hear that Zoe calculated the tip? Question: Does Karen believe that Zoe calculated the tip?,Karen asks: Did Jonathan hear that Zoe calculated the tip?,Does Karen believe that Zoe calculated the tip?,Does Karen believe that Zoe didn't calculate the tip?,0.10,-2.2127088e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.2127088e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.2127088e-05), TopLogprob(token='1', bytes=[49], logprob=-10.750022), TopLogprob(token=' ', bytes=[32], logprob=-15.000022), TopLogprob(token='০', bytes=[224, 167, 166], logprob=-16.875023), TopLogprob(token='۰', bytes=[219, 176], logprob=-17.375023)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0019312551, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0019312551), TopLogprob(token='<|end|>', bytes=None, logprob=-6.251931), TopLogprob(token='<|end|>', bytes=None, logprob=-13.251931), TopLogprob(token='<|end|>', bytes=None, logprob=-15.751931), TopLogprob(token=',', bytes=[44], logprob=-16.251932)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.3591752, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.3591752), TopLogprob(token='05', bytes=[48, 53], logprob=-1.7341752), TopLogprob(token='02', bytes=[48, 50], logprob=-2.1091752), TopLogprob(token='15', bytes=[49, 53], logprob=-2.2341752), TopLogprob(token='12', bytes=[49, 50], logprob=-2.8591752)])]"
inform,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Larry asks: Did Sharon inform Jane that Zoe calculated the tip? Question: Does Larry believe that Zoe calculated the tip?,Larry asks: Did Sharon inform Jane that Zoe calculated the tip?,Does Larry believe that Zoe calculated the tip?,Does Larry believe that Zoe didn't calculate the tip?,0.05,-5.6769813e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.6769813e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-5.6769813e-06), TopLogprob(token='1', bytes=[49], logprob=-12.125006), TopLogprob(token=' ', bytes=[32], logprob=-15.625006), TopLogprob(token='-', bytes=[45], logprob=-17.250006), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.250006)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0031830634, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0031830634), TopLogprob(token='<|end|>', bytes=None, logprob=-5.753183), TopLogprob(token='<|end|>', bytes=None, logprob=-12.503183), TopLogprob(token=',', bytes=[44], logprob=-14.378183), TopLogprob(token='<|end|>', bytes=None, logprob=-15.503183)]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-1.3323196, top_logprobs=[TopLogprob(token='05', bytes=[48, 53], logprob=-1.3323196), TopLogprob(token='02', bytes=[48, 50], logprob=-1.5823196), TopLogprob(token='03', bytes=[48, 51], logprob=-2.4573197), TopLogprob(token='04', bytes=[48, 52], logprob=-2.5823197), TopLogprob(token='10', bytes=[49, 48], logprob=-2.7073197)])]"
know,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Kathleen asks: Does Jeffrey know that Zoe calculated the tip? Question: Does Kathleen believe that Zoe calculated the tip?,Kathleen asks: Does Jeffrey know that Zoe calculated the tip?,Does Kathleen believe that Zoe calculated the tip?,Does Kathleen believe that Zoe didn't calculate the tip?,0.10,-8.061054e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-8.061054e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-8.061054e-06), TopLogprob(token='1', bytes=[49], logprob=-11.750008), TopLogprob(token=' ', bytes=[32], logprob=-16.500008), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-17.500008), TopLogprob(token='No', bytes=[78, 111], logprob=-17.625008)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.014173507, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.014173507), TopLogprob(token='<|end|>', bytes=None, logprob=-4.2641735), TopLogprob(token='<|end|>', bytes=None, logprob=-11.7641735), TopLogprob(token='<|end|>', bytes=None, logprob=-14.6391735), TopLogprob(token=',', bytes=[44], logprob=-15.1391735)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.4301475, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.4301475), TopLogprob(token='05', bytes=[48, 53], logprob=-1.9301475), TopLogprob(token='15', bytes=[49, 53], logprob=-2.1801476), TopLogprob(token='02', bytes=[48, 50], logprob=-2.4301476), TopLogprob(token='1', bytes=[49], logprob=-2.6801476)])]"
pretend,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Christopher asks: Did Jonathan pretend that Zoe calculated the tip? Question: Does Christopher believe that Zoe calculated the tip?,Christopher asks: Did Jonathan pretend that Zoe calculated the tip?,Does Christopher believe that Zoe calculated the tip?,Does Christopher believe that Zoe didn't calculate the tip?,0.05,-6.6947665e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-6.6947665e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-6.6947665e-05), TopLogprob(token='1', bytes=[49], logprob=-9.625067), TopLogprob(token=' ', bytes=[32], logprob=-14.375067), TopLogprob(token='-', bytes=[45], logprob=-16.875067), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-17.000067)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.038052168, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.038052168), TopLogprob(token='<|end|>', bytes=None, logprob=-3.288052), TopLogprob(token='<|end|>', bytes=None, logprob=-11.788053), TopLogprob(token='\n', bytes=[10], logprob=-13.538053), TopLogprob(token='<|end|>', bytes=None, logprob=-14.538053)]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-0.729559, top_logprobs=[TopLogprob(token='05', bytes=[48, 53], logprob=-0.729559), TopLogprob(token='02', bytes=[48, 50], logprob=-1.854559), TopLogprob(token='10', bytes=[49, 48], logprob=-1.979559), TopLogprob(token='01', bytes=[48, 49], logprob=-2.854559), TopLogprob(token='04', bytes=[48, 52], logprob=-3.229559)])]"
prove,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Donna asks: Did Eric prove that Zoe calculated the tip? Question: Does Donna believe that Zoe calculated the tip?,Donna asks: Did Eric prove that Zoe calculated the tip?,Does Donna believe that Zoe calculated the tip?,Does Donna believe that Zoe didn't calculate the tip?,0.02,-1.1637165e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.1637165e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.1637165e-05), TopLogprob(token='1', bytes=[49], logprob=-11.375011), TopLogprob(token=' ', bytes=[32], logprob=-15.750011), TopLogprob(token='-', bytes=[45], logprob=-17.625011), TopLogprob(token='\ufeff', bytes=[239, 187, 191], logprob=-18.250011)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0011726059, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0011726059), TopLogprob(token='<|end|>', bytes=None, logprob=-6.7511725), TopLogprob(token='<|end|>', bytes=None, logprob=-13.751173), TopLogprob(token=',', bytes=[44], logprob=-14.376173), TopLogprob(token='<|end|>', bytes=None, logprob=-16.126173)]), ChatCompletionTokenLogprob(token='02', bytes=[48, 50], logprob=-1.3214734, top_logprobs=[TopLogprob(token='02', bytes=[48, 50], logprob=-1.3214734), TopLogprob(token='05', bytes=[48, 53], logprob=-1.4464734), TopLogprob(token='03', bytes=[48, 51], logprob=-2.4464734), TopLogprob(token='01', bytes=[48, 49], logprob=-2.4464734), TopLogprob(token='04', bytes=[48, 52], logprob=-2.6964734)])]"
reveal,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Kimberly asks: Did Eric reveal that Zoe calculated the tip? Question: Does Kimberly believe that Zoe calculated the tip?,Kimberly asks: Did Eric reveal that Zoe calculated the tip?,Does Kimberly believe that Zoe calculated the tip?,Does Kimberly believe that Zoe didn't calculate the tip?,0.02,-5.9153886e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.9153886e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-5.9153886e-06), TopLogprob(token='1', bytes=[49], logprob=-12.125006), TopLogprob(token=' ', bytes=[32], logprob=-15.500006), TopLogprob(token='-', bytes=[45], logprob=-17.375006), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.625006)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0015051017, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0015051017), TopLogprob(token='<|end|>', bytes=None, logprob=-6.501505), TopLogprob(token='<|end|>', bytes=None, logprob=-14.001505), TopLogprob(token=',', bytes=[44], logprob=-14.001505), TopLogprob(token='<|end|>', bytes=None, logprob=-15.751505)]), ChatCompletionTokenLogprob(token='02', bytes=[48, 50], logprob=-1.4924502, top_logprobs=[TopLogprob(token='02', bytes=[48, 50], logprob=-1.4924502), TopLogprob(token='05', bytes=[48, 53], logprob=-1.6174502), TopLogprob(token='03', bytes=[48, 51], logprob=-2.3674502), TopLogprob(token='10', bytes=[49, 48], logprob=-2.6174502), TopLogprob(token='04', bytes=[48, 52], logprob=-2.7424502)])]"
say,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Edward asks: Did Timothy say that Zoe calculated the tip? Question: Does Edward believe that Zoe calculated the tip?,Edward asks: Did Timothy say that Zoe calculated the tip?,Does Edward believe that Zoe calculated the tip?,Does Edward believe that Zoe didn't calculate the tip?,0.02,-6.704273e-07,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-6.704273e-07, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-6.704273e-07), TopLogprob(token='1', bytes=[49], logprob=-14.625001), TopLogprob(token=' ', bytes=[32], logprob=-16.5), TopLogprob(token='-', bytes=[45], logprob=-18.75), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-19.5)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0015041481, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0015041481), TopLogprob(token='<|end|>', bytes=None, logprob=-6.501504), TopLogprob(token='<|end|>', bytes=None, logprob=-13.501504), TopLogprob(token=',', bytes=[44], logprob=-16.001505), TopLogprob(token='<|end|>', bytes=None, logprob=-16.376505)]), ChatCompletionTokenLogprob(token='02', bytes=[48, 50], logprob=-1.0770924, top_logprobs=[TopLogprob(token='02', bytes=[48, 50], logprob=-1.0770924), TopLogprob(token='05', bytes=[48, 53], logprob=-1.5770924), TopLogprob(token='01', bytes=[48, 49], logprob=-1.9520924), TopLogprob(token='03', bytes=[48, 51], logprob=-2.2020924), TopLogprob(token='04', bytes=[48, 52], logprob=-2.4520924)])]"
see,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Tyler asks: Did Eric see that Zoe calculated the tip? Question: Does Tyler believe that Zoe calculated the tip?,Tyler asks: Did Eric see that Zoe calculated the tip?,Does Tyler believe that Zoe calculated the tip?,Does Tyler believe that Zoe didn't calculate the tip?,0.1,-4.048445e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.048445e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.048445e-05), TopLogprob(token='1', bytes=[49], logprob=-10.12504), TopLogprob(token=' ', bytes=[32], logprob=-15.62504), TopLogprob(token='-', bytes=[45], logprob=-16.87504), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.12504)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.023259336, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.023259336), TopLogprob(token='<|end|>', bytes=None, logprob=-3.7732594), TopLogprob(token='<|end|>', bytes=None, logprob=-11.273259), TopLogprob(token='<|end|>', bytes=None, logprob=-14.898259), TopLogprob(token=' -', bytes=[32, 45], logprob=-16.02326)]), ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-2.1801264, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-2.1801264), TopLogprob(token='10', bytes=[49, 48], logprob=-2.1801264), TopLogprob(token='05', bytes=[48, 53], logprob=-2.1801264), TopLogprob(token='15', bytes=[49, 53], logprob=-2.3051264), TopLogprob(token='12', bytes=[49, 50], logprob=-2.4301264)])]"
suggest,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Betty asks: Did Emily suggest that Zoe calculated the tip? Question: Does Betty believe that Zoe calculated the tip?,Betty asks: Did Emily suggest that Zoe calculated the tip?,Does Betty believe that Zoe calculated the tip?,Does Betty believe that Zoe didn't calculate the tip?,0.02,-4.723352e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.723352e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.723352e-06), TopLogprob(token='1', bytes=[49], logprob=-12.375005), TopLogprob(token=' ', bytes=[32], logprob=-15.000005), TopLogprob(token='-', bytes=[45], logprob=-17.500004), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-18.250004)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.006717744, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.006717744), TopLogprob(token='<|end|>', bytes=None, logprob=-5.0067177), TopLogprob(token='<|end|>', bytes=None, logprob=-13.506718), TopLogprob(token=',', bytes=[44], logprob=-15.506718), TopLogprob(token='<|end|>', bytes=None, logprob=-15.506718)]), ChatCompletionTokenLogprob(token='02', bytes=[48, 50], logprob=-1.077901, top_logprobs=[TopLogprob(token='02', bytes=[48, 50], logprob=-1.077901), TopLogprob(token='05', bytes=[48, 53], logprob=-1.452901), TopLogprob(token='01', bytes=[48, 49], logprob=-1.577901), TopLogprob(token='03', bytes=[48, 51], logprob=-2.577901), TopLogprob(token='04', bytes=[48, 52], logprob=-2.827901)])]"
think,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Donna asks: Does Ryan think that Zoe calculated the tip? Question: Does Donna believe that Zoe calculated the tip?,Donna asks: Does Ryan think that Zoe calculated the tip?,Does Donna believe that Zoe calculated the tip?,Does Donna believe that Zoe didn't calculate the tip?,0.02,-1.0564331e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.0564331e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.0564331e-05), TopLogprob(token='1', bytes=[49], logprob=-11.5000105), TopLogprob(token=' ', bytes=[32], logprob=-15.1250105), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-17.250011), TopLogprob(token='No', bytes=[78, 111], logprob=-17.625011)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0015039096, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0015039096), TopLogprob(token='<|end|>', bytes=None, logprob=-6.501504), TopLogprob(token='<|end|>', bytes=None, logprob=-13.626504), TopLogprob(token=',', bytes=[44], logprob=-15.876504), TopLogprob(token='<|end|>', bytes=None, logprob=-16.626503)]), ChatCompletionTokenLogprob(token='02', bytes=[48, 50], logprob=-1.2188429, top_logprobs=[TopLogprob(token='02', bytes=[48, 50], logprob=-1.2188429), TopLogprob(token='05', bytes=[48, 53], logprob=-1.4688429), TopLogprob(token='01', bytes=[48, 49], logprob=-1.8438429), TopLogprob(token='03', bytes=[48, 51], logprob=-2.343843), TopLogprob(token='04', bytes=[48, 52], logprob=-2.593843)])]"
polar,p,low_prior,Zoe,Zoe is 5 years old.,Fact: Zoe is 5 years old. Sentence: Daniel asks: Did Zoe calculate the tip? Question: Does Daniel believe that Zoe calculated the tip?,Daniel asks: Did Zoe calculate the tip?,Does Daniel believe that Zoe calculated the tip?,,0.02,-2.8160932e-06,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.8160932e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.8160932e-06), TopLogprob(token='1', bytes=[49], logprob=-13.000003), TopLogprob(token=' ', bytes=[32], logprob=-14.625003), TopLogprob(token='-', bytes=[45], logprob=-17.625002), TopLogprob(token='#', bytes=[35], logprob=-18.375002)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0011730826, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0011730826), TopLogprob(token='<|end|>', bytes=None, logprob=-6.751173), TopLogprob(token='<|end|>', bytes=None, logprob=-13.001173), TopLogprob(token='\n', bytes=[10], logprob=-15.876173), TopLogprob(token='<|end|>', bytes=None, logprob=-16.251173)]), ChatCompletionTokenLogprob(token='02', bytes=[48, 50], logprob=-1.0181808, top_logprobs=[TopLogprob(token='02', bytes=[48, 50], logprob=-1.0181808), TopLogprob(token='05', bytes=[48, 53], logprob=-1.3931808), TopLogprob(token='01', bytes=[48, 49], logprob=-1.6431808), TopLogprob(token='03', bytes=[48, 51], logprob=-2.5181808), TopLogprob(token='04', bytes=[48, 52], logprob=-2.8931808)])]"
acknowledge,p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Steven asks: Did Melissa acknowledge that Frank got a cat? Question: Does Steven believe that Frank got a cat?,Steven asks: Did Melissa acknowledge that Frank got a cat?,Does Steven believe that Frank got a cat?,Does Steven believe that Frank didn't get a cat?,0.15,-0.0028060602,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0028060602, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0028060602), TopLogprob(token='1', bytes=[49], logprob=-5.877806), TopLogprob(token=' ', bytes=[32], logprob=-14.252806), TopLogprob(token='-', bytes=[45], logprob=-16.440306), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-16.627806)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0040827934, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0040827934), TopLogprob(token='<|end|>', bytes=None, logprob=-5.5040827), TopLogprob(token='<|end|>', bytes=None, logprob=-12.504083), TopLogprob(token='<|end|>', bytes=None, logprob=-16.254084), TopLogprob(token='\n', bytes=[10], logprob=-16.629084)]), ChatCompletionTokenLogprob(token='15', bytes=[49, 53], logprob=-1.5542743, top_logprobs=[TopLogprob(token='15', bytes=[49, 53], logprob=-1.5542743), TopLogprob(token='20', bytes=[50, 48], logprob=-1.9292743), TopLogprob(token='2', bytes=[50], logprob=-2.1792743), TopLogprob(token='10', bytes=[49, 48], logprob=-2.3042743), TopLogprob(token='25', bytes=[50, 53], logprob=-2.5542743)])]"
admit,p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Sandra asks: Did Amanda admit that Frank got a cat? Question: Does Sandra believe that Frank got a cat?,Sandra asks: Did Amanda admit that Frank got a cat?,Does Sandra believe that Frank got a cat?,Does Sandra believe that Frank didn't get a cat?,0.20,-0.00049167214,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00049167214, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00049167214), TopLogprob(token='1', bytes=[49], logprob=-7.6254916), TopLogprob(token=' ', bytes=[32], logprob=-13.000492), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-15.875492), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-16.000492)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.000912894, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.000912894), TopLogprob(token='<|end|>', bytes=None, logprob=-7.0009127), TopLogprob(token='<|end|>', bytes=None, logprob=-14.250913), TopLogprob(token=',', bytes=[44], logprob=-15.500913), TopLogprob(token='<|end|>', bytes=None, logprob=-16.750914)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.587401, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.587401), TopLogprob(token='2', bytes=[50], logprob=-1.712401), TopLogprob(token='15', bytes=[49, 53], logprob=-1.837401), TopLogprob(token='10', bytes=[49, 48], logprob=-2.212401), TopLogprob(token='30', bytes=[51, 48], logprob=-2.337401)])]"
announce,p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Larry asks: Did Ryan announce that Frank got a cat? Question: Does Larry believe that Frank got a cat?,Larry asks: Did Ryan announce that Frank got a cat?,Does Larry believe that Frank got a cat?,Does Larry believe that Frank didn't get a cat?,0.05,-2.8325678e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.8325678e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.8325678e-05), TopLogprob(token='1', bytes=[49], logprob=-10.500029), TopLogprob(token=' ', bytes=[32], logprob=-15.250029), TopLogprob(token='-', bytes=[45], logprob=-15.750029), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.062529)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.018169725, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.018169725), TopLogprob(token='<|end|>', bytes=None, logprob=-4.01817), TopLogprob(token='<|end|>', bytes=None, logprob=-11.018169), TopLogprob(token='\n', bytes=[10], logprob=-14.518169), TopLogprob(token='<|end|>', bytes=None, logprob=-14.518169)]), ChatCompletionTokenLogprob(token='05', bytes=[48, 53], logprob=-1.5670016, top_logprobs=[TopLogprob(token='05', bytes=[48, 53], logprob=-1.5670016), TopLogprob(token='02', bytes=[48, 50], logprob=-1.6920016), TopLogprob(token='1', bytes=[49], logprob=-2.1920016), TopLogprob(token='10', bytes=[49, 48], logprob=-2.4420016), TopLogprob(token='15', bytes=[49, 53], logprob=-2.8170016)])]"
annoyed,p,low_prior,Frank,Frank is allergic to cats.,Fact: Frank is allergic to cats. Sentence: Paul asks: Is Ryan annoyed that Frank got a cat? Question: Does Paul believe that Frank got a cat?,Paul asks: Is Ryan annoyed that Frank got a cat?,Does Paul believe that Frank got a cat?,Does Paul believe that Frank didn't get a cat?,1,-0.03804287,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.03804287, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.03804287), TopLogprob(token='0', bytes=[48], logprob=-3.2880428), TopLogprob(token='Yes', bytes=[89, 101, 115], logprob=-14.163043), TopLogprob(token=' ', bytes=[32], logprob=-15.288043), TopLogprob(token='১', bytes=[224, 167, 167], logprob=-16.663042)])]"
