verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,distribution,raw_probs
see,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Dorothy asks: Did Jacob see that Jon walks to work? Question: Does Dorothy believe that Jon walks to work?,Dorothy asks: Did Jacob see that Jon walks to work?,Does Dorothy believe that Jon walks to work?,Does Dorothy believe that Jon doesn't walk to work?,0.20,-0.00049131457,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00049131457, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00049131457), TopLogprob(token='1', bytes=[49], logprob=-7.7947206), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.604836), TopLogprob(token=' ', bytes=[32], logprob=-12.704028), TopLogprob(token='I', bytes=[73], logprob=-12.730487)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00012142374, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00012142374), TopLogprob(token='<|end|>', bytes=None, logprob=-9.032727), TopLogprob(token=' ', bytes=[32], logprob=-14.273562), TopLogprob(token=',', bytes=[44], logprob=-14.801578), TopLogprob(token='<|end|>', bytes=None, logprob=-14.938265)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-2.2004464, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-2.2004464), TopLogprob(token='75', bytes=[55, 53], logprob=-2.3147423), TopLogprob(token='10', bytes=[49, 48], logprob=-2.423526), TopLogprob(token='85', bytes=[56, 53], logprob=-2.5430806), TopLogprob(token='70', bytes=[55, 48], logprob=-2.6681416)])]"
suggest,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Kathleen asks: Did Amanda suggest that Jon walks to work? Question: Does Kathleen believe that Jon walks to work?,Kathleen asks: Did Amanda suggest that Jon walks to work?,Does Kathleen believe that Jon walks to work?,Does Kathleen believe that Jon doesn't walk to work?,0.10,-0.0004141073,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0004141073, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0004141073), TopLogprob(token='1', bytes=[49], logprob=-8.1000805), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.370552), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-11.7131), TopLogprob(token=' ', bytes=[32], logprob=-12.1007805)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0010250702, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0010250702), TopLogprob(token='<|end|>', bytes=None, logprob=-6.888219), TopLogprob(token=' ', bytes=[32], logprob=-13.517188), TopLogprob(token='<|end|>', bytes=None, logprob=-13.939567), TopLogprob(token=',', bytes=[44], logprob=-14.006137)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.4280312, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.4280312), TopLogprob(token='20', bytes=[50, 48], logprob=-1.5391343), TopLogprob(token='00', bytes=[48, 48], logprob=-2.7091057), TopLogprob(token='25', bytes=[50, 53], logprob=-2.9591477), TopLogprob(token='80', bytes=[56, 48], logprob=-3.1911767)])]"
think,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Tyler asks: Does Jeffrey think that Jon walks to work? Question: Does Tyler believe that Jon walks to work?,Tyler asks: Does Jeffrey think that Jon walks to work?,Does Tyler believe that Jon walks to work?,Does Tyler believe that Jon doesn't walk to work?,0.20,-9.6867785e-05,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-9.6867785e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-9.6867785e-05), TopLogprob(token='1', bytes=[49], logprob=-9.671101), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.682913), TopLogprob(token=' ', bytes=[32], logprob=-12.622032), TopLogprob(token='I', bytes=[73], logprob=-12.862251)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-6.122589e-05, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-6.122589e-05), TopLogprob(token='<|end|>', bytes=None, logprob=-9.72183), TopLogprob(token=' ', bytes=[32], logprob=-14.8723), TopLogprob(token=',', bytes=[44], logprob=-14.911656), TopLogprob(token='\n', bytes=[10], logprob=-16.008028)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.5280993, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.5280993), TopLogprob(token='10', bytes=[49, 48], logprob=-2.025862), TopLogprob(token='25', bytes=[50, 53], logprob=-2.452328), TopLogprob(token='30', bytes=[51, 48], logprob=-2.6552985), TopLogprob(token='70', bytes=[55, 48], logprob=-2.732815)])]"
polar,p,low_prior,Jon,Jon lives 10 miles away from work.,Fact: Jon lives 10 miles away from work. Sentence: Nancy asks: Does John walk to work? Question: Does Nancy believe that Jon walks to work?,Nancy asks: Does John walk to work?,Does Nancy believe that Jon walks to work?,,0.20,-0.00022475497,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00022475497, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00022475497), TopLogprob(token='1', bytes=[49], logprob=-8.833914), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.76087), TopLogprob(token=' ', bytes=[32], logprob=-12.082159), TopLogprob(token='I', bytes=[73], logprob=-12.56427)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00063332834, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00063332834), TopLogprob(token='<|end|>', bytes=None, logprob=-7.3713837), TopLogprob(token=' ', bytes=[32], logprob=-13.254687), TopLogprob(token=',', bytes=[44], logprob=-14.161853), TopLogprob(token='\n', bytes=[10], logprob=-14.718401)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.4029505, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.4029505), TopLogprob(token='10', bytes=[49, 48], logprob=-1.6785529), TopLogprob(token='2', bytes=[50], logprob=-2.22913), TopLogprob(token='25', bytes=[50, 53], logprob=-2.7126238), TopLogprob(token='30', bytes=[51, 48], logprob=-2.8076518)])]"
acknowledge,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: George asks: Did Melissa acknowledge that Charley speaks Spanish? Question: Does George believe that Charley speaks Spanish?,George asks: Did Melissa acknowledge that Charley speaks Spanish?,Does George believe that Charley speaks Spanish?,Does George believe that Charley doesn't speak Spanish?,0.10,-0.000104496816,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.000104496816, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.000104496816), TopLogprob(token='1', bytes=[49], logprob=-9.559647), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.551315), TopLogprob(token=' ', bytes=[32], logprob=-12.770264), TopLogprob(token='I', bytes=[73], logprob=-13.5149555)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0013686887, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0013686887), TopLogprob(token='<|end|>', bytes=None, logprob=-6.600074), TopLogprob(token=' ', bytes=[32], logprob=-13.003596), TopLogprob(token='\n', bytes=[10], logprob=-13.603142), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-13.887032)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.7570466, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.7570466), TopLogprob(token='20', bytes=[50, 48], logprob=-2.060935), TopLogprob(token='01', bytes=[48, 49], logprob=-2.2851992), TopLogprob(token='00', bytes=[48, 48], logprob=-2.5526571), TopLogprob(token='2', bytes=[50], logprob=-2.655963)])]"
admit,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Nancy asks: Did Ryan admit that Charley speaks Spanish? Question: Does Nancy believe that Charley speaks Spanish?,Nancy asks: Did Ryan admit that Charley speaks Spanish?,Does Nancy believe that Charley speaks Spanish?,Does Nancy believe that Charley doesn't speak Spanish?,0.10,-0.00021784115,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00021784115, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00021784115), TopLogprob(token='1', bytes=[49], logprob=-8.888113), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.617577), TopLogprob(token=' ', bytes=[32], logprob=-12.394756), TopLogprob(token='I', bytes=[73], logprob=-12.942381)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0010773493, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0010773493), TopLogprob(token='<|end|>', bytes=None, logprob=-6.838983), TopLogprob(token=' ', bytes=[32], logprob=-13.265475), TopLogprob(token='\n', bytes=[10], logprob=-13.847974), TopLogprob(token=',', bytes=[44], logprob=-14.239835)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.6392956, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.6392956), TopLogprob(token='20', bytes=[50, 48], logprob=-1.9786854), TopLogprob(token='01', bytes=[48, 49], logprob=-2.3273678), TopLogprob(token='00', bytes=[48, 48], logprob=-2.5343132), TopLogprob(token='15', bytes=[49, 53], logprob=-2.8001938)])]"
announce,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Jennifer asks: Did Jeffrey announce that Charley speaks Spanish? Question: Does Jennifer believe that Charley speaks Spanish?,Jennifer asks: Did Jeffrey announce that Charley speaks Spanish?,Does Jennifer believe that Charley speaks Spanish?,Does Jennifer believe that Charley doesn't speak Spanish?,0.10,-0.00022809267,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00022809267, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00022809267), TopLogprob(token='1', bytes=[49], logprob=-8.544362), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.808431), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-12.210139), TopLogprob(token=' ', bytes=[32], logprob=-12.830205)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0015335473, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0015335473), TopLogprob(token='<|end|>', bytes=None, logprob=-6.48275), TopLogprob(token=' ', bytes=[32], logprob=-14.0520935), TopLogprob(token='\n', bytes=[10], logprob=-14.363173), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-14.630139)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.4664793, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.4664793), TopLogprob(token='20', bytes=[50, 48], logprob=-1.9883814), TopLogprob(token='01', bytes=[48, 49], logprob=-2.3444948), TopLogprob(token='00', bytes=[48, 48], logprob=-2.7528753), TopLogprob(token='05', bytes=[48, 53], logprob=-2.77353)])]"
annoyed,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Dorothy asks: Is Laura annoyed that Charley speaks Spanish? Question: Does Dorothy believe that Charley speaks Spanish?,Dorothy asks: Is Laura annoyed that Charley speaks Spanish?,Does Dorothy believe that Charley speaks Spanish?,Does Dorothy believe that Charley doesn't speak Spanish?,0.75,-0.00076246075,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00076246075, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00076246075), TopLogprob(token='1', bytes=[49], logprob=-7.46302), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-8.753024), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-11.552941), TopLogprob(token=' ', bytes=[32], logprob=-12.104974)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0010919967, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0010919967), TopLogprob(token='<|end|>', bytes=None, logprob=-6.8229094), TopLogprob(token=' ', bytes=[32], logprob=-13.49991), TopLogprob(token=',', bytes=[44], logprob=-14.778671), TopLogprob(token='<|end|>', bytes=None, logprob=-14.956208)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-2.112321, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-2.112321), TopLogprob(token='85', bytes=[56, 53], logprob=-2.3227262), TopLogprob(token='8', bytes=[56], logprob=-2.5909414), TopLogprob(token='01', bytes=[48, 49], logprob=-2.6174517), TopLogprob(token='95', bytes=[57, 53], logprob=-2.7628202)])]"
right,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Sandra asks: Is Carol right that Charley speaks Spanish? Question: Does Sandra believe that Charley speaks Spanish?,Sandra asks: Is Carol right that Charley speaks Spanish?,Does Sandra believe that Charley speaks Spanish?,Does Sandra believe that Charley doesn't speak Spanish?,0.10,-0.0002072357,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0002072357, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0002072357), TopLogprob(token='1', bytes=[49], logprob=-8.778241), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.066884), TopLogprob(token=' ', bytes=[32], logprob=-13.117726), TopLogprob(token='I', bytes=[73], logprob=-13.151254)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0011535553, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0011535553), TopLogprob(token='<|end|>', bytes=None, logprob=-6.7671924), TopLogprob(token=' ', bytes=[32], logprob=-14.175092), TopLogprob(token=',', bytes=[44], logprob=-15.060741), TopLogprob(token='\n', bytes=[10], logprob=-15.064669)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.464974, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.464974), TopLogprob(token='20', bytes=[50, 48], logprob=-1.9674841), TopLogprob(token='2', bytes=[50], logprob=-2.2911973), TopLogprob(token='05', bytes=[48, 53], logprob=-2.5312276), TopLogprob(token='15', bytes=[49, 53], logprob=-2.5569959)])]"
confess,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Betty asks: Did Ronald confess that Charley speaks Spanish? Question: Does Betty believe that Charley speaks Spanish?,Betty asks: Did Ronald confess that Charley speaks Spanish?,Does Betty believe that Charley speaks Spanish?,Does Betty believe that Charley doesn't speak Spanish?,0.10,-0.00027992795,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00027992795, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00027992795), TopLogprob(token='1', bytes=[49], logprob=-8.374321), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.296572), TopLogprob(token=' ', bytes=[32], logprob=-11.945723), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.340805)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0015704455, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0015704455), TopLogprob(token='<|end|>', bytes=None, logprob=-6.459458), TopLogprob(token=' ', bytes=[32], logprob=-13.272998), TopLogprob(token=',', bytes=[44], logprob=-14.57757), TopLogprob(token='<|end|>', bytes=None, logprob=-14.763049)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.3776776, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.3776776), TopLogprob(token='20', bytes=[50, 48], logprob=-1.6899239), TopLogprob(token='2', bytes=[50], logprob=-2.7555842), TopLogprob(token='00', bytes=[48, 48], logprob=-2.8403354), TopLogprob(token='1', bytes=[49], logprob=-3.0549254)])]"
confirm,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Steven asks: Did Carol confirm that Charley speaks Spanish? Question: Does Steven believe that Charley speaks Spanish?,Steven asks: Did Carol confirm that Charley speaks Spanish?,Does Steven believe that Charley speaks Spanish?,Does Steven believe that Charley doesn't speak Spanish?,0.10,-0.00023810577,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00023810577, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00023810577), TopLogprob(token='1', bytes=[49], logprob=-8.823999), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.465944), TopLogprob(token='I', bytes=[73], logprob=-12.592144), TopLogprob(token=' ', bytes=[32], logprob=-12.968458)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0026557974, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0026557974), TopLogprob(token='<|end|>', bytes=None, logprob=-5.935775), TopLogprob(token=' ', bytes=[32], logprob=-12.514922), TopLogprob(token='\n', bytes=[10], logprob=-13.504429), TopLogprob(token='<|end|>', bytes=None, logprob=-13.933745)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.4492375, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.4492375), TopLogprob(token='00', bytes=[48, 48], logprob=-1.5656201), TopLogprob(token='01', bytes=[48, 49], logprob=-2.1093898), TopLogprob(token='20', bytes=[50, 48], logprob=-2.4373794), TopLogprob(token='05', bytes=[48, 53], logprob=-2.67666)])]"
demonstrate,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Brian asks: Did Jacob demonstrate that Charley speaks Spanish? Question: Does Brian believe that Charley speaks Spanish?,Brian asks: Did Jacob demonstrate that Charley speaks Spanish?,Does Brian believe that Charley speaks Spanish?,Does Brian believe that Charley doesn't speak Spanish?,0.10,-0.00022189408,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00022189408, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00022189408), TopLogprob(token='1', bytes=[49], logprob=-8.620791), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.330707), TopLogprob(token=' ', bytes=[32], logprob=-12.5414915), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.99569)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0029661728, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0029661728), TopLogprob(token='<|end|>', bytes=None, logprob=-5.8234715), TopLogprob(token=' ', bytes=[32], logprob=-13.160644), TopLogprob(token='\n', bytes=[10], logprob=-14.154892), TopLogprob(token='<|end|>', bytes=None, logprob=-14.372014)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.4766164, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.4766164), TopLogprob(token='00', bytes=[48, 48], logprob=-1.7050176), TopLogprob(token='01', bytes=[48, 49], logprob=-2.201342), TopLogprob(token='05', bytes=[48, 53], logprob=-2.3463216), TopLogprob(token='20', bytes=[50, 48], logprob=-2.3569455)])]"
discover,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Daniel asks: Did Gary discover that Charley speaks Spanish? Question: Does Daniel believe that Charley speaks Spanish?,Daniel asks: Did Gary discover that Charley speaks Spanish?,Does Daniel believe that Charley speaks Spanish?,Does Daniel believe that Charley doesn't speak Spanish?,0.10,-0.0001242773,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0001242773, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0001242773), TopLogprob(token='1', bytes=[49], logprob=-9.170292), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.129852), TopLogprob(token=' ', bytes=[32], logprob=-12.703564), TopLogprob(token='I', bytes=[73], logprob=-14.837954)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0014346358, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0014346358), TopLogprob(token='<|end|>', bytes=None, logprob=-6.552218), TopLogprob(token=' ', bytes=[32], logprob=-12.820062), TopLogprob(token='\n', bytes=[10], logprob=-13.795606), TopLogprob(token=',', bytes=[44], logprob=-13.991472)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.7006315, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.7006315), TopLogprob(token='2', bytes=[50], logprob=-2.0703387), TopLogprob(token='20', bytes=[50, 48], logprob=-2.1255107), TopLogprob(token='1', bytes=[49], logprob=-2.4649158), TopLogprob(token='15', bytes=[49, 53], logprob=-2.7707305)])]"
establish,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Paul asks: Did Melissa establish that Charley speaks Spanish? Question: Does Paul believe that Charley speaks Spanish?,Paul asks: Did Melissa establish that Charley speaks Spanish?,Does Paul believe that Charley speaks Spanish?,Does Paul believe that Charley doesn't speak Spanish?,0.00,-0.00023345684,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00023345684, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00023345684), TopLogprob(token='1', bytes=[49], logprob=-8.73404), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.852355), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-11.490228), TopLogprob(token=' ', bytes=[32], logprob=-12.8490095)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.045418885, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.045418885), TopLogprob(token='<|end|>', bytes=None, logprob=-3.1150181), TopLogprob(token=' ', bytes=[32], logprob=-11.3631735), TopLogprob(token='\n', bytes=[10], logprob=-12.244898), TopLogprob(token='\n\n', bytes=[10, 10], logprob=-12.685241)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-1.1309338, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-1.1309338), TopLogprob(token='10', bytes=[49, 48], logprob=-1.3959808), TopLogprob(token='01', bytes=[48, 49], logprob=-1.9378834), TopLogprob(token='05', bytes=[48, 53], logprob=-2.267048), TopLogprob(token='1', bytes=[49], logprob=-3.4047031)])]"
hear,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Scott asks: Did Emily hear that Charley speaks Spanish? Question: Does Scott believe that Charley speaks Spanish?,Scott asks: Did Emily hear that Charley speaks Spanish?,Does Scott believe that Charley speaks Spanish?,Does Scott believe that Charley doesn't speak Spanish?,0.10,-0.00016373003,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00016373003, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00016373003), TopLogprob(token='1', bytes=[49], logprob=-9.369524), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.642862), TopLogprob(token=' ', bytes=[32], logprob=-12.6536045), TopLogprob(token='I', bytes=[73], logprob=-12.693512)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0007293515, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0007293515), TopLogprob(token='<|end|>', bytes=None, logprob=-7.231929), TopLogprob(token=' ', bytes=[32], logprob=-12.936381), TopLogprob(token=',', bytes=[44], logprob=-14.086326), TopLogprob(token='\n', bytes=[10], logprob=-14.094248)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.2632928, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.2632928), TopLogprob(token='20', bytes=[50, 48], logprob=-1.6150556), TopLogprob(token='15', bytes=[49, 53], logprob=-2.8996186), TopLogprob(token='25', bytes=[50, 53], logprob=-2.9973931), TopLogprob(token='2', bytes=[50], logprob=-3.003529)])]"
inform,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Nancy asks: Did Gary inform Jane that Charley speaks Spanish? Question: Does Nancy believe that Charley speaks Spanish?,Nancy asks: Did Gary inform Jane that Charley speaks Spanish?,Does Nancy believe that Charley speaks Spanish?,Does Nancy believe that Charley doesn't speak Spanish?,0.75,-0.00019531534,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00019531534, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00019531534), TopLogprob(token='1', bytes=[49], logprob=-8.752099), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.644738), TopLogprob(token=' ', bytes=[32], logprob=-12.033116), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.855622)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0003863438, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0003863438), TopLogprob(token='<|end|>', bytes=None, logprob=-7.8686037), TopLogprob(token=' ', bytes=[32], logprob=-13.766261), TopLogprob(token=',', bytes=[44], logprob=-14.015085), TopLogprob(token='\n', bytes=[10], logprob=-14.542911)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-1.955691, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-1.955691), TopLogprob(token='85', bytes=[56, 53], logprob=-2.403994), TopLogprob(token='20', bytes=[50, 48], logprob=-2.5885339), TopLogprob(token='80', bytes=[56, 48], logprob=-2.6022534), TopLogprob(token='70', bytes=[55, 48], logprob=-2.649901)])]"
know,p,low_prior,Charley,Charley lives in Korea.,Fact: Charley lives in Korea. Sentence: Scott asks: Does Jonathan know that Charley speaks Spanish? Question: Does Scott believe that Charley speaks Spanish?,Scott asks: Does Jonathan know that Charley speaks Spanish?,Does Scott believe that Charley speaks Spanish?,Does Scott believe that Charley doesn't speak Spanish?,0.75,-0.00023059595,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00023059595, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00023059595), TopLogprob(token='1', bytes=[49], logprob=-8.83511), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.528332), TopLogprob(token=' ', bytes=[32], logprob=-12.712944), TopLogprob(token='Rating', bytes=[82, 97, 116, 105, 110, 103], logprob=-13.217979)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00018625586, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00018625586), TopLogprob(token='<|end|>', bytes=None, logprob=-8.607877), TopLogprob(token=' ', bytes=[32], logprob=-13.773859), TopLogprob(token='<|end|>', bytes=None, logprob=-14.346468), TopLogprob(token=',', bytes=[44], logprob=-14.458042)]), ChatCompletionTokenLogprob(token='75', bytes=[55, 53], logprob=-2.0957937, top_logprobs=[TopLogprob(token='75', bytes=[55, 53], logprob=-2.0957937), TopLogprob(token='20', bytes=[50, 48], logprob=-2.7316751), TopLogprob(token='25', bytes=[50, 53], logprob=-2.752965), TopLogprob(token='70', bytes=[55, 48], logprob=-2.8596945), TopLogprob(token='50', bytes=[53, 48], logprob=-2.8670588)])]"
