verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question,rating,output_probs,raw_probs
announce,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Kimberly asks: Did Jonathan announce that Emma studied on Saturday morning? Question: Is Kimberly certain that Emma studied on Saturday morning?,Kimberly asks: Did Jonathan announce that Emma studied on Saturday morning?,Is Kimberly certain that Emma studied on Saturday morning?,Is Kimberly certain that Emma didn't study on Saturday morning?,0.00,-0.777095022148,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.604148e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.604148e-06), TopLogprob(token='1', bytes=[49], logprob=-12.375005), TopLogprob(token=' ', bytes=[32], logprob=-15.125005), TopLogprob(token='-', bytes=[45], logprob=-17.625004), TopLogprob(token='#', bytes=[35], logprob=-18.250004)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.005236718, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.005236718), TopLogprob(token='<|end|>', bytes=None, logprob=-5.2552366), TopLogprob(token='<|end|>', bytes=None, logprob=-13.005237), TopLogprob(token='<|end|>', bytes=None, logprob=-15.380237), TopLogprob(token='\n', bytes=[10], logprob=-16.005238)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-0.7718537, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-0.7718537), TopLogprob(token='10', bytes=[49, 48], logprob=-1.3968537), TopLogprob(token='20', bytes=[50, 48], logprob=-2.3968537), TopLogprob(token='<|end|>', bytes=None, logprob=-3.2718537), TopLogprob(token='15', bytes=[49, 53], logprob=-3.5218537)])]"
annoyed,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Dorothy asks: Is Rebecca annoyed that Emma studied on Saturday morning? Question: Is Dorothy certain that Emma studied on Saturday morning?,Dorothy asks: Is Rebecca annoyed that Emma studied on Saturday morning?,Is Dorothy certain that Emma studied on Saturday morning?,Is Dorothy certain that Emma didn't study on Saturday morning?,0.90,-1.5270393039999999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.04859248, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.04859248), TopLogprob(token='1', bytes=[49], logprob=-3.0485926), TopLogprob(token=' ', bytes=[32], logprob=-12.548593), TopLogprob(token='-', bytes=[45], logprob=-15.611093), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-15.798593)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.011060324, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.011060324), TopLogprob(token='<|end|>', bytes=None, logprob=-4.51106), TopLogprob(token='<|end|>', bytes=None, logprob=-11.511061), TopLogprob(token='<|end|>', bytes=None, logprob=-14.761061), TopLogprob(token=',', bytes=[44], logprob=-15.886061)]), ChatCompletionTokenLogprob(token='90', bytes=[57, 48], logprob=-1.4673865, top_logprobs=[TopLogprob(token='90', bytes=[57, 48], logprob=-1.4673865), TopLogprob(token='95', bytes=[57, 53], logprob=-1.8423865), TopLogprob(token='80', bytes=[56, 48], logprob=-1.9673865), TopLogprob(token='85', bytes=[56, 53], logprob=-1.9673865), TopLogprob(token='9', bytes=[57], logprob=-2.3423865)])]"
right,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Dorothy asks: Is Jacob right that Emma studied on Saturday morning? Question: Is Dorothy certain that Emma studied on Saturday morning?,Dorothy asks: Is Jacob right that Emma studied on Saturday morning?,Is Dorothy certain that Emma studied on Saturday morning?,Is Dorothy certain that Emma didn't study on Saturday morning?,0.10,-1.234117423309,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.2842309e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.2842309e-05), TopLogprob(token='1', bytes=[49], logprob=-10.750023), TopLogprob(token=' ', bytes=[32], logprob=-13.625023), TopLogprob(token='\t', bytes=[9], logprob=-17.375023), TopLogprob(token='-', bytes=[45], logprob=-17.625023)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.011056781, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.011056781), TopLogprob(token='<|end|>', bytes=None, logprob=-4.511057), TopLogprob(token='<|end|>', bytes=None, logprob=-11.761057), TopLogprob(token='<|end|>', bytes=None, logprob=-14.636057), TopLogprob(token=',', bytes=[44], logprob=-16.386057)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.2230378, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.2230378), TopLogprob(token='20', bytes=[50, 48], logprob=-1.9730378), TopLogprob(token='15', bytes=[49, 53], logprob=-2.3480377), TopLogprob(token='2', bytes=[50], logprob=-2.7230377), TopLogprob(token='12', bytes=[49, 50], logprob=-2.7230377)])]"
confess,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Ashley asks: Did Deborah confess that Emma studied on Saturday morning? Question: Is Ashley certain that Emma studied on Saturday morning?,Ashley asks: Did Deborah confess that Emma studied on Saturday morning?,Is Ashley certain that Emma studied on Saturday morning?,Is Ashley certain that Emma didn't study on Saturday morning?,0.10,-1.5185243238000001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0001819682, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0001819682), TopLogprob(token='1', bytes=[49], logprob=-8.625182), TopLogprob(token=' ', bytes=[32], logprob=-13.125182), TopLogprob(token='-', bytes=[45], logprob=-17.000181), TopLogprob(token='\t', bytes=[9], logprob=-17.000181)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0009126556, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0009126556), TopLogprob(token='<|end|>', bytes=None, logprob=-7.0009127), TopLogprob(token='<|end|>', bytes=None, logprob=-14.500913), TopLogprob(token=',', bytes=[44], logprob=-16.000912), TopLogprob(token='<|end|>', bytes=None, logprob=-16.250912)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.5174297, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.5174297), TopLogprob(token='20', bytes=[50, 48], logprob=-2.0174298), TopLogprob(token='15', bytes=[49, 53], logprob=-2.3924298), TopLogprob(token='12', bytes=[49, 50], logprob=-2.5174298), TopLogprob(token='02', bytes=[48, 50], logprob=-3.1424298)])]"
confirm,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Betty asks: Did Laura confirm that Emma studied on Saturday morning? Question: Is Betty certain that Emma studied on Saturday morning?,Betty asks: Did Laura confirm that Emma studied on Saturday morning?,Is Betty certain that Emma studied on Saturday morning?,Is Betty certain that Emma didn't study on Saturday morning?,0.00,-0.816895802851,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-1.7716551e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-1.7716551e-05), TopLogprob(token='1', bytes=[49], logprob=-11.000018), TopLogprob(token=' ', bytes=[32], logprob=-14.250018), TopLogprob(token='-', bytes=[45], logprob=-16.500017), TopLogprob(token='#', bytes=[35], logprob=-17.625017)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0011740363, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0011740363), TopLogprob(token='<|end|>', bytes=None, logprob=-6.751174), TopLogprob(token='<|end|>', bytes=None, logprob=-12.876174), TopLogprob(token=',', bytes=[44], logprob=-14.751174), TopLogprob(token='\n', bytes=[10], logprob=-16.251175)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-0.81570405, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-0.81570405), TopLogprob(token='10', bytes=[49, 48], logprob=-1.8157041), TopLogprob(token='<|end|>', bytes=None, logprob=-2.190704), TopLogprob(token='20', bytes=[50, 48], logprob=-2.440704), TopLogprob(token='15', bytes=[49, 53], logprob=-3.690704)])]"
demonstrate,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Daniel asks: Did Amanda demonstrate that Emma studied on Saturday morning? Question: Is Daniel certain that Emma studied on Saturday morning?,Daniel asks: Did Amanda demonstrate that Emma studied on Saturday morning?,Is Daniel certain that Emma studied on Saturday morning?,Is Daniel certain that Emma didn't study on Saturday morning?,0.00,-0.565552217704,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-3.5716304e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-3.5716304e-05), TopLogprob(token='1', bytes=[49], logprob=-10.250035), TopLogprob(token=' ', bytes=[32], logprob=-15.500035), TopLogprob(token='-', bytes=[45], logprob=-18.250036), TopLogprob(token='#', bytes=[35], logprob=-18.625036)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0019303014, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0019303014), TopLogprob(token='<|end|>', bytes=None, logprob=-6.25193), TopLogprob(token='<|end|>', bytes=None, logprob=-13.50193), TopLogprob(token=',', bytes=[44], logprob=-16.37693), TopLogprob(token='<|end|>', bytes=None, logprob=-16.37693)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-0.5635862, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-0.5635862), TopLogprob(token='10', bytes=[49, 48], logprob=-1.9385862), TopLogprob(token='<|end|>', bytes=None, logprob=-2.3135862), TopLogprob(token='20', bytes=[50, 48], logprob=-3.1885862), TopLogprob(token='15', bytes=[49, 53], logprob=-3.8135862)])]"
discover,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Daniel asks: Did Nicholas discover that Emma studied on Saturday morning? Question: Is Daniel certain that Emma studied on Saturday morning?,Daniel asks: Did Nicholas discover that Emma studied on Saturday morning?,Is Daniel certain that Emma studied on Saturday morning?,Is Daniel certain that Emma didn't study on Saturday morning?,0.10,-1.1578229817849999,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-9.6867785e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-9.6867785e-05), TopLogprob(token='1', bytes=[49], logprob=-9.250097), TopLogprob(token=' ', bytes=[32], logprob=-14.500097), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-17.125097), TopLogprob(token='-', bytes=[45], logprob=-17.375097)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.006722114, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.006722114), TopLogprob(token='<|end|>', bytes=None, logprob=-5.006722), TopLogprob(token='<|end|>', bytes=None, logprob=-12.506722), TopLogprob(token='<|end|>', bytes=None, logprob=-14.256722), TopLogprob(token=',', bytes=[44], logprob=-15.006722)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.151004, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.151004), TopLogprob(token='00', bytes=[48, 48], logprob=-1.901004), TopLogprob(token='20', bytes=[50, 48], logprob=-2.1510038), TopLogprob(token='15', bytes=[49, 53], logprob=-2.7760038), TopLogprob(token='12', bytes=[49, 50], logprob=-3.0260038)])]"
establish,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Dorothy asks: Did Nicholas establish that Emma studied on Saturday morning? Question: Is Dorothy certain that Emma studied on Saturday morning?,Dorothy asks: Did Nicholas establish that Emma studied on Saturday morning?,Is Dorothy certain that Emma studied on Saturday morning?,Is Dorothy certain that Emma didn't study on Saturday morning?,0.00,-1.2549774103640001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.0842064e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.0842064e-05), TopLogprob(token='1', bytes=[49], logprob=-10.125041), TopLogprob(token=' ', bytes=[32], logprob=-14.250041), TopLogprob(token='#', bytes=[35], logprob=-17.75004), TopLogprob(token='-', bytes=[45], logprob=-17.87504)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0052376683, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0052376683), TopLogprob(token='<|end|>', bytes=None, logprob=-5.2552376), TopLogprob(token='<|end|>', bytes=None, logprob=-13.005238), TopLogprob(token='<|end|>', bytes=None, logprob=-14.880238), TopLogprob(token=',', bytes=[44], logprob=-15.005238)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-1.2496989, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-1.2496989), TopLogprob(token='10', bytes=[49, 48], logprob=-1.6246989), TopLogprob(token='02', bytes=[48, 50], logprob=-2.2496989), TopLogprob(token='05', bytes=[48, 53], logprob=-2.7496989), TopLogprob(token='<|end|>', bytes=None, logprob=-2.9996989)])]"
hear,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Dorothy asks: Did Carol hear that Emma studied on Saturday morning? Question: Is Dorothy certain that Emma studied on Saturday morning?,Dorothy asks: Did Carol hear that Emma studied on Saturday morning?,Is Dorothy certain that Emma studied on Saturday morning?,Is Dorothy certain that Emma didn't study on Saturday morning?,0.20,-1.5338231528700002,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.00018339496, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.00018339496), TopLogprob(token='1', bytes=[49], logprob=-8.625183), TopLogprob(token=' ', bytes=[32], logprob=-12.750183), TopLogprob(token='-', bytes=[45], logprob=-15.625183), TopLogprob(token='#', bytes=[35], logprob=-16.750183)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00015955791, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00015955791), TopLogprob(token='<|end|>', bytes=None, logprob=-8.750159), TopLogprob(token='<|end|>', bytes=None, logprob=-14.750159), TopLogprob(token=',', bytes=[44], logprob=-15.500159), TopLogprob(token='\n', bytes=[10], logprob=-17.25016)]), ChatCompletionTokenLogprob(token='20', bytes=[50, 48], logprob=-1.5334802, top_logprobs=[TopLogprob(token='20', bytes=[50, 48], logprob=-1.5334802), TopLogprob(token='10', bytes=[49, 48], logprob=-1.5334802), TopLogprob(token='2', bytes=[50], logprob=-1.7834802), TopLogprob(token='30', bytes=[51, 48], logprob=-2.7834802), TopLogprob(token='15', bytes=[49, 53], logprob=-2.9084802)])]"
inform,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: George asks: Did Deborah inform Jane that Emma studied on Saturday morning? Question: Is George certain that Emma studied on Saturday morning?,George asks: Did Deborah inform Jane that Emma studied on Saturday morning?,Is George certain that Emma studied on Saturday morning?,Is George certain that Emma didn't study on Saturday morning?,0.10,-1.3405647885,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0024769625, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0024769625), TopLogprob(token='1', bytes=[49], logprob=-6.002477), TopLogprob(token=' ', bytes=[32], logprob=-13.877477), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-16.002478), TopLogprob(token='-', bytes=[45], logprob=-17.502478)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.006726026, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.006726026), TopLogprob(token='<|end|>', bytes=None, logprob=-5.006726), TopLogprob(token='<|end|>', bytes=None, logprob=-11.756726), TopLogprob(token='<|end|>', bytes=None, logprob=-14.756726), TopLogprob(token=',', bytes=[44], logprob=-15.006726)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.3313618, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.3313618), TopLogprob(token='20', bytes=[50, 48], logprob=-1.4563618), TopLogprob(token='00', bytes=[48, 48], logprob=-2.3313618), TopLogprob(token='15', bytes=[49, 53], logprob=-2.7063618), TopLogprob(token='30', bytes=[51, 48], logprob=-2.8313618)])]"
know,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Christopher asks: Does Ryan know that Emma studied on Saturday morning? Question: Is Christopher certain that Emma studied on Saturday morning?,Christopher asks: Does Ryan know that Emma studied on Saturday morning?,Is Christopher certain that Emma studied on Saturday morning?,Is Christopher certain that Emma didn't study on Saturday morning?,0.2,-2.27534733224,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.06994255, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.06994255), TopLogprob(token='1', bytes=[49], logprob=-2.6949425), TopLogprob(token=' ', bytes=[32], logprob=-12.194942), TopLogprob(token='-', bytes=[45], logprob=-15.694942), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-16.194942)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00091598224, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00091598224), TopLogprob(token='<|end|>', bytes=None, logprob=-7.000916), TopLogprob(token='<|end|>', bytes=None, logprob=-12.875916), TopLogprob(token=',', bytes=[44], logprob=-14.000916), TopLogprob(token='<|end|>', bytes=None, logprob=-16.250916)]), ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-2.2044888, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-2.2044888), TopLogprob(token='85', bytes=[56, 53], logprob=-2.3294888), TopLogprob(token='8', bytes=[56], logprob=-2.5794888), TopLogprob(token='3', bytes=[51], logprob=-2.5794888), TopLogprob(token='80', bytes=[56, 48], logprob=-2.8294888)])]"
pretend,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Kimberly asks: Did Stephanie pretend that Emma studied on Saturday morning? Question: Is Kimberly certain that Emma studied on Saturday morning?,Kimberly asks: Did Stephanie pretend that Emma studied on Saturday morning?,Is Kimberly certain that Emma studied on Saturday morning?,Is Kimberly certain that Emma didn't study on Saturday morning?,0.00,-2.0128856346500004,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-6.635165e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-6.635165e-05), TopLogprob(token='1', bytes=[49], logprob=-9.625067), TopLogprob(token=' ', bytes=[32], logprob=-15.250067), TopLogprob(token='-', bytes=[45], logprob=-17.875067), TopLogprob(token='#', bytes=[35], logprob=-18.875067)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.006723183, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.006723183), TopLogprob(token='<|end|>', bytes=None, logprob=-5.0067234), TopLogprob(token='<|end|>', bytes=None, logprob=-12.006723), TopLogprob(token='<|end|>', bytes=None, logprob=-14.756723), TopLogprob(token=',', bytes=[44], logprob=-15.131723)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-2.0060961, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-2.0060961), TopLogprob(token='10', bytes=[49, 48], logprob=-2.0060961), TopLogprob(token='02', bytes=[48, 50], logprob=-2.0060961), TopLogprob(token='12', bytes=[49, 50], logprob=-2.5060961), TopLogprob(token='05', bytes=[48, 53], logprob=-2.6310961)])]"
prove,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Cynthia asks: Did Ryan prove that Emma studied on Saturday morning? Question: Is Cynthia certain that Emma studied on Saturday morning?,Cynthia asks: Did Ryan prove that Emma studied on Saturday morning?,Is Cynthia certain that Emma studied on Saturday morning?,Is Cynthia certain that Emma didn't study on Saturday morning?,0.00,-0.5130727282440001,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-5.3239244e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-5.3239244e-05), TopLogprob(token='1', bytes=[49], logprob=-9.875053), TopLogprob(token=' ', bytes=[32], logprob=-13.500053), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-16.750053), TopLogprob(token='-', bytes=[45], logprob=-17.000053)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.006720229, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.006720229), TopLogprob(token='<|end|>', bytes=None, logprob=-5.00672), TopLogprob(token='<|end|>', bytes=None, logprob=-12.756721), TopLogprob(token='<|end|>', bytes=None, logprob=-14.631721), TopLogprob(token=',', bytes=[44], logprob=-15.006721)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-0.50629926, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-0.50629926), TopLogprob(token='10', bytes=[49, 48], logprob=-2.0062993), TopLogprob(token='<|end|>', bytes=None, logprob=-2.6312993), TopLogprob(token='20', bytes=[50, 48], logprob=-3.1312993), TopLogprob(token='02', bytes=[48, 50], logprob=-3.8812993)])]"
reveal,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Betty asks: Did Jason reveal that Emma studied on Saturday morning? Question: Is Betty certain that Emma studied on Saturday morning?,Betty asks: Did Jason reveal that Emma studied on Saturday morning?,Is Betty certain that Emma studied on Saturday morning?,Is Betty certain that Emma didn't study on Saturday morning?,0.10,-1.02699308198,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.486877e-05, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.486877e-05), TopLogprob(token='1', bytes=[49], logprob=-10.625025), TopLogprob(token=' ', bytes=[32], logprob=-14.625025), TopLogprob(token='-', bytes=[45], logprob=-17.500025), TopLogprob(token='Given', bytes=[71, 105, 118, 101, 110], logprob=-17.750025)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.00020461321, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.00020461321), TopLogprob(token='<|end|>', bytes=None, logprob=-8.500205), TopLogprob(token='<|end|>', bytes=None, logprob=-15.000205), TopLogprob(token=',', bytes=[44], logprob=-15.000205), TopLogprob(token='\n', bytes=[10], logprob=-17.000204)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.0267636, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.0267636), TopLogprob(token='20', bytes=[50, 48], logprob=-1.9017636), TopLogprob(token='00', bytes=[48, 48], logprob=-1.9017636), TopLogprob(token='<|end|>', bytes=None, logprob=-2.4017634), TopLogprob(token='15', bytes=[49, 53], logprob=-3.0267634)])]"
say,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Steven asks: Did Jason say that Emma studied on Saturday morning? Question: Is Steven certain that Emma studied on Saturday morning?,Steven asks: Did Jason say that Emma studied on Saturday morning?,Is Steven certain that Emma studied on Saturday morning?,Is Steven certain that Emma didn't study on Saturday morning?,0.00,-1.2444566908593,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-4.9617593e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-4.9617593e-06), TopLogprob(token='1', bytes=[49], logprob=-12.250005), TopLogprob(token=' ', bytes=[32], logprob=-16.125006), TopLogprob(token='-', bytes=[45], logprob=-19.000006), TopLogprob(token='#', bytes=[35], logprob=-19.250006)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0011721291, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0011721291), TopLogprob(token='<|end|>', bytes=None, logprob=-6.751172), TopLogprob(token='<|end|>', bytes=None, logprob=-13.751172), TopLogprob(token='\n', bytes=[10], logprob=-15.501172), TopLogprob(token=',', bytes=[44], logprob=-16.501173)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-1.2432796, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-1.2432796), TopLogprob(token='10', bytes=[49, 48], logprob=-1.8682796), TopLogprob(token='02', bytes=[48, 50], logprob=-2.1182795), TopLogprob(token='05', bytes=[48, 53], logprob=-2.3682795), TopLogprob(token='01', bytes=[48, 49], logprob=-2.8682795)])]"
see,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Karen asks: Did Jonathan see that Emma studied on Saturday morning? Question: Is Karen certain that Emma studied on Saturday morning?,Karen asks: Did Jonathan see that Emma studied on Saturday morning?,Is Karen certain that Emma studied on Saturday morning?,Is Karen certain that Emma didn't study on Saturday morning?,0.10,-1.3913892473,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-0.0004900033, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-0.0004900033), TopLogprob(token='1', bytes=[49], logprob=-7.62549), TopLogprob(token=' ', bytes=[32], logprob=-13.37549), TopLogprob(token='###', bytes=[35, 35, 35], logprob=-16.37549), TopLogprob(token='-', bytes=[45], logprob=-16.75049)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.000554344, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.000554344), TopLogprob(token='<|end|>', bytes=None, logprob=-7.5005546), TopLogprob(token='<|end|>', bytes=None, logprob=-14.250554), TopLogprob(token=',', bytes=[44], logprob=-16.125555), TopLogprob(token='\n', bytes=[10], logprob=-16.625555)]), ChatCompletionTokenLogprob(token='10', bytes=[49, 48], logprob=-1.3903449, top_logprobs=[TopLogprob(token='10', bytes=[49, 48], logprob=-1.3903449), TopLogprob(token='20', bytes=[50, 48], logprob=-1.5153449), TopLogprob(token='15', bytes=[49, 53], logprob=-2.3903449), TopLogprob(token='2', bytes=[50], logprob=-2.6403449), TopLogprob(token='12', bytes=[49, 50], logprob=-3.0153449)])]"
suggest,p,high_prior,Emma,Emma is in law school.,Fact: Emma is in law school. Sentence: Sandra asks: Did Ronald suggest that Emma studied on Saturday morning? Question: Is Sandra certain that Emma studied on Saturday morning?,Sandra asks: Did Ronald suggest that Emma studied on Saturday morning?,Is Sandra certain that Emma studied on Saturday morning?,Is Sandra certain that Emma didn't study on Saturday morning?,0.00,-1.2112558947968,"[ChatCompletionTokenLogprob(token='0', bytes=[48], logprob=-2.9352968e-06, top_logprobs=[TopLogprob(token='0', bytes=[48], logprob=-2.9352968e-06), TopLogprob(token='1', bytes=[49], logprob=-12.875003), TopLogprob(token=' ', bytes=[32], logprob=-15.125003), TopLogprob(token='-', bytes=[45], logprob=-18.250004), TopLogprob(token='```', bytes=[96, 96, 96], logprob=-18.625004)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0011735595, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0011735595), TopLogprob(token='<|end|>', bytes=None, logprob=-6.7511735), TopLogprob(token='<|end|>', bytes=None, logprob=-13.001174), TopLogprob(token=',', bytes=[44], logprob=-14.751174), TopLogprob(token='\n', bytes=[10], logprob=-15.501174)]), ChatCompletionTokenLogprob(token='00', bytes=[48, 48], logprob=-1.2100794, top_logprobs=[TopLogprob(token='00', bytes=[48, 48], logprob=-1.2100794), TopLogprob(token='10', bytes=[49, 48], logprob=-1.5850794), TopLogprob(token='02', bytes=[48, 50], logprob=-2.3350794), TopLogprob(token='05', bytes=[48, 53], logprob=-2.7100794), TopLogprob(token='12', bytes=[49, 50], logprob=-2.9600794)])]"
