verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
acknowledge,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Lisa asks: Did Sharon acknowledge that Grace visited her sister? Question: Does Lisa believe that Grace didn't visit her sister?,Lisa asks: Did Sharon acknowledge that Grace visited her sister?,Does Lisa believe that Grace visited her sister?,Does Lisa believe that Grace didn't visit her sister?
admit,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Donna asks: Did Timothy admit that Grace visited her sister? Question: Does Donna believe that Grace didn't visit her sister?,Donna asks: Did Timothy admit that Grace visited her sister?,Does Donna believe that Grace visited her sister?,Does Donna believe that Grace didn't visit her sister?
announce,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kenneth asks: Did Stephanie announce that Grace visited her sister? Question: Does Kenneth believe that Grace didn't visit her sister?,Kenneth asks: Did Stephanie announce that Grace visited her sister?,Does Kenneth believe that Grace visited her sister?,Does Kenneth believe that Grace didn't visit her sister?
annoyed,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Dorothy asks: Is Jonathan annoyed that Grace visited her sister? Question: Does Dorothy believe that Grace didn't visit her sister?,Dorothy asks: Is Jonathan annoyed that Grace visited her sister?,Does Dorothy believe that Grace visited her sister?,Does Dorothy believe that Grace didn't visit her sister?
right,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Daniel asks: Is Jason right that Grace visited her sister? Question: Does Daniel believe that Grace didn't visit her sister?,Daniel asks: Is Jason right that Grace visited her sister?,Does Daniel believe that Grace visited her sister?,Does Daniel believe that Grace didn't visit her sister?
confess,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Ashley asks: Did Jonathan confess that Grace visited her sister? Question: Does Ashley believe that Grace didn't visit her sister?,Ashley asks: Did Jonathan confess that Grace visited her sister?,Does Ashley believe that Grace visited her sister?,Does Ashley believe that Grace didn't visit her sister?
confirm,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Brian asks: Did Stephanie confirm that Grace visited her sister? Question: Does Brian believe that Grace didn't visit her sister?,Brian asks: Did Stephanie confirm that Grace visited her sister?,Does Brian believe that Grace visited her sister?,Does Brian believe that Grace didn't visit her sister?
demonstrate,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Jennifer asks: Did Jeffrey demonstrate that Grace visited her sister? Question: Does Jennifer believe that Grace didn't visit her sister?,Jennifer asks: Did Jeffrey demonstrate that Grace visited her sister?,Does Jennifer believe that Grace visited her sister?,Does Jennifer believe that Grace didn't visit her sister?
discover,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kathleen asks: Did Emily discover that Grace visited her sister? Question: Does Kathleen believe that Grace didn't visit her sister?,Kathleen asks: Did Emily discover that Grace visited her sister?,Does Kathleen believe that Grace visited her sister?,Does Kathleen believe that Grace didn't visit her sister?
establish,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Donna asks: Did Ronald establish that Grace visited her sister? Question: Does Donna believe that Grace didn't visit her sister?,Donna asks: Did Ronald establish that Grace visited her sister?,Does Donna believe that Grace visited her sister?,Does Donna believe that Grace didn't visit her sister?
hear,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Scott asks: Did Carol hear that Grace visited her sister? Question: Does Scott believe that Grace didn't visit her sister?,Scott asks: Did Carol hear that Grace visited her sister?,Does Scott believe that Grace visited her sister?,Does Scott believe that Grace didn't visit her sister?
inform,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Daniel asks: Did Ryan inform Jane that Grace visited her sister? Question: Does Daniel believe that Grace didn't visit her sister?,Daniel asks: Did Ryan inform Jane that Grace visited her sister?,Does Daniel believe that Grace visited her sister?,Does Daniel believe that Grace didn't visit her sister?
know,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kathleen asks: Does Laura know that Grace visited her sister? Question: Does Kathleen believe that Grace didn't visit her sister?,Kathleen asks: Does Laura know that Grace visited her sister?,Does Kathleen believe that Grace visited her sister?,Does Kathleen believe that Grace didn't visit her sister?
pretend,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Tyler asks: Did Jonathan pretend that Grace visited her sister? Question: Does Tyler believe that Grace didn't visit her sister?,Tyler asks: Did Jonathan pretend that Grace visited her sister?,Does Tyler believe that Grace visited her sister?,Does Tyler believe that Grace didn't visit her sister?
prove,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Daniel asks: Did Jason prove that Grace visited her sister? Question: Does Daniel believe that Grace didn't visit her sister?,Daniel asks: Did Jason prove that Grace visited her sister?,Does Daniel believe that Grace visited her sister?,Does Daniel believe that Grace didn't visit her sister?
reveal,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kimberly asks: Did Carol reveal that Grace visited her sister? Question: Does Kimberly believe that Grace didn't visit her sister?,Kimberly asks: Did Carol reveal that Grace visited her sister?,Does Kimberly believe that Grace visited her sister?,Does Kimberly believe that Grace didn't visit her sister?
say,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Lisa asks: Did Jacob say that Grace visited her sister? Question: Does Lisa believe that Grace didn't visit her sister?,Lisa asks: Did Jacob say that Grace visited her sister?,Does Lisa believe that Grace visited her sister?,Does Lisa believe that Grace didn't visit her sister?
see,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Ashley asks: Did Eric see that Grace visited her sister? Question: Does Ashley believe that Grace didn't visit her sister?,Ashley asks: Did Eric see that Grace visited her sister?,Does Ashley believe that Grace visited her sister?,Does Ashley believe that Grace didn't visit her sister?
suggest,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Kathleen asks: Did Rebecca suggest that Grace visited her sister? Question: Does Kathleen believe that Grace didn't visit her sister?,Kathleen asks: Did Rebecca suggest that Grace visited her sister?,Does Kathleen believe that Grace visited her sister?,Does Kathleen believe that Grace didn't visit her sister?
think,p,high_prior,Grace,Grace loves her sister.,Fact: Grace loves her sister. Sentence: Larry asks: Does Michelle think that Grace visited her sister? Question: Does Larry believe that Grace didn't visit her sister?,Larry asks: Does Michelle think that Grace visited her sister?,Does Larry believe that Grace visited her sister?,Does Larry believe that Grace didn't visit her sister?
acknowledge,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Daniel asks: Did Nicholas acknowledge that Zoe calculated the tip? Question: Does Daniel believe that Zoe didn't calculate the tip?,Daniel asks: Did Nicholas acknowledge that Zoe calculated the tip?,Does Daniel believe that Zoe calculated the tip?,Does Daniel believe that Zoe didn't calculate the tip?
admit,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Lisa asks: Did Laura admit that Zoe calculated the tip? Question: Does Lisa believe that Zoe didn't calculate the tip?,Lisa asks: Did Laura admit that Zoe calculated the tip?,Does Lisa believe that Zoe calculated the tip?,Does Lisa believe that Zoe didn't calculate the tip?
announce,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Betty asks: Did Michelle announce that Zoe calculated the tip? Question: Does Betty believe that Zoe didn't calculate the tip?,Betty asks: Did Michelle announce that Zoe calculated the tip?,Does Betty believe that Zoe calculated the tip?,Does Betty believe that Zoe didn't calculate the tip?
annoyed,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Jennifer asks: Is Jacob annoyed that Zoe calculated the tip? Question: Does Jennifer believe that Zoe didn't calculate the tip?,Jennifer asks: Is Jacob annoyed that Zoe calculated the tip?,Does Jennifer believe that Zoe calculated the tip?,Does Jennifer believe that Zoe didn't calculate the tip?
right,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Daniel asks: Is Michelle right that Zoe calculated the tip? Question: Does Daniel believe that Zoe didn't calculate the tip?,Daniel asks: Is Michelle right that Zoe calculated the tip?,Does Daniel believe that Zoe calculated the tip?,Does Daniel believe that Zoe didn't calculate the tip?
confess,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Donna asks: Did Nicholas confess that Zoe calculated the tip? Question: Does Donna believe that Zoe didn't calculate the tip?,Donna asks: Did Nicholas confess that Zoe calculated the tip?,Does Donna believe that Zoe calculated the tip?,Does Donna believe that Zoe didn't calculate the tip?
confirm,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Tyler asks: Did Laura confirm that Zoe calculated the tip? Question: Does Tyler believe that Zoe didn't calculate the tip?,Tyler asks: Did Laura confirm that Zoe calculated the tip?,Does Tyler believe that Zoe calculated the tip?,Does Tyler believe that Zoe didn't calculate the tip?
demonstrate,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Dorothy asks: Did Amanda demonstrate that Zoe calculated the tip? Question: Does Dorothy believe that Zoe didn't calculate the tip?,Dorothy asks: Did Amanda demonstrate that Zoe calculated the tip?,Does Dorothy believe that Zoe calculated the tip?,Does Dorothy believe that Zoe didn't calculate the tip?
discover,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Lisa asks: Did Jacob discover that Zoe calculated the tip? Question: Does Lisa believe that Zoe didn't calculate the tip?,Lisa asks: Did Jacob discover that Zoe calculated the tip?,Does Lisa believe that Zoe calculated the tip?,Does Lisa believe that Zoe didn't calculate the tip?
establish,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Kathleen asks: Did Ronald establish that Zoe calculated the tip? Question: Does Kathleen believe that Zoe didn't calculate the tip?,Kathleen asks: Did Ronald establish that Zoe calculated the tip?,Does Kathleen believe that Zoe calculated the tip?,Does Kathleen believe that Zoe didn't calculate the tip?
hear,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Kenneth asks: Did Ryan hear that Zoe calculated the tip? Question: Does Kenneth believe that Zoe didn't calculate the tip?,Kenneth asks: Did Ryan hear that Zoe calculated the tip?,Does Kenneth believe that Zoe calculated the tip?,Does Kenneth believe that Zoe didn't calculate the tip?
inform,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Nancy asks: Did Sharon inform Jane that Zoe calculated the tip? Question: Does Nancy believe that Zoe didn't calculate the tip?,Nancy asks: Did Sharon inform Jane that Zoe calculated the tip?,Does Nancy believe that Zoe calculated the tip?,Does Nancy believe that Zoe didn't calculate the tip?
know,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Edward asks: Does Rebecca know that Zoe calculated the tip? Question: Does Edward believe that Zoe didn't calculate the tip?,Edward asks: Does Rebecca know that Zoe calculated the tip?,Does Edward believe that Zoe calculated the tip?,Does Edward believe that Zoe didn't calculate the tip?
pretend,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Nancy asks: Did Ryan pretend that Zoe calculated the tip? Question: Does Nancy believe that Zoe didn't calculate the tip?,Nancy asks: Did Ryan pretend that Zoe calculated the tip?,Does Nancy believe that Zoe calculated the tip?,Does Nancy believe that Zoe didn't calculate the tip?
prove,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Nancy asks: Did Jonathan prove that Zoe calculated the tip? Question: Does Nancy believe that Zoe didn't calculate the tip?,Nancy asks: Did Jonathan prove that Zoe calculated the tip?,Does Nancy believe that Zoe calculated the tip?,Does Nancy believe that Zoe didn't calculate the tip?
reveal,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Steven asks: Did Ryan reveal that Zoe calculated the tip? Question: Does Steven believe that Zoe didn't calculate the tip?,Steven asks: Did Ryan reveal that Zoe calculated the tip?,Does Steven believe that Zoe calculated the tip?,Does Steven believe that Zoe didn't calculate the tip?
say,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Lisa asks: Did Ryan say that Zoe calculated the tip? Question: Does Lisa believe that Zoe didn't calculate the tip?,Lisa asks: Did Ryan say that Zoe calculated the tip?,Does Lisa believe that Zoe calculated the tip?,Does Lisa believe that Zoe didn't calculate the tip?
see,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Tyler asks: Did Carol see that Zoe calculated the tip? Question: Does Tyler believe that Zoe didn't calculate the tip?,Tyler asks: Did Carol see that Zoe calculated the tip?,Does Tyler believe that Zoe calculated the tip?,Does Tyler believe that Zoe didn't calculate the tip?
suggest,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Daniel asks: Did Jacob suggest that Zoe calculated the tip? Question: Does Daniel believe that Zoe didn't calculate the tip?,Daniel asks: Did Jacob suggest that Zoe calculated the tip?,Does Daniel believe that Zoe calculated the tip?,Does Daniel believe that Zoe didn't calculate the tip?
think,p,high_prior,Zoe,Zoe is a math major.,Fact: Zoe is a math major. Sentence: Larry asks: Does Jeffrey think that Zoe calculated the tip? Question: Does Larry believe that Zoe didn't calculate the tip?,Larry asks: Does Jeffrey think that Zoe calculated the tip?,Does Larry believe that Zoe calculated the tip?,Does Larry believe that Zoe didn't calculate the tip?
acknowledge,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Jennifer asks: Did Laura acknowledge that Frank got a cat? Question: Does Jennifer believe that Frank didn't get a cat?,Jennifer asks: Did Laura acknowledge that Frank got a cat?,Does Jennifer believe that Frank got a cat?,Does Jennifer believe that Frank didn't get a cat?
admit,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Dorothy asks: Did Ryan admit that Frank got a cat? Question: Does Dorothy believe that Frank didn't get a cat?,Dorothy asks: Did Ryan admit that Frank got a cat?,Does Dorothy believe that Frank got a cat?,Does Dorothy believe that Frank didn't get a cat?
announce,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Dorothy asks: Did Ryan announce that Frank got a cat? Question: Does Dorothy believe that Frank didn't get a cat?,Dorothy asks: Did Ryan announce that Frank got a cat?,Does Dorothy believe that Frank got a cat?,Does Dorothy believe that Frank didn't get a cat?
annoyed,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Tyler asks: Is Ryan annoyed that Frank got a cat? Question: Does Tyler believe that Frank didn't get a cat?,Tyler asks: Is Ryan annoyed that Frank got a cat?,Does Tyler believe that Frank got a cat?,Does Tyler believe that Frank didn't get a cat?
right,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: George asks: Is Deborah right that Frank got a cat? Question: Does George believe that Frank didn't get a cat?,George asks: Is Deborah right that Frank got a cat?,Does George believe that Frank got a cat?,Does George believe that Frank didn't get a cat?
confess,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Kathleen asks: Did Laura confess that Frank got a cat? Question: Does Kathleen believe that Frank didn't get a cat?,Kathleen asks: Did Laura confess that Frank got a cat?,Does Kathleen believe that Frank got a cat?,Does Kathleen believe that Frank didn't get a cat?
confirm,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Betty asks: Did Eric confirm that Frank got a cat? Question: Does Betty believe that Frank didn't get a cat?,Betty asks: Did Eric confirm that Frank got a cat?,Does Betty believe that Frank got a cat?,Does Betty believe that Frank didn't get a cat?
demonstrate,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Lisa asks: Did Carol demonstrate that Frank got a cat? Question: Does Lisa believe that Frank didn't get a cat?,Lisa asks: Did Carol demonstrate that Frank got a cat?,Does Lisa believe that Frank got a cat?,Does Lisa believe that Frank didn't get a cat?
discover,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Ashley asks: Did Michelle discover that Frank got a cat? Question: Does Ashley believe that Frank didn't get a cat?,Ashley asks: Did Michelle discover that Frank got a cat?,Does Ashley believe that Frank got a cat?,Does Ashley believe that Frank didn't get a cat?
establish,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: George asks: Did Ronald establish that Frank got a cat? Question: Does George believe that Frank didn't get a cat?,George asks: Did Ronald establish that Frank got a cat?,Does George believe that Frank got a cat?,Does George believe that Frank didn't get a cat?
hear,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Tyler asks: Did Jeffrey hear that Frank got a cat? Question: Does Tyler believe that Frank didn't get a cat?,Tyler asks: Did Jeffrey hear that Frank got a cat?,Does Tyler believe that Frank got a cat?,Does Tyler believe that Frank didn't get a cat?
inform,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Cynthia asks: Did Jason inform Jane that Frank got a cat? Question: Does Cynthia believe that Frank didn't get a cat?,Cynthia asks: Did Jason inform Jane that Frank got a cat?,Does Cynthia believe that Frank got a cat?,Does Cynthia believe that Frank didn't get a cat?
know,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Jennifer asks: Does Michelle know that Frank got a cat? Question: Does Jennifer believe that Frank didn't get a cat?,Jennifer asks: Does Michelle know that Frank got a cat?,Does Jennifer believe that Frank got a cat?,Does Jennifer believe that Frank didn't get a cat?
pretend,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Jennifer asks: Did Deborah pretend that Frank got a cat? Question: Does Jennifer believe that Frank didn't get a cat?,Jennifer asks: Did Deborah pretend that Frank got a cat?,Does Jennifer believe that Frank got a cat?,Does Jennifer believe that Frank didn't get a cat?
prove,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: George asks: Did Melissa prove that Frank got a cat? Question: Does George believe that Frank didn't get a cat?,George asks: Did Melissa prove that Frank got a cat?,Does George believe that Frank got a cat?,Does George believe that Frank didn't get a cat?
reveal,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Daniel asks: Did Carol reveal that Frank got a cat? Question: Does Daniel believe that Frank didn't get a cat?,Daniel asks: Did Carol reveal that Frank got a cat?,Does Daniel believe that Frank got a cat?,Does Daniel believe that Frank didn't get a cat?
say,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Kathleen asks: Did Ronald say that Frank got a cat? Question: Does Kathleen believe that Frank didn't get a cat?,Kathleen asks: Did Ronald say that Frank got a cat?,Does Kathleen believe that Frank got a cat?,Does Kathleen believe that Frank didn't get a cat?
see,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: George asks: Did Melissa see that Frank got a cat? Question: Does George believe that Frank didn't get a cat?,George asks: Did Melissa see that Frank got a cat?,Does George believe that Frank got a cat?,Does George believe that Frank didn't get a cat?
suggest,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Nancy asks: Did Melissa suggest that Frank got a cat? Question: Does Nancy believe that Frank didn't get a cat?,Nancy asks: Did Melissa suggest that Frank got a cat?,Does Nancy believe that Frank got a cat?,Does Nancy believe that Frank didn't get a cat?
think,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Cynthia asks: Does Timothy think that Frank got a cat? Question: Does Cynthia believe that Frank didn't get a cat?,Cynthia asks: Does Timothy think that Frank got a cat?,Does Cynthia believe that Frank got a cat?,Does Cynthia believe that Frank didn't get a cat?
acknowledge,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Larry asks: Did Amanda acknowledge that Jackson ran 10 miles? Question: Does Larry believe that Jackson didn't run 10 miles?,Larry asks: Did Amanda acknowledge that Jackson ran 10 miles?,Does Larry believe that Jackson ran 10 miles?,Does Larry believe that Jackson didn't run 10 miles?
admit,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Christopher asks: Did Stephanie admit that Jackson ran 10 miles? Question: Does Christopher believe that Jackson didn't run 10 miles?,Christopher asks: Did Stephanie admit that Jackson ran 10 miles?,Does Christopher believe that Jackson ran 10 miles?,Does Christopher believe that Jackson didn't run 10 miles?
announce,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Kenneth asks: Did Laura announce that Jackson ran 10 miles? Question: Does Kenneth believe that Jackson didn't run 10 miles?,Kenneth asks: Did Laura announce that Jackson ran 10 miles?,Does Kenneth believe that Jackson ran 10 miles?,Does Kenneth believe that Jackson didn't run 10 miles?
annoyed,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Sandra asks: Is Jonathan annoyed that Jackson ran 10 miles? Question: Does Sandra believe that Jackson didn't run 10 miles?,Sandra asks: Is Jonathan annoyed that Jackson ran 10 miles?,Does Sandra believe that Jackson ran 10 miles?,Does Sandra believe that Jackson didn't run 10 miles?
right,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Kenneth asks: Is Gary right that Jackson ran 10 miles? Question: Does Kenneth believe that Jackson didn't run 10 miles?,Kenneth asks: Is Gary right that Jackson ran 10 miles?,Does Kenneth believe that Jackson ran 10 miles?,Does Kenneth believe that Jackson didn't run 10 miles?
confess,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Brian asks: Did Ronald confess that Jackson ran 10 miles? Question: Does Brian believe that Jackson didn't run 10 miles?,Brian asks: Did Ronald confess that Jackson ran 10 miles?,Does Brian believe that Jackson ran 10 miles?,Does Brian believe that Jackson didn't run 10 miles?
confirm,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Betty asks: Did Rebecca confirm that Jackson ran 10 miles? Question: Does Betty believe that Jackson didn't run 10 miles?,Betty asks: Did Rebecca confirm that Jackson ran 10 miles?,Does Betty believe that Jackson ran 10 miles?,Does Betty believe that Jackson didn't run 10 miles?
demonstrate,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Cynthia asks: Did Jonathan demonstrate that Jackson ran 10 miles? Question: Does Cynthia believe that Jackson didn't run 10 miles?,Cynthia asks: Did Jonathan demonstrate that Jackson ran 10 miles?,Does Cynthia believe that Jackson ran 10 miles?,Does Cynthia believe that Jackson didn't run 10 miles?
discover,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Cynthia asks: Did Deborah discover that Jackson ran 10 miles? Question: Does Cynthia believe that Jackson didn't run 10 miles?,Cynthia asks: Did Deborah discover that Jackson ran 10 miles?,Does Cynthia believe that Jackson ran 10 miles?,Does Cynthia believe that Jackson didn't run 10 miles?
establish,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Karen asks: Did Jonathan establish that Jackson ran 10 miles? Question: Does Karen believe that Jackson didn't run 10 miles?,Karen asks: Did Jonathan establish that Jackson ran 10 miles?,Does Karen believe that Jackson ran 10 miles?,Does Karen believe that Jackson didn't run 10 miles?
hear,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Kenneth asks: Did Nicholas hear that Jackson ran 10 miles? Question: Does Kenneth believe that Jackson didn't run 10 miles?,Kenneth asks: Did Nicholas hear that Jackson ran 10 miles?,Does Kenneth believe that Jackson ran 10 miles?,Does Kenneth believe that Jackson didn't run 10 miles?
inform,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Scott asks: Did Laura inform Jane that Jackson ran 10 miles? Question: Does Scott believe that Jackson didn't run 10 miles?,Scott asks: Did Laura inform Jane that Jackson ran 10 miles?,Does Scott believe that Jackson ran 10 miles?,Does Scott believe that Jackson didn't run 10 miles?
know,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Cynthia asks: Does Ryan know that Jackson ran 10 miles? Question: Does Cynthia believe that Jackson didn't run 10 miles?,Cynthia asks: Does Ryan know that Jackson ran 10 miles?,Does Cynthia believe that Jackson ran 10 miles?,Does Cynthia believe that Jackson didn't run 10 miles?
pretend,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: George asks: Did Nicholas pretend that Jackson ran 10 miles? Question: Does George believe that Jackson didn't run 10 miles?,George asks: Did Nicholas pretend that Jackson ran 10 miles?,Does George believe that Jackson ran 10 miles?,Does George believe that Jackson didn't run 10 miles?
prove,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Paul asks: Did Jacob prove that Jackson ran 10 miles? Question: Does Paul believe that Jackson didn't run 10 miles?,Paul asks: Did Jacob prove that Jackson ran 10 miles?,Does Paul believe that Jackson ran 10 miles?,Does Paul believe that Jackson didn't run 10 miles?
reveal,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Dorothy asks: Did Melissa reveal that Jackson ran 10 miles? Question: Does Dorothy believe that Jackson didn't run 10 miles?,Dorothy asks: Did Melissa reveal that Jackson ran 10 miles?,Does Dorothy believe that Jackson ran 10 miles?,Does Dorothy believe that Jackson didn't run 10 miles?
say,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Edward asks: Did Timothy say that Jackson ran 10 miles? Question: Does Edward believe that Jackson didn't run 10 miles?,Edward asks: Did Timothy say that Jackson ran 10 miles?,Does Edward believe that Jackson ran 10 miles?,Does Edward believe that Jackson didn't run 10 miles?
see,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Paul asks: Did Michelle see that Jackson ran 10 miles? Question: Does Paul believe that Jackson didn't run 10 miles?,Paul asks: Did Michelle see that Jackson ran 10 miles?,Does Paul believe that Jackson ran 10 miles?,Does Paul believe that Jackson didn't run 10 miles?
suggest,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Brian asks: Did Stephanie suggest that Jackson ran 10 miles? Question: Does Brian believe that Jackson didn't run 10 miles?,Brian asks: Did Stephanie suggest that Jackson ran 10 miles?,Does Brian believe that Jackson ran 10 miles?,Does Brian believe that Jackson didn't run 10 miles?
think,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Steven asks: Does Sharon think that Jackson ran 10 miles? Question: Does Steven believe that Jackson didn't run 10 miles?,Steven asks: Does Sharon think that Jackson ran 10 miles?,Does Steven believe that Jackson ran 10 miles?,Does Steven believe that Jackson didn't run 10 miles?
acknowledge,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Kenneth asks: Did Jonathan acknowledge that Jayden rented a car? Question: Does Kenneth believe that Jayden didn't rent a car?,Kenneth asks: Did Jonathan acknowledge that Jayden rented a car?,Does Kenneth believe that Jayden rented a car?,Does Kenneth believe that Jayden didn't rent a car?
admit,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Lisa asks: Did Jason admit that Jayden rented a car? Question: Does Lisa believe that Jayden didn't rent a car?,Lisa asks: Did Jason admit that Jayden rented a car?,Does Lisa believe that Jayden rented a car?,Does Lisa believe that Jayden didn't rent a car?
announce,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Scott asks: Did Jonathan announce that Jayden rented a car? Question: Does Scott believe that Jayden didn't rent a car?,Scott asks: Did Jonathan announce that Jayden rented a car?,Does Scott believe that Jayden rented a car?,Does Scott believe that Jayden didn't rent a car?
