verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
acknowledge,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Sandra asks: Did Jeffrey acknowledge that Frank got a cat? Question: Is Sandra certain that Frank got a cat?,Sandra asks: Did Jeffrey acknowledge that Frank got a cat?,Is Sandra certain that Frank got a cat?,Is Sandra certain that Frank didn't get a cat?
admit,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Nancy asks: Did Carol admit that Frank got a cat? Question: Is Nancy certain that Frank got a cat?,Nancy asks: Did Carol admit that Frank got a cat?,Is Nancy certain that Frank got a cat?,Is Nancy certain that Frank didn't get a cat?
announce,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Brian asks: Did Sharon announce that Frank got a cat? Question: Is Brian certain that Frank got a cat?,Brian asks: Did Sharon announce that Frank got a cat?,Is Brian certain that Frank got a cat?,Is Brian certain that Frank didn't get a cat?
annoyed,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Kathleen asks: Is Timothy annoyed that Frank got a cat? Question: Is Kathleen certain that Frank got a cat?,Kathleen asks: Is Timothy annoyed that Frank got a cat?,Is Kathleen certain that Frank got a cat?,Is Kathleen certain that Frank didn't get a cat?
right,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Betty asks: Is Nicholas right that Frank got a cat? Question: Is Betty certain that Frank got a cat?,Betty asks: Is Nicholas right that Frank got a cat?,Is Betty certain that Frank got a cat?,Is Betty certain that Frank didn't get a cat?
confess,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Lisa asks: Did Sharon confess that Frank got a cat? Question: Is Lisa certain that Frank got a cat?,Lisa asks: Did Sharon confess that Frank got a cat?,Is Lisa certain that Frank got a cat?,Is Lisa certain that Frank didn't get a cat?
confirm,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Karen asks: Did Sharon confirm that Frank got a cat? Question: Is Karen certain that Frank got a cat?,Karen asks: Did Sharon confirm that Frank got a cat?,Is Karen certain that Frank got a cat?,Is Karen certain that Frank didn't get a cat?
demonstrate,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Dorothy asks: Did Rebecca demonstrate that Frank got a cat? Question: Is Dorothy certain that Frank got a cat?,Dorothy asks: Did Rebecca demonstrate that Frank got a cat?,Is Dorothy certain that Frank got a cat?,Is Dorothy certain that Frank didn't get a cat?
discover,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Dorothy asks: Did Jeffrey discover that Frank got a cat? Question: Is Dorothy certain that Frank got a cat?,Dorothy asks: Did Jeffrey discover that Frank got a cat?,Is Dorothy certain that Frank got a cat?,Is Dorothy certain that Frank didn't get a cat?
establish,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Scott asks: Did Carol establish that Frank got a cat? Question: Is Scott certain that Frank got a cat?,Scott asks: Did Carol establish that Frank got a cat?,Is Scott certain that Frank got a cat?,Is Scott certain that Frank didn't get a cat?
hear,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Daniel asks: Did Nicholas hear that Frank got a cat? Question: Is Daniel certain that Frank got a cat?,Daniel asks: Did Nicholas hear that Frank got a cat?,Is Daniel certain that Frank got a cat?,Is Daniel certain that Frank didn't get a cat?
inform,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Nancy asks: Did Emily inform Jane that Frank got a cat? Question: Is Nancy certain that Frank got a cat?,Nancy asks: Did Emily inform Jane that Frank got a cat?,Is Nancy certain that Frank got a cat?,Is Nancy certain that Frank didn't get a cat?
know,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Tyler asks: Does Jonathan know that Frank got a cat? Question: Is Tyler certain that Frank got a cat?,Tyler asks: Does Jonathan know that Frank got a cat?,Is Tyler certain that Frank got a cat?,Is Tyler certain that Frank didn't get a cat?
pretend,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Daniel asks: Did Jeffrey pretend that Frank got a cat? Question: Is Daniel certain that Frank got a cat?,Daniel asks: Did Jeffrey pretend that Frank got a cat?,Is Daniel certain that Frank got a cat?,Is Daniel certain that Frank didn't get a cat?
prove,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Kathleen asks: Did Melissa prove that Frank got a cat? Question: Is Kathleen certain that Frank got a cat?,Kathleen asks: Did Melissa prove that Frank got a cat?,Is Kathleen certain that Frank got a cat?,Is Kathleen certain that Frank didn't get a cat?
reveal,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Larry asks: Did Gary reveal that Frank got a cat? Question: Is Larry certain that Frank got a cat?,Larry asks: Did Gary reveal that Frank got a cat?,Is Larry certain that Frank got a cat?,Is Larry certain that Frank didn't get a cat?
say,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Scott asks: Did Melissa say that Frank got a cat? Question: Is Scott certain that Frank got a cat?,Scott asks: Did Melissa say that Frank got a cat?,Is Scott certain that Frank got a cat?,Is Scott certain that Frank didn't get a cat?
see,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Edward asks: Did Jonathan see that Frank got a cat? Question: Is Edward certain that Frank got a cat?,Edward asks: Did Jonathan see that Frank got a cat?,Is Edward certain that Frank got a cat?,Is Edward certain that Frank didn't get a cat?
suggest,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Ashley asks: Did Timothy suggest that Frank got a cat? Question: Is Ashley certain that Frank got a cat?,Ashley asks: Did Timothy suggest that Frank got a cat?,Is Ashley certain that Frank got a cat?,Is Ashley certain that Frank didn't get a cat?
think,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Dorothy asks: Does Jason think that Frank got a cat? Question: Is Dorothy certain that Frank got a cat?,Dorothy asks: Does Jason think that Frank got a cat?,Is Dorothy certain that Frank got a cat?,Is Dorothy certain that Frank didn't get a cat?
polar,p,high_prior,Frank,Frank has always wanted a pet.,Fact: Frank has always wanted a pet. Sentence: Donna asks: Did Frank get a cat? Question: Is Donna certain that Frank got a cat?,Donna asks: Did Frank get a cat?,Is Donna certain that Frank got a cat?,
acknowledge,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Daniel asks: Did Gary acknowledge that Jackson ran 10 miles? Question: Is Daniel certain that Jackson ran 10 miles?,Daniel asks: Did Gary acknowledge that Jackson ran 10 miles?,Is Daniel certain that Jackson ran 10 miles?,Is Daniel certain that Jackson didn't run 10 miles?
admit,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Jennifer asks: Did Ryan admit that Jackson ran 10 miles? Question: Is Jennifer certain that Jackson ran 10 miles?,Jennifer asks: Did Ryan admit that Jackson ran 10 miles?,Is Jennifer certain that Jackson ran 10 miles?,Is Jennifer certain that Jackson didn't run 10 miles?
announce,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Cynthia asks: Did Eric announce that Jackson ran 10 miles? Question: Is Cynthia certain that Jackson ran 10 miles?,Cynthia asks: Did Eric announce that Jackson ran 10 miles?,Is Cynthia certain that Jackson ran 10 miles?,Is Cynthia certain that Jackson didn't run 10 miles?
annoyed,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Scott asks: Is Jonathan annoyed that Jackson ran 10 miles? Question: Is Scott certain that Jackson ran 10 miles?,Scott asks: Is Jonathan annoyed that Jackson ran 10 miles?,Is Scott certain that Jackson ran 10 miles?,Is Scott certain that Jackson didn't run 10 miles?
right,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Kenneth asks: Is Michelle right that Jackson ran 10 miles? Question: Is Kenneth certain that Jackson ran 10 miles?,Kenneth asks: Is Michelle right that Jackson ran 10 miles?,Is Kenneth certain that Jackson ran 10 miles?,Is Kenneth certain that Jackson didn't run 10 miles?
confess,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Kimberly asks: Did Jonathan confess that Jackson ran 10 miles? Question: Is Kimberly certain that Jackson ran 10 miles?,Kimberly asks: Did Jonathan confess that Jackson ran 10 miles?,Is Kimberly certain that Jackson ran 10 miles?,Is Kimberly certain that Jackson didn't run 10 miles?
confirm,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Christopher asks: Did Emily confirm that Jackson ran 10 miles? Question: Is Christopher certain that Jackson ran 10 miles?,Christopher asks: Did Emily confirm that Jackson ran 10 miles?,Is Christopher certain that Jackson ran 10 miles?,Is Christopher certain that Jackson didn't run 10 miles?
demonstrate,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Larry asks: Did Sharon demonstrate that Jackson ran 10 miles? Question: Is Larry certain that Jackson ran 10 miles?,Larry asks: Did Sharon demonstrate that Jackson ran 10 miles?,Is Larry certain that Jackson ran 10 miles?,Is Larry certain that Jackson didn't run 10 miles?
discover,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Betty asks: Did Ryan discover that Jackson ran 10 miles? Question: Is Betty certain that Jackson ran 10 miles?,Betty asks: Did Ryan discover that Jackson ran 10 miles?,Is Betty certain that Jackson ran 10 miles?,Is Betty certain that Jackson didn't run 10 miles?
establish,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Cynthia asks: Did Jason establish that Jackson ran 10 miles? Question: Is Cynthia certain that Jackson ran 10 miles?,Cynthia asks: Did Jason establish that Jackson ran 10 miles?,Is Cynthia certain that Jackson ran 10 miles?,Is Cynthia certain that Jackson didn't run 10 miles?
hear,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Kathleen asks: Did Jonathan hear that Jackson ran 10 miles? Question: Is Kathleen certain that Jackson ran 10 miles?,Kathleen asks: Did Jonathan hear that Jackson ran 10 miles?,Is Kathleen certain that Jackson ran 10 miles?,Is Kathleen certain that Jackson didn't run 10 miles?
inform,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Scott asks: Did Rebecca inform Jane that Jackson ran 10 miles? Question: Is Scott certain that Jackson ran 10 miles?,Scott asks: Did Rebecca inform Jane that Jackson ran 10 miles?,Is Scott certain that Jackson ran 10 miles?,Is Scott certain that Jackson didn't run 10 miles?
know,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Paul asks: Does Sharon know that Jackson ran 10 miles? Question: Is Paul certain that Jackson ran 10 miles?,Paul asks: Does Sharon know that Jackson ran 10 miles?,Is Paul certain that Jackson ran 10 miles?,Is Paul certain that Jackson didn't run 10 miles?
pretend,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Daniel asks: Did Deborah pretend that Jackson ran 10 miles? Question: Is Daniel certain that Jackson ran 10 miles?,Daniel asks: Did Deborah pretend that Jackson ran 10 miles?,Is Daniel certain that Jackson ran 10 miles?,Is Daniel certain that Jackson didn't run 10 miles?
prove,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: George asks: Did Jacob prove that Jackson ran 10 miles? Question: Is George certain that Jackson ran 10 miles?,George asks: Did Jacob prove that Jackson ran 10 miles?,Is George certain that Jackson ran 10 miles?,Is George certain that Jackson didn't run 10 miles?
reveal,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Christopher asks: Did Laura reveal that Jackson ran 10 miles? Question: Is Christopher certain that Jackson ran 10 miles?,Christopher asks: Did Laura reveal that Jackson ran 10 miles?,Is Christopher certain that Jackson ran 10 miles?,Is Christopher certain that Jackson didn't run 10 miles?
say,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Paul asks: Did Gary say that Jackson ran 10 miles? Question: Is Paul certain that Jackson ran 10 miles?,Paul asks: Did Gary say that Jackson ran 10 miles?,Is Paul certain that Jackson ran 10 miles?,Is Paul certain that Jackson didn't run 10 miles?
see,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Kimberly asks: Did Gary see that Jackson ran 10 miles? Question: Is Kimberly certain that Jackson ran 10 miles?,Kimberly asks: Did Gary see that Jackson ran 10 miles?,Is Kimberly certain that Jackson ran 10 miles?,Is Kimberly certain that Jackson didn't run 10 miles?
suggest,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Cynthia asks: Did Amanda suggest that Jackson ran 10 miles? Question: Is Cynthia certain that Jackson ran 10 miles?,Cynthia asks: Did Amanda suggest that Jackson ran 10 miles?,Is Cynthia certain that Jackson ran 10 miles?,Is Cynthia certain that Jackson didn't run 10 miles?
think,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Jennifer asks: Does Nicholas think that Jackson ran 10 miles? Question: Is Jennifer certain that Jackson ran 10 miles?,Jennifer asks: Does Nicholas think that Jackson ran 10 miles?,Is Jennifer certain that Jackson ran 10 miles?,Is Jennifer certain that Jackson didn't run 10 miles?
polar,p,high_prior,Jackson,Jackson is training for a marathon.,Fact: Jackson is training for a marathon. Sentence: Betty asks: Did Jackson run 10 miles? Question: Is Betty certain that Jackson ran 10 miles?,Betty asks: Did Jackson run 10 miles?,Is Betty certain that Jackson ran 10 miles?,
acknowledge,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Kimberly asks: Did Ryan acknowledge that Jayden rented a car? Question: Is Kimberly certain that Jayden rented a car?,Kimberly asks: Did Ryan acknowledge that Jayden rented a car?,Is Kimberly certain that Jayden rented a car?,Is Kimberly certain that Jayden didn't rent a car?
admit,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Kenneth asks: Did Timothy admit that Jayden rented a car? Question: Is Kenneth certain that Jayden rented a car?,Kenneth asks: Did Timothy admit that Jayden rented a car?,Is Kenneth certain that Jayden rented a car?,Is Kenneth certain that Jayden didn't rent a car?
announce,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Daniel asks: Did Jacob announce that Jayden rented a car? Question: Is Daniel certain that Jayden rented a car?,Daniel asks: Did Jacob announce that Jayden rented a car?,Is Daniel certain that Jayden rented a car?,Is Daniel certain that Jayden didn't rent a car?
annoyed,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Betty asks: Is Nicholas annoyed that Jayden rented a car? Question: Is Betty certain that Jayden rented a car?,Betty asks: Is Nicholas annoyed that Jayden rented a car?,Is Betty certain that Jayden rented a car?,Is Betty certain that Jayden didn't rent a car?
right,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: George asks: Is Sharon right that Jayden rented a car? Question: Is George certain that Jayden rented a car?,George asks: Is Sharon right that Jayden rented a car?,Is George certain that Jayden rented a car?,Is George certain that Jayden didn't rent a car?
confess,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Larry asks: Did Melissa confess that Jayden rented a car? Question: Is Larry certain that Jayden rented a car?,Larry asks: Did Melissa confess that Jayden rented a car?,Is Larry certain that Jayden rented a car?,Is Larry certain that Jayden didn't rent a car?
confirm,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Kevin asks: Did Eric confirm that Jayden rented a car? Question: Is Kevin certain that Jayden rented a car?,Kevin asks: Did Eric confirm that Jayden rented a car?,Is Kevin certain that Jayden rented a car?,Is Kevin certain that Jayden didn't rent a car?
demonstrate,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Steven asks: Did Nicholas demonstrate that Jayden rented a car? Question: Is Steven certain that Jayden rented a car?,Steven asks: Did Nicholas demonstrate that Jayden rented a car?,Is Steven certain that Jayden rented a car?,Is Steven certain that Jayden didn't rent a car?
discover,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Larry asks: Did Timothy discover that Jayden rented a car? Question: Is Larry certain that Jayden rented a car?,Larry asks: Did Timothy discover that Jayden rented a car?,Is Larry certain that Jayden rented a car?,Is Larry certain that Jayden didn't rent a car?
establish,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Brian asks: Did Deborah establish that Jayden rented a car? Question: Is Brian certain that Jayden rented a car?,Brian asks: Did Deborah establish that Jayden rented a car?,Is Brian certain that Jayden rented a car?,Is Brian certain that Jayden didn't rent a car?
hear,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: George asks: Did Jacob hear that Jayden rented a car? Question: Is George certain that Jayden rented a car?,George asks: Did Jacob hear that Jayden rented a car?,Is George certain that Jayden rented a car?,Is George certain that Jayden didn't rent a car?
inform,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Tyler asks: Did Jonathan inform Jane that Jayden rented a car? Question: Is Tyler certain that Jayden rented a car?,Tyler asks: Did Jonathan inform Jane that Jayden rented a car?,Is Tyler certain that Jayden rented a car?,Is Tyler certain that Jayden didn't rent a car?
know,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Donna asks: Does Melissa know that Jayden rented a car? Question: Is Donna certain that Jayden rented a car?,Donna asks: Does Melissa know that Jayden rented a car?,Is Donna certain that Jayden rented a car?,Is Donna certain that Jayden didn't rent a car?
pretend,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Jennifer asks: Did Jason pretend that Jayden rented a car? Question: Is Jennifer certain that Jayden rented a car?,Jennifer asks: Did Jason pretend that Jayden rented a car?,Is Jennifer certain that Jayden rented a car?,Is Jennifer certain that Jayden didn't rent a car?
prove,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Cynthia asks: Did Laura prove that Jayden rented a car? Question: Is Cynthia certain that Jayden rented a car?,Cynthia asks: Did Laura prove that Jayden rented a car?,Is Cynthia certain that Jayden rented a car?,Is Cynthia certain that Jayden didn't rent a car?
reveal,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Steven asks: Did Amanda reveal that Jayden rented a car? Question: Is Steven certain that Jayden rented a car?,Steven asks: Did Amanda reveal that Jayden rented a car?,Is Steven certain that Jayden rented a car?,Is Steven certain that Jayden didn't rent a car?
say,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Donna asks: Did Jacob say that Jayden rented a car? Question: Is Donna certain that Jayden rented a car?,Donna asks: Did Jacob say that Jayden rented a car?,Is Donna certain that Jayden rented a car?,Is Donna certain that Jayden didn't rent a car?
see,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Dorothy asks: Did Timothy see that Jayden rented a car? Question: Is Dorothy certain that Jayden rented a car?,Dorothy asks: Did Timothy see that Jayden rented a car?,Is Dorothy certain that Jayden rented a car?,Is Dorothy certain that Jayden didn't rent a car?
suggest,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Betty asks: Did Jeffrey suggest that Jayden rented a car? Question: Is Betty certain that Jayden rented a car?,Betty asks: Did Jeffrey suggest that Jayden rented a car?,Is Betty certain that Jayden rented a car?,Is Betty certain that Jayden didn't rent a car?
think,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Nancy asks: Does Deborah think that Jayden rented a car? Question: Is Nancy certain that Jayden rented a car?,Nancy asks: Does Deborah think that Jayden rented a car?,Is Nancy certain that Jayden rented a car?,Is Nancy certain that Jayden didn't rent a car?
polar,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Ashley asks: Did Jayden rent a car? Question: Is Ashley certain that Jayden rented a car?,Ashley asks: Did Jayden rent a car?,Is Ashley certain that Jayden rented a car?,
acknowledge,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Christopher asks: Did Nicholas acknowledge that Tony had a drink last night? Question: Is Christopher certain that Tony had a drink last night?,Christopher asks: Did Nicholas acknowledge that Tony had a drink last night?,Is Christopher certain that Tony had a drink last night?,Is Christopher certain that Tony didn't have a drink last night?
admit,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Kathleen asks: Did Jacob admit that Tony had a drink last night? Question: Is Kathleen certain that Tony had a drink last night?,Kathleen asks: Did Jacob admit that Tony had a drink last night?,Is Kathleen certain that Tony had a drink last night?,Is Kathleen certain that Tony didn't have a drink last night?
announce,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Ashley asks: Did Amanda announce that Tony had a drink last night? Question: Is Ashley certain that Tony had a drink last night?,Ashley asks: Did Amanda announce that Tony had a drink last night?,Is Ashley certain that Tony had a drink last night?,Is Ashley certain that Tony didn't have a drink last night?
annoyed,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Sandra asks: Is Michelle annoyed that Tony had a drink last night? Question: Is Sandra certain that Tony had a drink last night?,Sandra asks: Is Michelle annoyed that Tony had a drink last night?,Is Sandra certain that Tony had a drink last night?,Is Sandra certain that Tony didn't have a drink last night?
right,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Scott asks: Is Amanda right that Tony had a drink last night? Question: Is Scott certain that Tony had a drink last night?,Scott asks: Is Amanda right that Tony had a drink last night?,Is Scott certain that Tony had a drink last night?,Is Scott certain that Tony didn't have a drink last night?
confess,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Edward asks: Did Jason confess that Tony had a drink last night? Question: Is Edward certain that Tony had a drink last night?,Edward asks: Did Jason confess that Tony had a drink last night?,Is Edward certain that Tony had a drink last night?,Is Edward certain that Tony didn't have a drink last night?
confirm,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Kenneth asks: Did Sharon confirm that Tony had a drink last night? Question: Is Kenneth certain that Tony had a drink last night?,Kenneth asks: Did Sharon confirm that Tony had a drink last night?,Is Kenneth certain that Tony had a drink last night?,Is Kenneth certain that Tony didn't have a drink last night?
demonstrate,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Kenneth asks: Did Melissa demonstrate that Tony had a drink last night? Question: Is Kenneth certain that Tony had a drink last night?,Kenneth asks: Did Melissa demonstrate that Tony had a drink last night?,Is Kenneth certain that Tony had a drink last night?,Is Kenneth certain that Tony didn't have a drink last night?
discover,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Larry asks: Did Rebecca discover that Tony had a drink last night? Question: Is Larry certain that Tony had a drink last night?,Larry asks: Did Rebecca discover that Tony had a drink last night?,Is Larry certain that Tony had a drink last night?,Is Larry certain that Tony didn't have a drink last night?
establish,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Dorothy asks: Did Sharon establish that Tony had a drink last night? Question: Is Dorothy certain that Tony had a drink last night?,Dorothy asks: Did Sharon establish that Tony had a drink last night?,Is Dorothy certain that Tony had a drink last night?,Is Dorothy certain that Tony didn't have a drink last night?
hear,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Kathleen asks: Did Emily hear that Tony had a drink last night? Question: Is Kathleen certain that Tony had a drink last night?,Kathleen asks: Did Emily hear that Tony had a drink last night?,Is Kathleen certain that Tony had a drink last night?,Is Kathleen certain that Tony didn't have a drink last night?
inform,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Larry asks: Did Melissa inform Jane that Tony had a drink last night? Question: Is Larry certain that Tony had a drink last night?,Larry asks: Did Melissa inform Jane that Tony had a drink last night?,Is Larry certain that Tony had a drink last night?,Is Larry certain that Tony didn't have a drink last night?
know,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Jennifer asks: Does Timothy know that Tony had a drink last night? Question: Is Jennifer certain that Tony had a drink last night?,Jennifer asks: Does Timothy know that Tony had a drink last night?,Is Jennifer certain that Tony had a drink last night?,Is Jennifer certain that Tony didn't have a drink last night?
pretend,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Kenneth asks: Did Timothy pretend that Tony had a drink last night? Question: Is Kenneth certain that Tony had a drink last night?,Kenneth asks: Did Timothy pretend that Tony had a drink last night?,Is Kenneth certain that Tony had a drink last night?,Is Kenneth certain that Tony didn't have a drink last night?
prove,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Dorothy asks: Did Ronald prove that Tony had a drink last night? Question: Is Dorothy certain that Tony had a drink last night?,Dorothy asks: Did Ronald prove that Tony had a drink last night?,Is Dorothy certain that Tony had a drink last night?,Is Dorothy certain that Tony didn't have a drink last night?
reveal,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Jennifer asks: Did Ryan reveal that Tony had a drink last night? Question: Is Jennifer certain that Tony had a drink last night?,Jennifer asks: Did Ryan reveal that Tony had a drink last night?,Is Jennifer certain that Tony had a drink last night?,Is Jennifer certain that Tony didn't have a drink last night?
say,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Brian asks: Did Jonathan say that Tony had a drink last night? Question: Is Brian certain that Tony had a drink last night?,Brian asks: Did Jonathan say that Tony had a drink last night?,Is Brian certain that Tony had a drink last night?,Is Brian certain that Tony didn't have a drink last night?
see,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Larry asks: Did Jonathan see that Tony had a drink last night? Question: Is Larry certain that Tony had a drink last night?,Larry asks: Did Jonathan see that Tony had a drink last night?,Is Larry certain that Tony had a drink last night?,Is Larry certain that Tony didn't have a drink last night?
suggest,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Sandra asks: Did Emily suggest that Tony had a drink last night? Question: Is Sandra certain that Tony had a drink last night?,Sandra asks: Did Emily suggest that Tony had a drink last night?,Is Sandra certain that Tony had a drink last night?,Is Sandra certain that Tony didn't have a drink last night?
think,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Karen asks: Does Deborah think that Tony had a drink last night? Question: Is Karen certain that Tony had a drink last night?,Karen asks: Does Deborah think that Tony had a drink last night?,Is Karen certain that Tony had a drink last night?,Is Karen certain that Tony didn't have a drink last night?
polar,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Cynthia asks: Did Tony have a drink last night? Question: Is Cynthia certain that Tony had a drink last night?,Cynthia asks: Did Tony have a drink last night?,Is Cynthia certain that Tony had a drink last night?,
