"workerid","predicate","polarity","utterance","item","speaker_response","ah_response","prior_rating"
425,"know","pos","know-dances-?","Jayden_H",0.69,0.67,0.687794117647059
425,"inform","neg","inform-doesnt_dance-?","Josh_L",0.49,0.49,0.236917293233083
425,"know","neg","know-doesnt_dance-?","Emma_H",0.48,0.49,0.680763888888889
425,"say","neg","say-doesnt_dance-?","Jon_L",0.66,0.75,0.235696202531646
425,"know","neg","know-doesnt_dance-?","Zoe_L",0.84,0.86,0.192108843537415
425,"inform","pos","inform-dances-?","Isabella_H",0.52,0.5,0.517707006369427
425,"think","pos","think-dances-?","Julian_L",0.17,0.12,0.401796875
425,"say","pos","say-dances-?","Emily_H",0.6,0.63,0.561555555555556
545,"think","pos","think-dances-?","Tony_L",0.05,0.53,0.2196
545,"know","pos","know-dances-?","Frank_H",0.98,0.25,0.67972027972028
545,"say","neg","say-doesnt_dance-?","Emma_L",0.27,0.59,0.323098591549296
545,"think","pos","think-dances-?","Jon_H",0.18,0.6,0.7559375
545,"think","neg","think-doesnt_dance-?","Josh_H",0.23,0.7,0.544575163398693
545,"say","pos","say-dances-?","Julian_H",0.37,0.52,0.599493670886076
545,"inform","neg","inform-doesnt_dance-?","Grace_H",0.92,0.5,0.790144927536232
545,"Polar","Polar","BARE-dances-?","Olivia_L",0.43,NA,0.210592105263158
545,"think","neg","think-doesnt_dance-?","Mary_L",0.14,0.85,0.225401459854015
545,"Polar","Polar","BARE-dances-?","Jackson_H",0.47,NA,0.774965034965035
545,"say","pos","say-dances-?","Charley_L",0.04,0.47,0.277066666666667
545,"say","neg","say-doesnt_dance-?","Danny_H",0.49,0.5,0.697062937062937
545,"inform","neg","inform-doesnt_dance-?","Josie_L",0.82,0.68,0.117286821705426
545,"inform","pos","inform-dances-?","Zoe_H",0.99,0.84,0.745971223021583
545,"know","neg","know-doesnt_dance-?","Jayden_L",0.99,0.62,0.1756
545,"know","pos","know-dances-?","Emily_L",0.97,0.39,0.151655629139073
545,"know","neg","know-doesnt_dance-?","Isabella_H",0.99,0.43,0.517707006369427
545,"inform","pos","inform-dances-?","Owen_L",0.99,0.86,0.279503546099291
264,"know","neg","know-doesnt_dance-?","Emma_H",0.99,0.76,0.680763888888889
264,"say","neg","say-doesnt_dance-?","Owen_L",0.48,0.75,0.279503546099291
264,"inform","neg","inform-doesnt_dance-?","Jon_L",0.89,0.46,0.235696202531646
264,"Polar","Polar","BARE-dances-?","Emily_L",0.64,NA,0.151655629139073
264,"know","pos","know-dances-?","Frank_L",1,0.41,0.16965034965035
264,"Polar","Polar","BARE-dances-?","Charley_H",0.57,NA,0.804632352941177
264,"think","neg","think-doesnt_dance-?","Grace_H",0.6,0.51,0.790144927536232
264,"say","pos","say-dances-?","Mary_H",0.73,0.84,0.815167785234899
264,"know","pos","know-dances-?","Julian_H",0.77,0.53,0.599493670886076
264,"know","neg","know-doesnt_dance-?","Tony_L",0.8,0.57,0.2196
264,"inform","pos","inform-dances-?","Jayden_L",0.8,0.85,0.1756
264,"think","pos","think-dances-?","Isabella_H",0.77,0.5,0.517707006369427
264,"think","pos","think-dances-?","Zoe_L",0.79,0.53,0.192108843537415
264,"say","neg","say-doesnt_dance-?","Josie_H",0.85,0.51,0.73343949044586
264,"think","neg","think-doesnt_dance-?","Danny_L",0.72,0.52,0.27993006993007
264,"inform","neg","inform-doesnt_dance-?","Josh_H",0.84,0.51,0.544575163398693
264,"say","pos","say-dances-?","Jackson_L",0.33,0.5,0.186013986013986
264,"inform","pos","inform-dances-?","Olivia_H",0.85,0.69,0.664776119402985
454,"think","neg","think-doesnt_dance-?","Zoe_H",0.25,0.58,0.745971223021583
454,"think","neg","think-doesnt_dance-?","Grace_L",0.65,0.74,0.24777027027027
454,"think","pos","think-dances-?","Mary_H",0.85,0.76,0.815167785234899
454,"inform","pos","inform-dances-?","Olivia_H",0.84,0.88,0.664776119402985
454,"inform","neg","inform-doesnt_dance-?","Julian_H",0.86,0.17,0.599493670886076
454,"know","neg","know-doesnt_dance-?","Emma_H",0.9,0.27,0.680763888888889
454,"inform","pos","inform-dances-?","Owen_L",0.87,0.78,0.279503546099291
454,"say","neg","say-doesnt_dance-?","Charley_H",0.22,0.71,0.804632352941177
454,"inform","neg","inform-doesnt_dance-?","Jon_L",0.71,0.75,0.235696202531646
454,"say","neg","say-doesnt_dance-?","Isabella_L",0.64,0.62,0.125813953488372
454,"know","neg","know-doesnt_dance-?","Jackson_L",0.86,0.24,0.186013986013986
454,"Polar","Polar","BARE-dances-?","Frank_L",0.34,NA,0.16965034965035
454,"say","pos","say-dances-?","Jayden_H",0.35,0.71,0.687794117647059
454,"know","pos","know-dances-?","Josh_L",0.73,0.28,0.236917293233083
454,"Polar","Polar","BARE-dances-?","Josie_H",0.52,NA,0.73343949044586
454,"say","pos","say-dances-?","Emily_L",0.26,0.56,0.151655629139073
454,"know","pos","know-dances-?","Tony_H",0.79,0.59,0.747279411764706
454,"think","pos","think-dances-?","Danny_L",0.14,0.43,0.27993006993007
510,"think","neg","think-doesnt_dance-?","Jayden_L",0.32,0.85,0.1756
510,"think","neg","think-doesnt_dance-?","Emily_H",0.23,0.7,0.561555555555556
510,"Polar","Polar","BARE-dances-?","Jackson_L",0.11,NA,0.186013986013986
510,"inform","pos","inform-dances-?","Tony_H",0.93,0.5,0.747279411764706
510,"know","neg","know-doesnt_dance-?","Julian_H",0.87,0.17,0.599493670886076
510,"inform","neg","inform-doesnt_dance-?","Jon_H",0.89,0.91,0.7559375
510,"say","pos","say-dances-?","Frank_L",0.18,0.65,0.16965034965035
510,"say","pos","say-dances-?","Zoe_H",0.64,0.65,0.745971223021583
510,"Polar","Polar","BARE-dances-?","Charley_H",0.59,NA,0.804632352941177
510,"say","neg","say-doesnt_dance-?","Mary_L",0.31,0.32,0.225401459854015
510,"inform","neg","inform-doesnt_dance-?","Olivia_L",0.87,0.76,0.210592105263158
510,"know","pos","know-dances-?","Owen_H",0.81,0.32,0.74648275862069
510,"inform","pos","inform-dances-?","Josh_L",0.83,0.88,0.236917293233083
510,"say","neg","say-doesnt_dance-?","Danny_H",0.19,0.69,0.697062937062937
510,"think","pos","think-dances-?","Grace_H",0.64,0.67,0.790144927536232
510,"know","pos","know-dances-?","Josie_L",0.74,0.25,0.117286821705426
510,"think","pos","think-dances-?","Emma_L",0.23,0.62,0.323098591549296
510,"know","neg","know-doesnt_dance-?","Isabella_L",0.92,0.24,0.125813953488372
225,"say","pos","say-dances-?","Jackson_L",0.13,0.37,0.186013986013986
225,"know","pos","know-dances-?","Jayden_H",0.77,0.16,0.687794117647059
225,"say","neg","say-doesnt_dance-?","Frank_L",0.76,0.57,0.16965034965035
225,"know","pos","know-dances-?","Olivia_L",0.75,0.3,0.210592105263158
225,"Polar","Polar","BARE-dances-?","Danny_L",0.17,NA,0.27993006993007
225,"know","neg","know-doesnt_dance-?","Charley_H",0.73,0.32,0.804632352941177
225,"know","neg","know-doesnt_dance-?","Josie_L",0.79,0.6,0.117286821705426
225,"think","pos","think-dances-?","Isabella_H",0.18,0.73,0.517707006369427
225,"think","neg","think-doesnt_dance-?","Jon_H",0.07,0.63,0.7559375
225,"inform","pos","inform-dances-?","Zoe_H",1,0.88,0.745971223021583
225,"think","neg","think-doesnt_dance-?","Owen_L",0.21,0.91,0.279503546099291
225,"inform","neg","inform-doesnt_dance-?","Grace_L",0.94,0.8,0.24777027027027
225,"think","pos","think-dances-?","Mary_L",0.12,0.76,0.225401459854015
225,"say","pos","say-dances-?","Emily_H",0.69,0.68,0.561555555555556
225,"say","neg","say-doesnt_dance-?","Julian_H",0.04,0.82,0.599493670886076
225,"Polar","Polar","BARE-dances-?","Emma_H",0.86,NA,0.680763888888889
225,"inform","neg","inform-doesnt_dance-?","Tony_H",0.77,0.69,0.747279411764706
225,"inform","pos","inform-dances-?","Josh_L",0.7,0.66,0.236917293233083
419,"inform","pos","inform-dances-?","Jayden_L",0.99,1,0.1756
419,"inform","neg","inform-doesnt_dance-?","Isabella_H",0.99,0.97,0.517707006369427
419,"think","neg","think-doesnt_dance-?","Charley_H",0.03,0.21,0.804632352941177
419,"think","neg","think-doesnt_dance-?","Jon_L",0.46,0.07,0.235696202531646
419,"know","neg","know-doesnt_dance-?","Grace_L",0.96,0.5,0.24777027027027
419,"know","pos","know-dances-?","Josh_H",0.98,0.3,0.544575163398693
419,"think","pos","think-dances-?","Emily_H",0.42,0.41,0.561555555555556
419,"say","pos","say-dances-?","Olivia_H",0.52,0.52,0.664776119402985
419,"think","pos","think-dances-?","Josie_L",0.47,0.47,0.117286821705426
419,"say","neg","say-doesnt_dance-?","Julian_H",0.81,0.71,0.599493670886076
419,"Polar","Polar","BARE-dances-?","Tony_L",0.19,NA,0.2196
419,"know","neg","know-doesnt_dance-?","Mary_H",0.98,0.57,0.815167785234899
419,"inform","pos","inform-dances-?","Emma_H",0.97,0.98,0.680763888888889
419,"say","pos","say-dances-?","Danny_L",0.44,0.51,0.27993006993007
419,"Polar","Polar","BARE-dances-?","Zoe_H",0.23,NA,0.745971223021583
419,"say","neg","say-doesnt_dance-?","Owen_L",0.46,0.86,0.279503546099291
419,"know","pos","know-dances-?","Frank_L",0.97,0.39,0.16965034965035
419,"inform","neg","inform-doesnt_dance-?","Jackson_L",0.97,0.44,0.186013986013986
518,"think","pos","think-dances-?","Owen_L",0.04,0.07,0.279503546099291
518,"Polar","Polar","BARE-dances-?","Mary_H",0.65,NA,0.815167785234899
518,"say","pos","say-dances-?","Jon_H",0.55,0.65,0.7559375
518,"say","neg","say-doesnt_dance-?","Frank_H",0.6,0.6,0.67972027972028
518,"know","neg","know-doesnt_dance-?","Grace_H",0.89,0.37,0.790144927536232
518,"know","pos","know-dances-?","Jayden_H",0.95,0.33,0.687794117647059
518,"inform","pos","inform-dances-?","Emily_L",0.73,0.58,0.151655629139073
518,"think","neg","think-doesnt_dance-?","Julian_L",0.26,0.66,0.401796875
518,"know","pos","know-dances-?","Jackson_L",0.43,0.36,0.186013986013986
518,"say","neg","say-doesnt_dance-?","Tony_L",0.36,0.81,0.2196
518,"know","neg","know-doesnt_dance-?","Josh_L",0.84,0.36,0.236917293233083
518,"Polar","Polar","BARE-dances-?","Olivia_L",0.39,NA,0.210592105263158
518,"inform","neg","inform-doesnt_dance-?","Charley_L",0.28,0.8,0.277066666666667
518,"inform","pos","inform-dances-?","Josie_H",0.56,0.71,0.73343949044586
518,"say","pos","say-dances-?","Zoe_L",0.05,0.18,0.192108843537415
518,"inform","neg","inform-doesnt_dance-?","Isabella_H",0.28,0.75,0.517707006369427
518,"think","neg","think-doesnt_dance-?","Danny_H",0.04,0.28,0.697062937062937
518,"think","pos","think-dances-?","Emma_H",0.38,0.68,0.680763888888889
427,"inform","pos","inform-dances-?","Charley_L",0.75,0.77,0.277066666666667
427,"think","pos","think-dances-?","Josh_H",0.11,0.16,0.544575163398693
427,"think","neg","think-doesnt_dance-?","Isabella_L",0.17,0.53,0.125813953488372
427,"say","neg","say-doesnt_dance-?","Frank_H",0.32,0.78,0.67972027972028
427,"know","pos","know-dances-?","Julian_H",0.7,0.69,0.599493670886076
427,"know","pos","know-dances-?","Olivia_L",0.15,0.2,0.210592105263158
427,"inform","neg","inform-doesnt_dance-?","Emily_H",0.82,0.34,0.561555555555556
427,"say","neg","say-doesnt_dance-?","Emma_L",0.78,0.72,0.323098591549296
427,"say","pos","say-dances-?","Danny_H",0.84,0.82,0.697062937062937
427,"know","neg","know-doesnt_dance-?","Grace_H",0.26,0.26,0.790144927536232
427,"inform","pos","inform-dances-?","Zoe_H",0.81,0.8,0.745971223021583
427,"inform","neg","inform-doesnt_dance-?","Owen_L",0.85,0.91,0.279503546099291
427,"think","pos","think-dances-?","Tony_L",0.85,0.84,0.2196
427,"say","pos","say-dances-?","Jayden_L",0.77,0.8,0.1756
427,"Polar","Polar","BARE-dances-?","Jackson_H",0.81,NA,0.774965034965035
427,"know","neg","know-doesnt_dance-?","Mary_L",0.8,0.8,0.225401459854015
427,"think","neg","think-doesnt_dance-?","Josie_H",0.74,0.73,0.73343949044586
427,"Polar","Polar","BARE-dances-?","Jon_L",0.38,NA,0.235696202531646
307,"say","pos","say-dances-?","Owen_L",0.52,0.94,0.279503546099291
307,"Polar","Polar","BARE-dances-?","Josie_L",0.51,NA,0.117286821705426
307,"inform","pos","inform-dances-?","Grace_H",0.94,0.96,0.790144927536232
307,"know","pos","know-dances-?","Mary_L",0.97,0.45,0.225401459854015
307,"inform","pos","inform-dances-?","Charley_L",0.95,0.48,0.277066666666667
307,"Polar","Polar","BARE-dances-?","Jayden_H",0.52,NA,0.687794117647059
307,"say","neg","say-doesnt_dance-?","Jackson_L",0.46,0.79,0.186013986013986
307,"think","pos","think-dances-?","Emily_H",0.55,0.54,0.561555555555556
307,"say","pos","say-dances-?","Josh_H",0.54,0.59,0.544575163398693
307,"know","neg","know-doesnt_dance-?","Zoe_L",0.92,0.56,0.192108843537415
307,"inform","neg","inform-doesnt_dance-?","Isabella_H",0.89,0.87,0.517707006369427
307,"think","neg","think-doesnt_dance-?","Tony_H",0.55,0.52,0.747279411764706
307,"inform","neg","inform-doesnt_dance-?","Frank_L",0.99,0.98,0.16965034965035
307,"say","neg","say-doesnt_dance-?","Olivia_H",0.55,0.62,0.664776119402985
307,"know","neg","know-doesnt_dance-?","Danny_H",0.95,0.48,0.697062937062937
307,"know","pos","know-dances-?","Emma_H",0.98,0.52,0.680763888888889
307,"think","neg","think-doesnt_dance-?","Julian_L",0.49,0.47,0.401796875
307,"think","pos","think-dances-?","Jon_L",0.52,0.52,0.235696202531646
440,"know","pos","know-dances-?","Tony_H",0.94,0.61,0.747279411764706
440,"Polar","Polar","BARE-dances-?","Julian_L",0.55,NA,0.401796875
440,"say","neg","say-doesnt_dance-?","Charley_H",0.58,0.55,0.804632352941177
440,"know","neg","know-doesnt_dance-?","Josie_L",0.94,0.46,0.117286821705426
440,"know","pos","know-dances-?","Zoe_L",0.86,0.41,0.192108843537415
440,"inform","neg","inform-doesnt_dance-?","Grace_L",0.9,0.94,0.24777027027027
440,"think","neg","think-doesnt_dance-?","Emma_L",0.55,0.51,0.323098591549296
440,"inform","pos","inform-dances-?","Jackson_L",0.87,0.95,0.186013986013986
440,"inform","neg","inform-doesnt_dance-?","Olivia_H",0.84,0.96,0.664776119402985
440,"know","neg","know-doesnt_dance-?","Isabella_H",0.83,0.46,0.517707006369427
440,"Polar","Polar","BARE-dances-?","Mary_H",0.5,NA,0.815167785234899
440,"inform","pos","inform-dances-?","Jon_H",0.84,0.95,0.7559375
440,"think","neg","think-doesnt_dance-?","Frank_H",0.67,0.49,0.67972027972028
440,"say","pos","say-dances-?","Jayden_H",0.54,0.76,0.687794117647059
440,"say","neg","say-doesnt_dance-?","Emily_L",0.64,0.53,0.151655629139073
440,"think","pos","think-dances-?","Owen_L",0.55,0.51,0.279503546099291
440,"think","pos","think-dances-?","Danny_H",0.61,0.55,0.697062937062937
440,"say","pos","say-dances-?","Josh_L",0.49,0.49,0.236917293233083
250,"Polar","Polar","BARE-dances-?","Olivia_L",0.06,NA,0.210592105263158
250,"think","pos","think-dances-?","Zoe_H",0.67,0.71,0.745971223021583
250,"inform","pos","inform-dances-?","Josie_H",0.97,0.98,0.73343949044586
250,"inform","neg","inform-doesnt_dance-?","Tony_H",0.95,0.93,0.747279411764706
250,"think","neg","think-doesnt_dance-?","Emily_L",0.09,0.76,0.151655629139073
250,"say","neg","say-doesnt_dance-?","Emma_L",1,1,0.323098591549296
250,"Polar","Polar","BARE-dances-?","Isabella_H",0.63,NA,0.517707006369427
250,"say","pos","say-dances-?","Jayden_L",0.26,0.8,0.1756
250,"say","pos","say-dances-?","Jon_H",0.79,0.72,0.7559375
250,"know","neg","know-doesnt_dance-?","Josh_L",0.03,0.03,0.236917293233083
250,"think","neg","think-doesnt_dance-?","Charley_H",0.83,0.65,0.804632352941177
250,"think","pos","think-dances-?","Jackson_L",0.09,0.19,0.186013986013986
250,"inform","neg","inform-doesnt_dance-?","Mary_L",1,0.97,0.225401459854015
250,"inform","pos","inform-dances-?","Owen_L",0.51,0.48,0.279503546099291
250,"know","pos","know-dances-?","Danny_H",0.98,0.49,0.697062937062937
250,"know","pos","know-dances-?","Grace_L",0.92,0.58,0.24777027027027
250,"know","neg","know-doesnt_dance-?","Frank_H",0.93,0.67,0.67972027972028
250,"say","neg","say-doesnt_dance-?","Julian_H",0.87,0.62,0.599493670886076
428,"Polar","Polar","BARE-dances-?","Grace_H",0.29,NA,0.790144927536232
428,"think","pos","think-dances-?","Charley_L",0.03,0.72,0.277066666666667
428,"think","neg","think-doesnt_dance-?","Isabella_L",0.25,0.81,0.125813953488372
428,"know","neg","know-doesnt_dance-?","Olivia_L",0.97,0.6,0.210592105263158
428,"inform","neg","inform-doesnt_dance-?","Julian_L",0.95,0.97,0.401796875
428,"think","pos","think-dances-?","Zoe_H",0.14,0.68,0.745971223021583
428,"inform","pos","inform-dances-?","Jackson_H",0.96,0.97,0.774965034965035
428,"inform","neg","inform-doesnt_dance-?","Emma_H",0.98,0.98,0.680763888888889
428,"Polar","Polar","BARE-dances-?","Emily_L",0.62,NA,0.151655629139073
428,"know","pos","know-dances-?","Tony_H",0.98,0.32,0.747279411764706
428,"say","pos","say-dances-?","Frank_L",0.7,0.84,0.16965034965035
428,"think","neg","think-doesnt_dance-?","Jon_H",0.05,0.68,0.7559375
428,"know","neg","know-doesnt_dance-?","Josh_H",0.98,0.25,0.544575163398693
428,"inform","pos","inform-dances-?","Jayden_L",0.98,0.98,0.1756
428,"say","neg","say-doesnt_dance-?","Danny_H",0.38,0.76,0.697062937062937
428,"say","pos","say-dances-?","Owen_H",0.36,0.72,0.74648275862069
428,"say","neg","say-doesnt_dance-?","Mary_L",0.81,0.84,0.225401459854015
428,"know","pos","know-dances-?","Josie_L",0,0.01,0.117286821705426
378,"say","pos","say-dances-?","Owen_L",0.68,0.5,0.279503546099291
378,"inform","pos","inform-dances-?","Mary_L",0.94,0.89,0.225401459854015
378,"inform","pos","inform-dances-?","Danny_H",1,0.98,0.697062937062937
378,"say","neg","say-doesnt_dance-?","Emma_L",0.63,0.51,0.323098591549296
378,"say","neg","say-doesnt_dance-?","Julian_H",0.64,0.55,0.599493670886076
378,"know","pos","know-dances-?","Jon_H",1,0.4,0.7559375
378,"know","neg","know-doesnt_dance-?","Jayden_L",1,0.45,0.1756
378,"think","pos","think-dances-?","Isabella_L",0.45,0.54,0.125813953488372
378,"inform","neg","inform-doesnt_dance-?","Charley_L",0.71,0.67,0.277066666666667
378,"know","neg","know-doesnt_dance-?","Emily_H",1,0.51,0.561555555555556
378,"think","neg","think-doesnt_dance-?","Frank_L",0.42,0.63,0.16965034965035
378,"say","pos","say-dances-?","Tony_H",0.51,0.64,0.747279411764706
378,"Polar","Polar","BARE-dances-?","Zoe_H",0.64,NA,0.745971223021583
378,"Polar","Polar","BARE-dances-?","Josh_L",0.62,NA,0.236917293233083
378,"think","neg","think-doesnt_dance-?","Jackson_H",0.4,0.59,0.774965034965035
378,"inform","neg","inform-doesnt_dance-?","Grace_H",1,0.56,0.790144927536232
378,"think","pos","think-dances-?","Josie_H",0.14,0.61,0.73343949044586
378,"know","pos","know-dances-?","Olivia_L",1,0.43,0.210592105263158
511,"say","pos","say-dances-?","Tony_L",0.51,0.96,0.2196
511,"know","neg","know-doesnt_dance-?","Emily_H",0.98,0.51,0.561555555555556
511,"Polar","Polar","BARE-dances-?","Zoe_L",0.2,NA,0.192108843537415
511,"inform","pos","inform-dances-?","Owen_L",1,1,0.279503546099291
511,"inform","neg","inform-doesnt_dance-?","Charley_H",0.72,0.5,0.804632352941177
511,"say","neg","say-doesnt_dance-?","Grace_H",0.89,0.75,0.790144927536232
511,"say","neg","say-doesnt_dance-?","Frank_L",0.44,0.84,0.16965034965035
511,"think","neg","think-doesnt_dance-?","Julian_L",0.78,0.51,0.401796875
511,"think","neg","think-doesnt_dance-?","Danny_H",0,0.32,0.697062937062937
511,"know","pos","know-dances-?","Emma_L",1,0.49,0.323098591549296
511,"know","pos","know-dances-?","Jayden_H",1,0.5,0.687794117647059
511,"say","pos","say-dances-?","Josh_H",0.45,0.85,0.544575163398693
511,"think","pos","think-dances-?","Jackson_L",0.2,0.66,0.186013986013986
511,"know","neg","know-doesnt_dance-?","Mary_L",1,0.58,0.225401459854015
511,"inform","pos","inform-dances-?","Jon_H",0.98,0.97,0.7559375
511,"inform","neg","inform-doesnt_dance-?","Josie_L",0.99,0.99,0.117286821705426
511,"think","pos","think-dances-?","Isabella_H",0.72,0.96,0.517707006369427
511,"Polar","Polar","BARE-dances-?","Olivia_H",0.89,NA,0.664776119402985
279,"know","pos","know-dances-?","Emma_H",0.94,0.48,0.680763888888889
279,"think","pos","think-dances-?","Jackson_H",0.05,0.85,0.774965034965035
279,"inform","neg","inform-doesnt_dance-?","Julian_L",0.97,0.97,0.401796875
279,"inform","neg","inform-doesnt_dance-?","Jon_H",0.99,0.98,0.7559375
279,"Polar","Polar","BARE-dances-?","Isabella_L",0.3,NA,0.125813953488372
279,"think","neg","think-doesnt_dance-?","Jayden_L",0.18,0.81,0.1756
279,"know","neg","know-doesnt_dance-?","Emily_L",0.99,0.46,0.151655629139073
279,"say","neg","say-doesnt_dance-?","Frank_H",0.69,0.98,0.67972027972028
279,"know","neg","know-doesnt_dance-?","Danny_H",0.96,0.48,0.697062937062937
279,"say","neg","say-doesnt_dance-?","Owen_L",0.67,0.97,0.279503546099291
279,"Polar","Polar","BARE-dances-?","Olivia_H",0.51,NA,0.664776119402985
279,"think","pos","think-dances-?","Zoe_L",0.03,0.11,0.192108843537415
279,"say","pos","say-dances-?","Grace_L",0.4,0.73,0.24777027027027
279,"say","pos","say-dances-?","Tony_H",0.68,0.92,0.747279411764706
279,"know","pos","know-dances-?","Josh_L",0.96,0.58,0.236917293233083
279,"inform","pos","inform-dances-?","Josie_L",0.22,0.76,0.117286821705426
279,"think","neg","think-doesnt_dance-?","Mary_H",0.03,0.38,0.815167785234899
279,"inform","pos","inform-dances-?","Charley_H",0.98,0.97,0.804632352941177
540,"know","neg","know-doesnt_dance-?","Mary_H",0.99,0.36,0.815167785234899
540,"know","neg","know-doesnt_dance-?","Josh_L",1,0.44,0.236917293233083
540,"know","pos","know-dances-?","Jon_H",1,0.51,0.7559375
540,"say","pos","say-dances-?","Owen_L",0.45,0.93,0.279503546099291
540,"inform","neg","inform-doesnt_dance-?","Charley_H",1,1,0.804632352941177
540,"think","pos","think-dances-?","Jackson_L",0.03,0.62,0.186013986013986
540,"say","neg","say-doesnt_dance-?","Danny_H",0.74,0.94,0.697062937062937
540,"Polar","Polar","BARE-dances-?","Emma_L",0.56,NA,0.323098591549296
540,"know","pos","know-dances-?","Julian_L",0.98,0.51,0.401796875
540,"inform","neg","inform-doesnt_dance-?","Jayden_L",1,1,0.1756
540,"think","neg","think-doesnt_dance-?","Zoe_L",0.98,0.96,0.192108843537415
540,"inform","pos","inform-dances-?","Frank_H",1,0.98,0.67972027972028
540,"Polar","Polar","BARE-dances-?","Olivia_H",0.99,NA,0.664776119402985
540,"inform","pos","inform-dances-?","Isabella_L",0.98,0.99,0.125813953488372
540,"say","neg","say-doesnt_dance-?","Grace_L",0.98,0.79,0.24777027027027
540,"think","neg","think-doesnt_dance-?","Josie_H",0.46,0.78,0.73343949044586
540,"say","pos","say-dances-?","Tony_H",0.44,0.83,0.747279411764706
540,"think","pos","think-dances-?","Emily_H",0.62,0.89,0.561555555555556
578,"think","pos","think-dances-?","Josie_H",0.69,0.68,0.73343949044586
578,"inform","pos","inform-dances-?","Emily_H",0.57,0.59,0.561555555555556
578,"inform","pos","inform-dances-?","Jayden_L",0.14,0.16,0.1756
578,"Polar","Polar","BARE-dances-?","Emma_H",0.84,NA,0.680763888888889
578,"say","neg","say-doesnt_dance-?","Isabella_H",0.18,0.22,0.517707006369427
578,"think","pos","think-dances-?","Mary_L",0,0.35,0.225401459854015
578,"think","neg","think-doesnt_dance-?","Zoe_L",0.46,1,0.192108843537415
578,"think","neg","think-doesnt_dance-?","Olivia_H",0.38,0.77,0.664776119402985
578,"know","neg","know-doesnt_dance-?","Charley_L",1,0.36,0.277066666666667
578,"Polar","Polar","BARE-dances-?","Jackson_L",0,NA,0.186013986013986
578,"know","pos","know-dances-?","Frank_L",0,0.25,0.16965034965035
578,"inform","neg","inform-doesnt_dance-?","Owen_H",0.71,0.65,0.74648275862069
578,"know","neg","know-doesnt_dance-?","Grace_H",0.83,0.28,0.790144927536232
578,"say","neg","say-doesnt_dance-?","Josh_L",0.76,0.78,0.236917293233083
578,"say","pos","say-dances-?","Julian_H",0.68,0.85,0.599493670886076
578,"know","pos","know-dances-?","Tony_H",0.79,0.69,0.747279411764706
578,"say","pos","say-dances-?","Jon_L",0.73,0.92,0.235696202531646
578,"inform","neg","inform-doesnt_dance-?","Danny_L",0.83,0.86,0.27993006993007
292,"think","neg","think-doesnt_dance-?","Isabella_H",0.39,0.61,0.517707006369427
292,"think","pos","think-dances-?","Danny_L",0.54,0.72,0.27993006993007
292,"say","neg","say-doesnt_dance-?","Owen_L",0.55,0.97,0.279503546099291
292,"know","neg","know-doesnt_dance-?","Emily_H",0.98,0.52,0.561555555555556
292,"Polar","Polar","BARE-dances-?","Grace_L",0.35,NA,0.24777027027027
292,"inform","pos","inform-dances-?","Julian_L",0.97,0.82,0.401796875
292,"know","pos","know-dances-?","Zoe_L",0.97,0.48,0.192108843537415
292,"know","pos","know-dances-?","Jon_H",0.97,0.7,0.7559375
292,"inform","pos","inform-dances-?","Josie_H",0.99,0.97,0.73343949044586
292,"say","pos","say-dances-?","Emma_H",0.54,0.9,0.680763888888889
292,"think","pos","think-dances-?","Olivia_H",0.53,0.69,0.664776119402985
292,"Polar","Polar","BARE-dances-?","Frank_H",0.79,NA,0.67972027972028
292,"say","neg","say-doesnt_dance-?","Jackson_H",0.79,1,0.774965034965035
292,"inform","neg","inform-doesnt_dance-?","Mary_L",0.98,0.98,0.225401459854015
292,"say","pos","say-dances-?","Charley_L",0.27,0.29,0.277066666666667
292,"know","neg","know-doesnt_dance-?","Tony_L",0.97,0.7,0.2196
292,"think","neg","think-doesnt_dance-?","Josh_L",0.07,0.71,0.236917293233083
292,"inform","neg","inform-doesnt_dance-?","Jayden_H",0.99,0.99,0.687794117647059
418,"know","pos","know-dances-?","Isabella_L",0.49,0.5,0.125813953488372
418,"Polar","Polar","BARE-dances-?","Jayden_H",0.81,NA,0.687794117647059
418,"say","pos","say-dances-?","Josie_H",0.6,0.81,0.73343949044586
418,"say","neg","say-doesnt_dance-?","Emily_L",0.82,0.85,0.151655629139073
418,"say","neg","say-doesnt_dance-?","Julian_H",0.12,0.8,0.599493670886076
418,"think","pos","think-dances-?","Olivia_L",0.19,0.8,0.210592105263158
418,"say","pos","say-dances-?","Josh_L",0.79,0.79,0.236917293233083
418,"inform","pos","inform-dances-?","Jon_H",0.86,0.52,0.7559375
418,"Polar","Polar","BARE-dances-?","Charley_L",0.49,NA,0.277066666666667
418,"inform","neg","inform-doesnt_dance-?","Emma_H",0.88,0.56,0.680763888888889
418,"think","pos","think-dances-?","Owen_H",0.67,0.79,0.74648275862069
418,"know","pos","know-dances-?","Danny_H",0.86,0.38,0.697062937062937
418,"know","neg","know-doesnt_dance-?","Jackson_L",0.82,0.85,0.186013986013986
418,"inform","pos","inform-dances-?","Zoe_L",0.6,0.34,0.192108843537415
418,"think","neg","think-doesnt_dance-?","Frank_L",0.74,0.93,0.16965034965035
418,"know","neg","know-doesnt_dance-?","Grace_H",0.94,0.39,0.790144927536232
418,"think","neg","think-doesnt_dance-?","Mary_H",0.27,0.45,0.815167785234899
